feature_name,feature_group,original_feature_group,modality,source,verified_status,unknown_feature_decision,notes
ecg_lslshimmerecg_ecg_projection_ll_ra_mv_kurtosis,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_ll_ra_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_ll_ra_mv_max,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_ll_ra_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_ll_ra_mv_mean,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_ll_ra_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_ll_ra_mv_median,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_ll_ra_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_ll_ra_mv_min,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_ll_ra_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_ll_ra_mv_missing_ratio,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_ll_ra_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_ll_ra_mv_num_missing,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_ll_ra_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_ll_ra_mv_range,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_ll_ra_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_ll_ra_mv_rms,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_ll_ra_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_ll_ra_mv_skew,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_ll_ra_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_ll_ra_mv_slope,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_ll_ra_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_ll_ra_mv_std,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_ll_ra_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_vx_rl_mv_iqr,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_vx_rl_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_vx_rl_mv_kurtosis,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_vx_rl_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_vx_rl_mv_max,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_vx_rl_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_vx_rl_mv_mean,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_vx_rl_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_vx_rl_mv_median,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_vx_rl_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_vx_rl_mv_min,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_vx_rl_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_vx_rl_mv_missing_ratio,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_vx_rl_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_vx_rl_mv_num_missing,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_vx_rl_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_vx_rl_mv_range,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_vx_rl_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_vx_rl_mv_rms,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_vx_rl_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_vx_rl_mv_skew,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_vx_rl_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_vx_rl_mv_slope,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_vx_rl_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_ecg_projection_vx_rl_mv_std,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=ecg_projection_vx_rl_mV,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_sample_count,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=time_dn,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_lslshimmerecg_sampling_rate_estimate,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=time_dn,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_iqr,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_kurtosis,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_max,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_mean,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_median,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_min,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_missing_ratio,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_num_missing,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_peak_count,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_peak_rate,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_range,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_rms,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_skew,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_slope,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
ecg_signal_std,physiological_features,physiological_features,ecg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv | source_column=derived,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_duration,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=time_dn,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_eda_hand_l_kohms_iqr,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=eda_hand_l_kOhms,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_eda_hand_l_kohms_kurtosis,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=eda_hand_l_kOhms,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_eda_hand_l_kohms_max,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=eda_hand_l_kOhms,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_eda_hand_l_kohms_mean,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=eda_hand_l_kOhms,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_eda_hand_l_kohms_median,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=eda_hand_l_kOhms,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_eda_hand_l_kohms_min,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=eda_hand_l_kOhms,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_eda_hand_l_kohms_missing_ratio,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=eda_hand_l_kOhms,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_eda_hand_l_kohms_num_missing,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=eda_hand_l_kOhms,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_eda_hand_l_kohms_range,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=eda_hand_l_kOhms,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_eda_hand_l_kohms_rms,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=eda_hand_l_kOhms,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_eda_hand_l_kohms_skew,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=eda_hand_l_kOhms,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_eda_hand_l_kohms_slope,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=eda_hand_l_kOhms,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_eda_hand_l_kohms_std,physiological_features,physiological_features,eda_gsr,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=eda_hand_l_kOhms,VERIFIED,,Verified from extraction long-table source file and source-column records.
eda_lslshimmereda_ppg_finger_mv_iqr,physiological_features,physiological_features,ppg,E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp003\ses-20210206\level-01B_run-001\sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv | source_column=ppg_finger_mV,VERIFIED,,Verified PPG channel stored in the EDA stream; not relabeled as EDA.
