relative_path,dataset_relative_path,file_name,extension,is_target_extension,dataset_area,analysis_folder,size_bytes,modified_time_utc
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-001/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-001/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,93,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-001/sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-001.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-001/sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-001.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-001.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,75484,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-001/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-001/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,806486,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-001/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-001/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-001_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,76,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-001/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-001/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,328830,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-001/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-001/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-001_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,76,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-007_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-007_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,576,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-007_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-007_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-007_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,75,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-007_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-007_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,19361550,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-007_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-007_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-007_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,93,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-007_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-007_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,3726056,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-007_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-007_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-007_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,91,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-007_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-007_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,26928902,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-007_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-007_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-007_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,93,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-007_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-007_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,10670565,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-007_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-007_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-007_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,93,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-007.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-007.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-007.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,79532,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,711863,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,89,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,293995,2022-07-18T00:07:52+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-007/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,89,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,576,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,75,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,19280276,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,93,2022-07-18T00:07:48+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,3725447,2022-07-18T00:07:48+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,92,2022-07-18T00:07:48+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,27457236,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,93,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,10729657,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,93,2022-07-18T00:07:48+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-012.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-012.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-012.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,79033,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,712944,2022-07-18T00:07:48+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,88,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,292293,2022-07-18T00:07:48+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-01B_run-012/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,88,2022-07-18T00:07:50+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-02B_run-003/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_dat.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-02B_run-003/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_dat.csv,sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_dat.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,576,2022-07-18T00:07:56+00:00
vrdataset/dataPackage/task-ils/sub-cp003/ses-20210206/level-02B_run-003/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_hea.csv,dataPackage/task-ils/sub-cp003/ses-20210206/level-02B_run-003/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_hea.csv,sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_hea.csv,csv,True,dataPackage,dataPackage/task-ils/sub-cp003/ses-20210206,75,2022-07-18T00:07:56+00:00
