run_key,subject_id,outer_fold,dimension,seed,levels,feature_k,target_score,ridge_alpha,ridge_prediction_raw,ridge_prediction_bounded
sub-cp016_ses-20210528_level-01B_run-012,sub-cp016,1,1000,42,51,50,1.0,0.1,0.8181182142765093,1.0
sub-cp016_ses-20210528_level-02B_run-003,sub-cp016,1,1000,42,51,50,2.0,0.1,1.4995938481654263,1.4995938481654263
sub-cp016_ses-20210528_level-02B_run-008,sub-cp016,1,1000,42,51,50,2.0,0.1,1.878733396057256,1.878733396057256
sub-cp016_ses-20210528_level-02B_run-010,sub-cp016,1,1000,42,51,50,2.0,0.1,1.926848608649024,1.926848608649024
sub-cp016_ses-20210528_level-03B_run-002,sub-cp016,1,1000,42,51,50,3.0,0.1,2.904705459544573,2.904705459544573
sub-cp016_ses-20210528_level-03B_run-005,sub-cp016,1,1000,42,51,50,3.0,0.1,3.169042957134053,3.169042957134053
sub-cp016_ses-20210528_level-03B_run-011,sub-cp016,1,1000,42,51,50,3.0,0.1,2.885834031885839,2.885834031885839
sub-cp016_ses-20210528_level-04B_run-004,sub-cp016,1,1000,42,51,50,4.0,0.1,4.078310406262676,4.0
sub-cp016_ses-20210528_level-04B_run-006,sub-cp016,1,1000,42,51,50,4.0,0.1,4.033923653889797,4.0
sub-cp016_ses-20210528_level-04B_run-009,sub-cp016,1,1000,42,51,50,4.0,0.1,3.603011687426316,3.603011687426316
sub-cp027_ses-20210722_level-01B_run-001,sub-cp027,1,1000,42,51,50,1.0,0.1,0.8542188949128933,1.0
sub-cp027_ses-20210722_level-01B_run-007,sub-cp027,1,1000,42,51,50,1.0,0.1,0.8985288019496602,1.0
sub-cp027_ses-20210722_level-01B_run-012,sub-cp027,1,1000,42,51,50,1.0,0.1,1.312590508473009,1.312590508473009
sub-cp027_ses-20210722_level-02B_run-003,sub-cp027,1,1000,42,51,50,2.0,0.1,2.1643271446247327,2.1643271446247327
sub-cp027_ses-20210722_level-02B_run-008,sub-cp027,1,1000,42,51,50,2.0,0.1,2.2203183233775765,2.2203183233775765
sub-cp027_ses-20210722_level-02B_run-010,sub-cp027,1,1000,42,51,50,2.0,0.1,2.036711303215359,2.036711303215359
sub-cp027_ses-20210722_level-03B_run-002,sub-cp027,1,1000,42,51,50,3.0,0.1,3.0194840575232957,3.0194840575232957
sub-cp027_ses-20210722_level-03B_run-005,sub-cp027,1,1000,42,51,50,3.0,0.1,2.2144865137214578,2.2144865137214578
sub-cp027_ses-20210722_level-03B_run-011,sub-cp027,1,1000,42,51,50,3.0,0.1,3.009707002551034,3.009707002551034
sub-cp027_ses-20210722_level-04B_run-004,sub-cp027,1,1000,42,51,50,4.0,0.1,4.149882671276824,4.0
sub-cp027_ses-20210722_level-04B_run-006,sub-cp027,1,1000,42,51,50,4.0,0.1,3.723744796786953,3.723744796786953
sub-cp027_ses-20210722_level-04B_run-009,sub-cp027,1,1000,42,51,50,4.0,0.1,4.15232139471107,4.0
sub-cp033_ses-20211215_level-01B_run-001,sub-cp033,1,1000,42,51,50,1.0,0.1,1.9098436717813316,1.9098436717813316
sub-cp033_ses-20211215_level-01B_run-007,sub-cp033,1,1000,42,51,50,1.0,0.1,1.6632614248306408,1.6632614248306408
sub-cp033_ses-20211215_level-01B_run-012,sub-cp033,1,1000,42,51,50,1.0,0.1,1.698149050094166,1.698149050094166
sub-cp033_ses-20211215_level-02B_run-003,sub-cp033,1,1000,42,51,50,2.0,0.1,2.531890585827915,2.531890585827915
sub-cp033_ses-20211215_level-02B_run-008,sub-cp033,1,1000,42,51,50,2.0,0.1,1.0622656983791878,1.0622656983791878
sub-cp033_ses-20211215_level-02B_run-010,sub-cp033,1,1000,42,51,50,2.0,0.1,1.467709246961714,1.467709246961714
sub-cp033_ses-20211215_level-03B_run-002,sub-cp033,1,1000,42,51,50,3.0,0.1,2.660298123215717,2.660298123215717
sub-cp033_ses-20211215_level-03B_run-005,sub-cp033,1,1000,42,51,50,3.0,0.1,2.054847972521148,2.054847972521148
sub-cp033_ses-20211215_level-03B_run-011,sub-cp033,1,1000,42,51,50,3.0,0.1,2.1608088600490536,2.1608088600490536
sub-cp033_ses-20211215_level-04B_run-004,sub-cp033,1,1000,42,51,50,4.0,0.1,3.71693436855224,3.71693436855224
sub-cp033_ses-20211215_level-04B_run-006,sub-cp033,1,1000,42,51,50,4.0,0.1,4.0450815339024295,4.0
sub-cp033_ses-20211215_level-04B_run-009,sub-cp033,1,1000,42,51,50,4.0,0.1,3.892136176343021,3.892136176343021
sub-cp039_ses-20211219_level-01B_run-001,sub-cp039,1,1000,42,51,50,1.0,0.1,2.9512036719707253,2.9512036719707253
sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,1,1000,42,51,50,1.0,0.1,2.211400100724302,2.211400100724302
sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,1,1000,42,51,50,1.0,0.1,2.024131700248762,2.024131700248762
sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,1,1000,42,51,50,2.0,0.1,3.1596388994169,3.1596388994169
sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,1,1000,42,51,50,2.0,0.1,2.022400215791545,2.022400215791545
sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,1,1000,42,51,50,2.0,0.1,3.4046507575603764,3.4046507575603764
sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,1,1000,42,51,50,3.0,0.1,3.6879378086097407,3.6879378086097407
sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,1,1000,42,51,50,3.0,0.1,2.4515437375431497,2.4515437375431497
sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,1,1000,42,51,50,3.0,0.1,2.7818278090952675,2.7818278090952675
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,1000,42,51,50,4.0,0.1,2.632085247841312,2.632085247841312
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,1000,42,51,50,4.0,0.1,3.314561155125504,3.314561155125504
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,1000,42,51,50,4.0,0.1,3.039861764219141,3.039861764219141
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,1000,42,51,50,1.0,0.1,1.360535360724677,1.360535360724677
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,1000,42,51,50,1.0,0.1,1.953005854041111,1.953005854041111
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,1000,42,51,50,1.0,0.1,1.6441181808865273,1.6441181808865273
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,1000,42,51,50,2.0,0.1,1.5165144453580095,1.5165144453580095
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,1000,42,51,50,2.0,0.1,1.815206907119672,1.815206907119672
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,1000,42,51,50,2.0,0.1,1.384335806771261,1.384335806771261
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,1000,42,51,50,3.0,0.1,2.9849159704647423,2.9849159704647423
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,1000,42,51,50,3.0,0.1,2.9628589572587547,2.9628589572587547
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,1000,42,51,50,3.0,0.1,3.1811442070217573,3.1811442070217573
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,1000,42,51,50,4.0,0.1,3.9003100578823577,3.9003100578823577
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,1000,42,51,50,4.0,0.1,3.6623491935663863,3.6623491935663863
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,1000,42,51,50,4.0,0.1,3.735275530031074,3.735275530031074
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,1000,42,51,50,1.0,0.1,1.8210250905246137,1.8210250905246137
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,1000,42,51,50,1.0,0.1,1.4158563671119015,1.4158563671119015
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,1000,42,51,50,1.0,0.1,1.992886420502032,1.992886420502032
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,1000,42,51,50,2.0,0.1,1.5095741857663398,1.5095741857663398
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,1000,42,51,50,2.0,0.1,1.3499129837459225,1.3499129837459225
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,1000,42,51,50,2.0,0.1,1.0683987186216606,1.0683987186216606
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,1000,42,51,50,3.0,0.1,2.565138822263607,2.565138822263607
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,1000,42,51,50,3.0,0.1,2.2561829255259456,2.2561829255259456
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,1000,42,51,50,3.0,0.1,2.6464174146244805,2.6464174146244805
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,1000,42,51,50,4.0,0.1,3.642009744416283,3.642009744416283
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,1000,42,51,50,4.0,0.1,3.5985527410336453,3.5985527410336453
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,1000,42,51,50,4.0,0.1,3.6985397728524,3.6985397728524
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,1000,42,51,50,1.0,0.1,3.087416002846112,3.087416002846112
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,1000,42,51,50,1.0,0.1,2.5778519401924003,2.5778519401924003
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,1000,42,51,50,1.0,0.1,1.7927186726075153,1.7927186726075153
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,1000,42,51,50,2.0,0.1,3.388852697303684,3.388852697303684
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,1000,42,51,50,2.0,0.1,3.112985062801291,3.112985062801291
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,1000,42,51,50,2.0,0.1,2.924364342951629,2.924364342951629
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,1000,42,51,50,3.0,0.1,3.2925973039387597,3.2925973039387597
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,1000,42,51,50,3.0,0.1,3.137925175107621,3.137925175107621
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,1000,42,51,50,3.0,0.1,3.6333150232800175,3.6333150232800175
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,1000,42,51,50,4.0,0.1,3.656333884086959,3.656333884086959
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,1000,42,51,50,4.0,0.1,3.609376217180156,3.609376217180156
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,1000,42,51,50,4.0,0.1,3.593993794752213,3.593993794752213
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,1000,42,51,50,1.0,0.1,0.4753525804018514,1.0
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,1000,42,51,50,1.0,0.1,1.3451519499883091,1.3451519499883091
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,1000,42,51,50,1.0,0.1,1.371311500127902,1.371311500127902
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,1000,42,51,50,2.0,0.1,1.7762769457798566,1.7762769457798566
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,1000,42,51,50,2.0,0.1,1.4131462381379696,1.4131462381379696
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,1000,42,51,50,2.0,0.1,1.309564723181003,1.309564723181003
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,1000,42,51,50,3.0,0.1,2.605212492154994,2.605212492154994
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,1000,42,51,50,3.0,0.1,2.860250317971846,2.860250317971846
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,1000,42,51,50,3.0,0.1,2.063589322503816,2.063589322503816
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,1000,42,51,50,4.0,0.1,3.96227175409585,3.96227175409585
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,1000,42,51,50,4.0,0.1,3.305431525879933,3.305431525879933
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,1000,42,51,50,4.0,0.1,4.0616797865414735,4.0
sub-cp020_ses-20210604_level-01B_run-001,sub-cp020,2,1000,42,51,50,1.0,0.1,0.8501949432010574,1.0
sub-cp020_ses-20210604_level-01B_run-007,sub-cp020,2,1000,42,51,50,1.0,0.1,1.521776562904162,1.521776562904162
sub-cp020_ses-20210604_level-01B_run-012,sub-cp020,2,1000,42,51,50,1.0,0.1,1.3657670553947003,1.3657670553947003
sub-cp020_ses-20210604_level-02B_run-003,sub-cp020,2,1000,42,51,50,2.0,0.1,1.9496662258389048,1.9496662258389048
sub-cp020_ses-20210604_level-02B_run-008,sub-cp020,2,1000,42,51,50,2.0,0.1,2.065817391392001,2.065817391392001
sub-cp020_ses-20210604_level-02B_run-010,sub-cp020,2,1000,42,51,50,2.0,0.1,1.606114385424276,1.606114385424276
sub-cp020_ses-20210604_level-03B_run-002,sub-cp020,2,1000,42,51,50,3.0,0.1,3.4329587877882397,3.4329587877882397
sub-cp020_ses-20210604_level-03B_run-005,sub-cp020,2,1000,42,51,50,3.0,0.1,3.3400246171973573,3.3400246171973573
sub-cp020_ses-20210604_level-03B_run-011,sub-cp020,2,1000,42,51,50,3.0,0.1,3.582171933394333,3.582171933394333
sub-cp020_ses-20210604_level-04B_run-004,sub-cp020,2,1000,42,51,50,4.0,0.1,3.680163487777934,3.680163487777934
sub-cp020_ses-20210604_level-04B_run-006,sub-cp020,2,1000,42,51,50,4.0,0.1,3.5634279699266425,3.5634279699266425
sub-cp020_ses-20210604_level-04B_run-009,sub-cp020,2,1000,42,51,50,4.0,0.1,3.445486669757896,3.445486669757896
sub-cp026_ses-20210716_level-01B_run-001,sub-cp026,2,1000,42,51,50,1.0,0.1,0.871600466912807,1.0
sub-cp026_ses-20210716_level-01B_run-007,sub-cp026,2,1000,42,51,50,1.0,0.1,1.2407946772608631,1.2407946772608631
sub-cp026_ses-20210716_level-01B_run-012,sub-cp026,2,1000,42,51,50,1.0,0.1,0.8466991719032979,1.0
sub-cp026_ses-20210716_level-02B_run-003,sub-cp026,2,1000,42,51,50,2.0,0.1,1.7352714601148846,1.7352714601148846
sub-cp026_ses-20210716_level-02B_run-008,sub-cp026,2,1000,42,51,50,2.0,0.1,1.1071706000815742,1.1071706000815742
sub-cp026_ses-20210716_level-02B_run-010,sub-cp026,2,1000,42,51,50,2.0,0.1,1.9027264860272168,1.9027264860272168
sub-cp026_ses-20210716_level-03B_run-002,sub-cp026,2,1000,42,51,50,3.0,0.1,2.817123730582728,2.817123730582728
sub-cp026_ses-20210716_level-03B_run-005,sub-cp026,2,1000,42,51,50,3.0,0.1,2.589832146553205,2.589832146553205
sub-cp026_ses-20210716_level-03B_run-011,sub-cp026,2,1000,42,51,50,3.0,0.1,2.6814916287861656,2.6814916287861656
sub-cp026_ses-20210716_level-04B_run-004,sub-cp026,2,1000,42,51,50,4.0,0.1,3.9366030782131967,3.9366030782131967
sub-cp026_ses-20210716_level-04B_run-006,sub-cp026,2,1000,42,51,50,4.0,0.1,3.849653747055311,3.849653747055311
sub-cp026_ses-20210716_level-04B_run-009,sub-cp026,2,1000,42,51,50,4.0,0.1,3.926701794443753,3.926701794443753
sub-cp031_ses-20211216_level-01B_run-001,sub-cp031,2,1000,42,51,50,1.0,0.1,1.3187252557078386,1.3187252557078386
sub-cp031_ses-20211216_level-01B_run-007,sub-cp031,2,1000,42,51,50,1.0,0.1,1.636557461529509,1.636557461529509
sub-cp031_ses-20211216_level-02B_run-003,sub-cp031,2,1000,42,51,50,2.0,0.1,1.7547051724849194,1.7547051724849194
sub-cp031_ses-20211216_level-02B_run-008,sub-cp031,2,1000,42,51,50,2.0,0.1,2.1013550189475,2.1013550189475
sub-cp031_ses-20211216_level-02B_run-010,sub-cp031,2,1000,42,51,50,2.0,0.1,1.8296131692383844,1.8296131692383844
sub-cp031_ses-20211216_level-02B_run-012,sub-cp031,2,1000,42,51,50,2.0,0.1,1.1712525944105383,1.1712525944105383
sub-cp031_ses-20211216_level-03B_run-002,sub-cp031,2,1000,42,51,50,3.0,0.1,3.356400912898127,3.356400912898127
sub-cp031_ses-20211216_level-03B_run-005,sub-cp031,2,1000,42,51,50,3.0,0.1,3.434044822261145,3.434044822261145
sub-cp031_ses-20211216_level-03B_run-011,sub-cp031,2,1000,42,51,50,3.0,0.1,2.9830477706919183,2.9830477706919183
sub-cp031_ses-20211216_level-04B_run-004,sub-cp031,2,1000,42,51,50,4.0,0.1,4.178081075570444,4.0
sub-cp031_ses-20211216_level-04B_run-006,sub-cp031,2,1000,42,51,50,4.0,0.1,3.9060075007557993,3.9060075007557993
sub-cp031_ses-20211216_level-04B_run-009,sub-cp031,2,1000,42,51,50,4.0,0.1,4.105202317768113,4.0
sub-cp038_ses-20220112_level-01B_run-001,sub-cp038,2,1000,42,51,50,1.0,0.1,1.498485974118335,1.498485974118335
sub-cp038_ses-20220112_level-01B_run-007,sub-cp038,2,1000,42,51,50,1.0,0.1,1.2348273785093151,1.2348273785093151
sub-cp038_ses-20220112_level-01B_run-012,sub-cp038,2,1000,42,51,50,1.0,0.1,1.7797532995423506,1.7797532995423506
sub-cp038_ses-20220112_level-02B_run-003,sub-cp038,2,1000,42,51,50,2.0,0.1,0.948085139372389,1.0
sub-cp038_ses-20220112_level-02B_run-008,sub-cp038,2,1000,42,51,50,2.0,0.1,1.7120491298302143,1.7120491298302143
sub-cp038_ses-20220112_level-02B_run-010,sub-cp038,2,1000,42,51,50,2.0,0.1,1.5496940873782492,1.5496940873782492
sub-cp038_ses-20220112_level-03B_run-002,sub-cp038,2,1000,42,51,50,3.0,0.1,2.238168468433224,2.238168468433224
sub-cp038_ses-20220112_level-03B_run-005,sub-cp038,2,1000,42,51,50,3.0,0.1,2.091505335699453,2.091505335699453
sub-cp038_ses-20220112_level-03B_run-011,sub-cp038,2,1000,42,51,50,3.0,0.1,3.5227159788799822,3.5227159788799822
sub-cp038_ses-20220112_level-04B_run-004,sub-cp038,2,1000,42,51,50,4.0,0.1,3.4979415609317046,3.4979415609317046
sub-cp038_ses-20220112_level-04B_run-006,sub-cp038,2,1000,42,51,50,4.0,0.1,4.385249082616298,4.0
sub-cp038_ses-20220112_level-04B_run-009,sub-cp038,2,1000,42,51,50,4.0,0.1,3.5449277663655447,3.5449277663655447
sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,1000,42,51,50,1.0,0.1,1.8340836413336208,1.8340836413336208
sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,1000,42,51,50,1.0,0.1,1.39437150719898,1.39437150719898
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,1000,42,51,50,1.0,0.1,1.4014191041623285,1.4014191041623285
sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,1000,42,51,50,2.0,0.1,1.786106049118347,1.786106049118347
sub-cp008_ses-20210503_level-02B_run-008,sub-cp008,3,1000,42,51,50,2.0,0.1,1.9906717167442265,1.9906717167442265
sub-cp008_ses-20210503_level-02B_run-010,sub-cp008,3,1000,42,51,50,2.0,0.1,1.344152225151758,1.344152225151758
sub-cp008_ses-20210503_level-03B_run-002,sub-cp008,3,1000,42,51,50,3.0,0.1,3.025472486849249,3.025472486849249
sub-cp008_ses-20210503_level-03B_run-005,sub-cp008,3,1000,42,51,50,3.0,0.1,3.441826006757913,3.441826006757913
sub-cp008_ses-20210503_level-03B_run-011,sub-cp008,3,1000,42,51,50,3.0,0.1,2.960362412402785,2.960362412402785
sub-cp008_ses-20210503_level-04B_run-004,sub-cp008,3,1000,42,51,50,4.0,0.1,3.994231784055,3.994231784055
sub-cp008_ses-20210503_level-04B_run-006,sub-cp008,3,1000,42,51,50,4.0,0.1,3.846755619501442,3.846755619501442
sub-cp008_ses-20210503_level-04B_run-009,sub-cp008,3,1000,42,51,50,4.0,0.1,4.179088365527655,4.0
sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,1000,42,51,50,1.0,0.1,1.0149417138548038,1.0149417138548038
sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,1000,42,51,50,1.0,0.1,1.210903890789573,1.210903890789573
sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,1000,42,51,50,1.0,0.1,0.9005209841770421,1.0
sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,1000,42,51,50,2.0,0.1,1.3379766563549869,1.3379766563549869
sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,1000,42,51,50,2.0,0.1,1.9612752084645328,1.9612752084645328
sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,1000,42,51,50,2.0,0.1,1.7571324289465389,1.7571324289465389
sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,1000,42,51,50,3.0,0.1,2.9737086635541665,2.9737086635541665
sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,1000,42,51,50,3.0,0.1,3.4320866046338088,3.4320866046338088
sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,1000,42,51,50,3.0,0.1,2.9065024034219253,2.9065024034219253
sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,1000,42,51,50,4.0,0.1,3.3848221331381247,3.3848221331381247
sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,1000,42,51,50,4.0,0.1,3.6043087839212617,3.6043087839212617
sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,1000,42,51,50,4.0,0.1,3.565501634320178,3.565501634320178
sub-cp019_ses-20210625_level-01B_run-001,sub-cp019,3,1000,42,51,50,1.0,0.1,1.3132930477466376,1.3132930477466376
sub-cp019_ses-20210625_level-01B_run-007,sub-cp019,3,1000,42,51,50,1.0,0.1,1.327657492974908,1.327657492974908
sub-cp019_ses-20210625_level-01B_run-012,sub-cp019,3,1000,42,51,50,1.0,0.1,1.580279397520377,1.580279397520377
sub-cp019_ses-20210625_level-02B_run-003,sub-cp019,3,1000,42,51,50,2.0,0.1,1.0858278783297062,1.0858278783297062
sub-cp019_ses-20210625_level-02B_run-008,sub-cp019,3,1000,42,51,50,2.0,0.1,1.7921456152530213,1.7921456152530213
sub-cp019_ses-20210625_level-02B_run-010,sub-cp019,3,1000,42,51,50,2.0,0.1,1.7614904920108383,1.7614904920108383
sub-cp019_ses-20210625_level-03B_run-002,sub-cp019,3,1000,42,51,50,3.0,0.1,2.7801019220151133,2.7801019220151133
sub-cp019_ses-20210625_level-03B_run-005,sub-cp019,3,1000,42,51,50,3.0,0.1,2.824657882383781,2.824657882383781
sub-cp019_ses-20210625_level-03B_run-011,sub-cp019,3,1000,42,51,50,3.0,0.1,2.965345422991713,2.965345422991713
sub-cp019_ses-20210625_level-04B_run-004,sub-cp019,3,1000,42,51,50,4.0,0.1,4.281994240354246,4.0
sub-cp019_ses-20210625_level-04B_run-006,sub-cp019,3,1000,42,51,50,4.0,0.1,4.5153315439236135,4.0
sub-cp019_ses-20210625_level-04B_run-009,sub-cp019,3,1000,42,51,50,4.0,0.1,4.1704105468842165,4.0
sub-cp023_ses-20210628_level-01B_run-001,sub-cp023,3,1000,42,51,50,1.0,0.1,1.0466680474641186,1.0466680474641186
sub-cp023_ses-20210628_level-01B_run-007,sub-cp023,3,1000,42,51,50,1.0,0.1,1.283273392783078,1.283273392783078
sub-cp023_ses-20210628_level-01B_run-012,sub-cp023,3,1000,42,51,50,1.0,0.1,2.067450172583604,2.067450172583604
sub-cp023_ses-20210628_level-02B_run-003,sub-cp023,3,1000,42,51,50,2.0,0.1,2.142361367628143,2.142361367628143
sub-cp023_ses-20210628_level-02B_run-008,sub-cp023,3,1000,42,51,50,2.0,0.1,2.0477515165930744,2.0477515165930744
sub-cp023_ses-20210628_level-02B_run-010,sub-cp023,3,1000,42,51,50,2.0,0.1,2.802511156858451,2.802511156858451
sub-cp023_ses-20210628_level-03B_run-002,sub-cp023,3,1000,42,51,50,3.0,0.1,2.393235816546257,2.393235816546257
