run_key,subject_id,outer_fold,dimension,seed,true_class,predicted_class,target_score,similarity_probability_0,similarity_probability_1,similarity_probability_2,similarity_probability_3,similarity_margin,similarity_prediction_raw,similarity_prediction_bounded,similarity_rounded_class,ridge_rounded_class,classification_similarity_agreement,classification_ridge_agreement,classification_similarity_absolute_difference,classification_ridge_absolute_difference,similarity_distance_to_nearest_integer,ridge_distance_to_nearest_integer,classification_margin_minus_similarity_integer_distance,classification_margin_minus_ridge_integer_distance
sub-cp011_ses-20210408_level-04B_run-006,sub-cp011,1,1000,42,3,3,4.0,0.08050574897102653,0.0817499233992253,0.1788579915119098,0.6588863361178384,0.06519794464111328,3.41612491477656,3.41612491477656,2,3,0,1,0.5838750852234398,0.0,0.4161249147765602,0.0,-0.35092697013544694,0.06519794464111328
sub-cp011_ses-20210408_level-04B_run-009,sub-cp011,1,1000,42,3,3,4.0,0.13480066989336947,0.09889576333034578,0.1683822906607883,0.5979212761154964,0.06336110830307007,3.2294241729984114,3.2294241729984114,2,2,0,0,0.7705758270015886,0.8096239580747233,0.22942417299841145,0.19037604192527668,-0.16606306469534138,-0.12701493362220662
sub-cp016_ses-20210528_level-01B_run-001,sub-cp016,1,1000,42,0,0,1.0,0.488648894173601,0.3255756133611239,0.1482698552743841,0.03750563719089094,0.02030247449874878,1.734632235482565,1.734632235482565,1,0,0,1,0.734632235482565,0.0,0.26536776451743505,0.0,-0.24506529001868627,0.02030247449874878
sub-cp016_ses-20210528_level-01B_run-007,sub-cp016,1,1000,42,0,0,1.0,0.45964057726203655,0.2972462237145832,0.18992505400632234,0.0531881450170578,0.02179419994354248,1.8366607667784014,1.8366607667784014,1,0,0,1,0.8366607667784014,0.06608003889957859,0.1633392332215986,0.06608003889957859,-0.14154503327805612,-0.044285838956036105
sub-cp016_ses-20210528_level-01B_run-012,sub-cp016,1,1000,42,0,0,1.0,0.4943404511941926,0.2747721672311987,0.17569341971467625,0.05519396185993253,0.02936410903930642,1.791740892240349,1.791740892240349,1,0,0,1,0.791740892240349,0.0,0.20825910775965095,0.0,-0.17889499872034453,0.02936410903930642
sub-cp016_ses-20210528_level-02B_run-003,sub-cp016,1,1000,42,1,1,2.0,0.3565204490912262,0.3915423474581668,0.21903460349098047,0.03290259995962658,0.004685103893280029,1.9283193543190076,1.9283193543190076,1,0,1,0,0.07168064568099242,0.5004061518345737,0.07168064568099242,0.4995938481654263,-0.06699554178771239,-0.49490874427214626
sub-cp016_ses-20210528_level-02B_run-008,sub-cp016,1,1000,42,1,1,2.0,0.325390926250658,0.4418807016820735,0.20670135668361272,0.026027015383655826,0.015300631523132213,1.9333644612002665,1.9333644612002665,1,1,1,1,0.0666355387997335,0.12126660394274391,0.0666355387997335,0.12126660394274391,-0.05133490727660128,-0.1059659724196117
sub-cp016_ses-20210528_level-02B_run-010,sub-cp016,1,1000,42,1,1,2.0,0.29062666091968203,0.44117695360616427,0.23634665131816665,0.03184973415598707,0.020870327949524037,2.009419458710459,2.009419458710459,1,1,1,1,0.009419458710458795,0.07315139135097604,0.009419458710458795,0.07315139135097604,0.011450869239065242,-0.052281063401452
sub-cp016_ses-20210528_level-03B_run-002,sub-cp016,1,1000,42,2,2,3.0,0.20076846830427622,0.35554775090454166,0.3866098354973539,0.0570739452938282,0.004187822341918945,2.2999892577807337,2.2999892577807337,1,2,0,1,0.7000107422192663,0.09529454045542707,0.2999892577807337,0.09529454045542707,-0.29580143543881476,-0.09110671811350812
sub-cp016_ses-20210528_level-03B_run-005,sub-cp016,1,1000,42,2,1,3.0,0.2074725431518046,0.3679861185711454,0.36754376296161556,0.05699757531543445,6.014108657836914e-05,2.27406637044068,2.27406637044068,1,2,1,0,0.27406637044067983,1.169042957134053,0.27406637044067983,0.16904295713405304,-0.27400622935410146,-0.16898281604747467
sub-cp016_ses-20210528_level-03B_run-011,sub-cp016,1,1000,42,2,1,3.0,0.2134642499013182,0.38060495707240954,0.3505953604065133,0.055335432619758956,0.004106462001800537,2.247801975744713,2.247801975744713,1,2,1,0,0.24780197574471297,0.8858340318858389,0.24780197574471297,0.11416596811416113,-0.24369551374291243,-0.1100595061123606
sub-cp016_ses-20210528_level-04B_run-004,sub-cp016,1,1000,42,3,3,4.0,0.1514972753215817,0.1325618938210715,0.24648392667292995,0.4694569041844168,0.03221398591995239,3.033900459720182,3.033900459720182,2,3,0,1,0.966099540279818,0.0,0.033900459720181964,0.0,-0.001686473800229571,0.03221398591995239
sub-cp016_ses-20210528_level-04B_run-006,sub-cp016,1,1000,42,3,3,4.0,0.12603938072443743,0.1035752526144624,0.20612257286035443,0.5642627938007457,0.05035245418548584,3.2086087797374088,3.2086087797374088,2,3,0,1,0.7913912202625912,0.0,0.20860877973740877,0.0,-0.15825632555192293,0.05035245418548584
sub-cp016_ses-20210528_level-04B_run-009,sub-cp016,1,1000,42,3,3,4.0,0.18767886050937305,0.14510563251271275,0.2746074273941859,0.3926080795837284,0.01787346601486206,2.87214472605227,2.87214472605227,2,3,0,1,1.12785527394773,0.39698831257368417,0.1278552739477301,0.39698831257368417,-0.10998180793286805,-0.3791148465588221
sub-cp027_ses-20210722_level-01B_run-001,sub-cp027,1,1000,42,0,1,1.0,0.3601644117929071,0.4027772616736133,0.19882761972665042,0.03823070680682914,0.005591154098510742,1.9151246215474016,1.9151246215474016,1,0,1,0,0.0848753784525984,1.0,0.0848753784525984,0.0,-0.07928422435408766,0.005591154098510742
sub-cp027_ses-20210722_level-01B_run-007,sub-cp027,1,1000,42,0,1,1.0,0.38380788839879637,0.41250153009653584,0.1735578650567061,0.030132716447961554,0.003604888916015514,1.8500154095538326,1.8500154095538326,1,0,1,0,0.1499845904461674,1.0,0.1499845904461674,0.0,-0.1463797015301519,0.003604888916015514
sub-cp027_ses-20210722_level-01B_run-012,sub-cp027,1,1000,42,0,0,1.0,0.41394990078718075,0.36920223900998134,0.1783757940533159,0.038472066149521915,0.005720019340515026,1.8413700255651788,1.8413700255651788,1,0,0,1,0.8413700255651788,0.31259050847300895,0.15862997443482119,0.31259050847300895,-0.15290995509430616,-0.30687048913249393
sub-cp027_ses-20210722_level-02B_run-003,sub-cp027,1,1000,42,1,1,2.0,0.26532474858523236,0.46658894893517294,0.2323192441560881,0.035767058323506615,0.028224706649780384,2.038528612217869,2.038528612217869,1,1,1,1,0.038528612217869185,0.16432714462473275,0.038528612217869185,0.16432714462473275,-0.0103039055680888,-0.13610243797495236
sub-cp027_ses-20210722_level-02B_run-008,sub-cp027,1,1000,42,1,1,2.0,0.22804978463519446,0.42251160941605376,0.31036782278990915,0.039070783158842756,0.015422940254211426,2.1604596044724,2.1604596044724,1,1,1,1,0.16045960447240004,0.2203183233775765,0.16045960447240004,0.2203183233775765,-0.14503666421818862,-0.20489538312336508
sub-cp027_ses-20210722_level-02B_run-010,sub-cp027,1,1000,42,1,1,2.0,0.2871433121008466,0.4471579538011626,0.22794845622091292,0.03775027787707799,0.022146522998809814,2.0163056998742226,2.0163056998742226,1,1,1,1,0.01630569987422259,0.03671130321535898,0.01630569987422259,0.03671130321535898,0.005840823124587224,-0.014564780216549167
sub-cp027_ses-20210722_level-03B_run-002,sub-cp027,1,1000,42,2,2,3.0,0.19780871116020202,0.3585088513243935,0.369970109735816,0.07371232777958847,0.0015734434127807617,2.319586054134791,2.319586054134791,1,2,0,1,0.680413945865209,0.019484057523296183,0.319586054134791,0.019484057523296183,-0.31801261072201026,-0.01791061411051542
sub-cp027_ses-20210722_level-03B_run-005,sub-cp027,1,1000,42,2,1,3.0,0.22444013404280286,0.3844848996742839,0.3392078912828044,0.051867075000108884,0.0062645673751831055,2.2185019072402192,2.2185019072402192,1,1,1,1,0.21850190724021923,0.21448651372145777,0.21850190724021923,0.21448651372145777,-0.21223733986503612,-0.20822194634627467
sub-cp027_ses-20210722_level-03B_run-011,sub-cp027,1,1000,42,2,1,3.0,0.21105228083703292,0.36942614787057293,0.35782345247333075,0.06169811881906324,0.0015955567359924316,2.270167409274424,2.270167409274424,1,2,1,0,0.27016740927442395,1.0097070025510342,0.27016740927442395,0.009707002551034183,-0.2685718525384315,-0.008111445815041751
sub-cp027_ses-20210722_level-04B_run-004,sub-cp027,1,1000,42,3,3,4.0,0.11800670989741383,0.1254361555253145,0.25114281029667046,0.5054143242806013,0.03496783971786488,3.1439647489604594,3.1439647489604594,2,3,0,1,0.8560352510395406,0.0,0.1439647489604594,0.0,-0.10899690924259453,0.03496783971786488
sub-cp027_ses-20210722_level-04B_run-006,sub-cp027,1,1000,42,3,2,4.0,0.171506355229776,0.19013719582198366,0.33767877028848725,0.3006776786597532,0.005802810192108154,2.7675277723782177,2.7675277723782177,2,3,1,0,0.23247222762178232,0.7237447967869528,0.23247222762178232,0.2762552032130472,-0.22666941742967417,-0.27045239302093904
sub-cp027_ses-20210722_level-04B_run-009,sub-cp027,1,1000,42,3,3,4.0,0.1434027892522434,0.14893729847110118,0.2995835782878996,0.40807633398875576,0.01545304059982322,2.9723334570131676,2.9723334570131676,2,3,0,1,1.0276665429868324,0.0,0.027666542986832354,0.0,-0.012213502387009134,0.01545304059982322
sub-cp033_ses-20211215_level-01B_run-001,sub-cp033,1,1000,42,0,1,1.0,0.27930545311076543,0.43408522831895574,0.24557950914920876,0.04102980942106996,0.02204674482345559,2.048333674880583,2.048333674880583,1,1,1,1,0.04833367488058293,0.09015632821866792,0.04833367488058293,0.09015632821866792,-0.026286930057127345,-0.06810958339521234
sub-cp033_ses-20211215_level-01B_run-007,sub-cp033,1,1000,42,0,0,1.0,0.3634522490477097,0.26097663269533117,0.24114535460255804,0.13442576365440115,0.01656085252761852,2.146544632863651,2.146544632863651,1,1,0,0,1.1465446328636508,0.6632614248306408,0.14654463286365083,0.33673857516935923,-0.1299837803360323,-0.3201777226417407
sub-cp033_ses-20211215_level-01B_run-012,sub-cp033,1,1000,42,0,0,1.0,0.38890989999008757,0.24394057792983606,0.19904192235007515,0.16810759973000122,0.02332115173339855,2.14634722181999,2.14634722181999,1,1,0,0,1.14634722181999,0.6981490500941661,0.14634722181998994,0.30185094990583394,-0.12302607008659139,-0.2785297981724354
sub-cp033_ses-20211215_level-02B_run-003,sub-cp033,1,1000,42,1,2,2.0,0.2575249655621426,0.22966974195334422,0.34138052459432844,0.1714247678901847,0.01409405469894398,2.4267050948125553,2.4267050948125553,1,2,0,1,0.5732949051874447,0.4681094141720852,0.42670509481255525,0.4681094141720852,-0.41261104011361127,-0.4540153594731412
sub-cp033_ses-20211215_level-02B_run-008,sub-cp033,1,1000,42,1,1,2.0,0.3598822366512058,0.399854943911989,0.19943924949064332,0.04082356994616168,0.005266249179840199,1.9212041527317605,1.9212041527317605,1,0,1,0,0.07879584726823952,0.9377343016208122,0.07879584726823952,0.06226569837918783,-0.07352959808839932,-0.05699944919934763
sub-cp033_ses-20211215_level-02B_run-010,sub-cp033,1,1000,42,1,0,2.0,0.4124953592021161,0.324166632549971,0.1955836012168254,0.06775440703108737,0.0120483636856078,1.9185970560768837,1.9185970560768837,1,0,0,1,0.9185970560768837,0.4677092469617139,0.08140294392311631,0.4677092469617139,-0.06935458023750851,-0.4556608832761061
sub-cp033_ses-20211215_level-03B_run-002,sub-cp033,1,1000,42,2,2,3.0,0.2544430043982576,0.24366529526262812,0.30091761306387693,0.20097408727523744,0.008387982845306396,2.4484227832160945,2.4484227832160945,1,2,0,1,0.5515772167839055,0.3397018767842832,0.4484227832160945,0.3397018767842832,-0.4400348003707881,-0.3313138939389768
sub-cp033_ses-20211215_level-03B_run-005,sub-cp033,1,1000,42,2,2,3.0,0.2399701033962914,0.25846284007002124,0.3400744497377615,0.16149260679592567,0.01372063159942638,2.423089559933321,2.423089559933321,1,1,0,0,0.5769104400666789,0.9451520274788519,0.4230895599333211,0.05484797252114815,-0.4093689283338947,-0.04112734092172177
sub-cp033_ses-20211215_level-03B_run-011,sub-cp033,1,1000,42,2,2,3.0,0.2676502196964573,0.2799573261506419,0.36380567468119496,0.08858677947170575,0.01309913396835316,2.273329013928149,2.273329013928149,1,1,0,0,0.7266709860718512,0.8391911399509464,0.2733290139281488,0.1608088600490536,-0.26022987995979563,-0.14770972608070043
sub-cp033_ses-20211215_level-04B_run-004,sub-cp033,1,1000,42,3,3,4.0,0.09883201273118064,0.09087122474918091,0.20509823496272261,0.6051985275569158,0.05410337448120117,3.3166632773453735,3.3166632773453735,2,3,0,1,0.6833367226546265,0.28306563144776,0.3166632773453735,0.28306563144776,-0.2625599028641723,-0.2289622569665588
sub-cp033_ses-20211215_level-04B_run-006,sub-cp033,1,1000,42,3,3,4.0,0.14668738644455226,0.1303200369689036,0.24956624904548141,0.4734263275410627,0.03201359510421742,3.049731517683054,3.049731517683054,2,3,0,1,0.9502684823169458,0.0,0.04973151768305417,0.0,-0.017717922578836753,0.03201359510421742
sub-cp033_ses-20211215_level-04B_run-009,sub-cp033,1,1000,42,3,3,4.0,0.13403463171340949,0.10368670022266036,0.19598273382698508,0.566295934236945,0.05305451154708862,3.1945399705874653,3.1945399705874653,2,3,0,1,0.8054600294125347,0.10786382365697911,0.1945399705874653,0.10786382365697911,-0.14148545904037668,-0.054809312109890485
sub-cp039_ses-20211219_level-01B_run-001,sub-cp039,1,1000,42,0,3,1.0,0.1151351835436967,0.10238186923936661,0.2407005172250416,0.5417824299918951,0.040565550327301025,3.209130193665135,3.209130193665135,2,2,0,0,0.7908698063348649,1.0487963280292747,0.20913019366513508,0.048796328029274694,-0.16856464333783405,-0.008230777701973668
sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,1,1000,42,0,3,1.0,0.14688322261310255,0.10096845062011163,0.18672659832958002,0.5654217284372057,0.055396318435668945,3.1706868325908886,3.1706868325908886,2,1,0,0,0.8293131674091114,1.788599899275698,0.17068683259088857,0.21140010072430204,-0.11529051415521963,-0.1560037822886331
sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,1,1000,42,0,3,1.0,0.17240475327108679,0.09841743225049031,0.1892085096375958,0.5399693048408271,0.052433133125305176,3.096742366048163,3.096742366048163,2,1,0,0,0.9032576339518368,1.9758682997512378,0.09674236604816322,0.02413170024876221,-0.044309232922858044,0.028301432876542965
sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,1,1000,42,1,3,2.0,0.1444833303884055,0.12692777364400198,0.24467211213313889,0.48391678383445363,0.034099698066711426,3.0680223494136407,3.0680223494136407,2,2,0,0,0.9319776505863593,0.8403611005831002,0.06802234941364071,0.1596388994168998,-0.03392265134692929,-0.12553920135018837
sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,1,1000,42,1,2,2.0,0.21600966814816305,0.21092251645901158,0.29009959620542847,0.28296821918739695,0.0012444853782653809,2.6400263664320596,2.6400263664320596,2,1,1,0,0.35997363356794043,0.9775997842084552,0.35997363356794043,0.02240021579154483,-0.35872914818967505,-0.02115573041327945
sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,1,1000,42,1,3,2.0,0.11590550949183893,0.10301552269332227,0.20969705197022395,0.5713819158446148,0.05011969804763794,3.2365553741676147,3.2365553741676147,2,2,0,0,0.7634446258323853,0.5953492424396236,0.23655537416761474,0.4046507575603764,-0.1864356761199768,-0.35453105951273844
sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,1,1000,42,2,3,3.0,0.09918335510187513,0.09870577197966089,0.21506700577284932,0.5870438671456147,0.05020749568939209,3.289971384962204,3.289971384962204,2,3,0,1,0.7100286150377961,0.31206219139025926,0.28997138496220387,0.31206219139025926,-0.23976388927281178,-0.26185469570086717
sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,1,1000,42,2,3,3.0,0.15631811340962123,0.10894118848144128,0.1939848281773218,0.5407558699316156,0.051259398460388184,3.119178454630932,3.119178454630932,2,1,0,0,0.8808215453690682,1.5484562624568503,0.1191784546309318,0.4515437375431497,-0.06791905617054361,-0.4002843390827615
sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,1,1000,42,2,3,3.0,0.1215011803013546,0.1098913922522937,0.23920450226829712,0.5294029251780545,0.039721548557281494,3.1765091723230516,3.1765091723230516,2,2,0,0,0.8234908276769484,1.2181721909047325,0.17650917232305163,0.2181721909047325,-0.13678762376577014,-0.178450642347451
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,1000,42,3,3,4.0,0.1648302734814595,0.11494731568754987,0.19321907833938762,0.527003332491603,0.05016911029815674,3.082395469841134,3.082395469841134,2,2,0,0,0.917604530158866,1.367914752158688,0.082395469841134,0.3679147521586881,-0.032226359542977256,-0.31774564186053134
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,1000,42,3,3,4.0,0.10243630155868666,0.08544680558843608,0.19113065908361893,0.6209862337692584,0.0589175820350647,3.3306668250634495,3.3306668250634495,2,2,0,0,0.6693331749365505,0.6854388448744961,0.33066682506344947,0.31456115512550387,-0.27174924302838477,-0.25564357309043917
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,1000,42,3,3,4.0,0.12459114771405803,0.08570959400462787,0.16819985830260215,0.621499399978712,0.06534910202026367,3.2866075105459682,3.2866075105459682,2,2,0,0,0.7133924894540318,0.960138235780859,0.2866075105459682,0.039861764219141005,-0.22125840852570455,0.025487337801122667
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,1000,42,0,0,1.0,0.3667129764810052,0.2956303519312702,0.2608865253923367,0.07677014619538791,0.010773479938507191,2.0477138413021074,2.0477138413021074,1,0,0,1,1.0477138413021074,0.36053536072467707,0.04771384130210743,0.36053536072467707,-0.03694036136360024,-0.3497618807861699
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,1000,42,0,0,1.0,0.3273606115928161,0.2243919296107676,0.24445483942708496,0.2037926193693314,0.014601588249206432,2.324679466572932,2.324679466572932,1,1,0,0,1.324679466572932,0.953005854041111,0.324679466572932,0.046994145958888955,-0.3100778783237256,-0.03239255770968252
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,1000,42,0,0,1.0,0.3670796573407644,0.22373203217293508,0.2754634511098208,0.13372485937647963,0.01435619592666626,2.1758335125220154,2.1758335125220154,1,1,0,0,1.1758335125220154,0.6441181808865273,0.1758335125220154,0.3558818191134727,-0.16147731659534914,-0.34152562318680646
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,1000,42,1,1,2.0,0.3073094346618234,0.4385063210093837,0.22213816097044523,0.03204608335834756,0.01777595281600941,1.9789208930253168,1.9789208930253168,1,1,1,1,0.02107910697468318,0.4834855546419905,0.02107910697468318,0.4834855546419905,-0.003303154158673771,-0.4657096018259811
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,1000,42,1,1,2.0,0.3225096499742107,0.41360282613288774,0.22385874939009973,0.0400287745028017,0.012438654899597168,1.981406648421492,1.981406648421492,1,1,1,1,0.018593351578507944,0.18479309288032808,0.018593351578507944,0.18479309288032808,-0.006154696678910776,-0.1723544379807309
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,1000,42,1,0,2.0,0.3626099048443451,0.3000708141423104,0.2525308402342493,0.08478844077909528,0.009465456008911022,2.059497816948095,2.059497816948095,1,0,0,1,1.0594978169480949,0.384335806771261,0.05949781694809486,0.384335806771261,-0.05003236093918384,-0.37487035076235
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,1000,42,2,2,3.0,0.16056890625652884,0.2877770038579526,0.4196741266174583,0.13197996326806039,0.018864631652832142,2.5230651468970504,2.5230651468970504,2,2,1,1,0.4769348531029496,0.01508402953525767,0.4769348531029496,0.01508402953525767,-0.45807022145011744,0.003780602117574472
