run_key,subject_id,outer_fold,dimension,seed,levels,feature_k,true_class,predicted_class,similarity_class_0,similarity_class_1,similarity_class_2,similarity_class_3
sub-cp027_ses-20210722_level-01B_run-012,sub-cp027,1,1000,42,51,50,0,0,0.9433278441429138,0.9376078248023988,0.9012352228164672,0.8245372176170349
sub-cp027_ses-20210722_level-02B_run-003,sub-cp027,1,1000,42,51,50,1,1,0.9099246859550476,0.938149392604828,0.9032825827598572,0.8097283244132996
sub-cp027_ses-20210722_level-02B_run-008,sub-cp027,1,1000,42,51,50,1,1,0.8775297403335571,0.9083623886108398,0.8929394483566284,0.7893202900886536
sub-cp027_ses-20210722_level-02B_run-010,sub-cp027,1,1000,42,51,50,1,1,0.9059449434280396,0.9280914664268494,0.8944018483161926,0.8044955134391785
sub-cp027_ses-20210722_level-03B_run-002,sub-cp027,1,1000,42,51,50,2,2,0.9002672433853149,0.9299998879432678,0.9315733313560486,0.8509107232093811
sub-cp027_ses-20210722_level-03B_run-005,sub-cp027,1,1000,42,51,50,2,1,0.8663864731788635,0.893301248550415,0.8870366811752319,0.7931402325630188
sub-cp027_ses-20210722_level-03B_run-011,sub-cp027,1,1000,42,51,50,2,1,0.8924139142036438,0.9204061627388,0.9188106060028076,0.8309212923049927
sub-cp027_ses-20210722_level-04B_run-004,sub-cp027,1,1000,42,51,50,3,3,0.862008810043335,0.8650615811347961,0.8997728228569031,0.934740662574768
sub-cp027_ses-20210722_level-04B_run-006,sub-cp027,1,1000,42,51,50,3,2,0.8827033638954163,0.8878596425056458,0.9165771007537842,0.910774290561676
sub-cp027_ses-20210722_level-04B_run-009,sub-cp027,1,1000,42,51,50,3,3,0.875805139541626,0.877698540687561,0.912641942501068,0.9280949831008912
sub-cp033_ses-20211215_level-01B_run-001,sub-cp033,1,1000,42,51,50,0,1,0.907669484615326,0.9297162294387816,0.9012352228164672,0.8117691278457642
sub-cp033_ses-20211215_level-01B_run-007,sub-cp033,1,1000,42,51,50,0,0,0.914143204689026,0.8975823521614075,0.8936308026313782,0.8644114136695862
sub-cp033_ses-20211215_level-01B_run-012,sub-cp033,1,1000,42,51,50,0,0,0.9124186635017396,0.8890975117683411,0.8789270520210266,0.8704814910888672
sub-cp033_ses-20211215_level-02B_run-003,sub-cp033,1,1000,42,51,50,1,2,0.9084123969078064,0.9026886820793152,0.9225064516067504,0.8880637884140015
sub-cp033_ses-20211215_level-02B_run-008,sub-cp033,1,1000,42,51,50,1,1,0.93226420879364,0.9375304579734802,0.902750849723816,0.8234383463859558
sub-cp033_ses-20211215_level-02B_run-010,sub-cp033,1,1000,42,51,50,1,0,0.9409134984016418,0.928865134716034,0.9036016464233398,0.8505967259407043
sub-cp033_ses-20211215_level-03B_run-002,sub-cp033,1,1000,42,51,50,2,2,0.9010100960731506,0.8988460302352905,0.909398078918457,0.8892150521278381
sub-cp033_ses-20211215_level-03B_run-005,sub-cp033,1,1000,42,51,50,2,2,0.902999997138977,0.9067118763923644,0.9204325079917908,0.8831972479820251
sub-cp033_ses-20211215_level-03B_run-011,sub-cp033,1,1000,42,51,50,2,2,0.922155737876892,0.9244035482406616,0.9375026822090148,0.8668708205223083
sub-cp033_ses-20211215_level-04B_run-004,sub-cp033,1,1000,42,51,50,3,3,0.8446571826934814,0.8404582738876343,0.88116055727005,0.9352639317512512
sub-cp033_ses-20211215_level-04B_run-006,sub-cp033,1,1000,42,51,50,3,3,0.87469083070755,0.8687753081321716,0.901261866092682,0.9332754611968994
sub-cp033_ses-20211215_level-04B_run-009,sub-cp033,1,1000,42,51,50,3,3,0.8639456033706665,0.8511093854904175,0.8829420208930969,0.9359965324401855
sub-cp039_ses-20211219_level-01B_run-001,sub-cp039,1,1000,42,51,50,0,3,0.695974588394165,0.6901047229766846,0.7328469157218933,0.7734124660491943
sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,1,1000,42,51,50,0,3,0.6785433888435364,0.6598019003868103,0.6905437707901001,0.745940089225769
sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,1,1000,42,51,50,0,3,0.6732105612754822,0.6451792120933533,0.6778607964515686,0.7302939295768738
sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,1,1000,42,51,50,1,3,0.6199352741241455,0.613457977771759,0.6462730169296265,0.6803727149963379
sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,1,1000,42,51,50,1,2,0.7426435351371765,0.7414519190788269,0.7573885917663574,0.756144106388092
sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,1,1000,42,51,50,1,3,0.6489076614379883,0.6430128812789917,0.6785520911216736,0.7286717891693115
sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,1,1000,42,51,50,2,3,0.5574005246162415,0.5571591854095459,0.5960994958877563,0.6463069915771484
sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,1,1000,42,51,50,2,3,0.6373664736747742,0.6193122267723083,0.6481608152389526,0.6994202136993408
sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,1,1000,42,51,50,2,3,0.660103976726532,0.6550824046134949,0.6939737200737,0.7336952686309814
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,1000,42,51,50,3,3,0.6233047842979431,0.6052826642990112,0.6312502026557922,0.681419312953949
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,1000,42,51,50,3,3,0.6240211129188538,0.6149537563323975,0.6552069187164307,0.7141245007514954
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,1000,42,51,50,3,3,0.6421421766281128,0.6234385371208191,0.6571479439735413,0.7224970459938049
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,1000,42,51,50,0,0,0.9285233020782472,0.91774982213974,0.9114986062049866,0.8503351211547852
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,1000,42,51,50,0,0,0.9178841710090636,0.8990007638931274,0.9032825827598572,0.8941861987113953
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,1000,42,51,50,0,0,0.9084123969078064,0.8836559057235718,0.8940562009811401,0.8579226732254028
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,1000,42,51,50,1,1,0.9036101698875428,0.9213861227035522,0.8873823881149292,0.790576159954071
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,1000,42,51,50,1,1,0.9247823357582092,0.9372209906578064,0.9065264463424684,0.8204556107521057
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,1000,42,51,50,1,0,0.9278600215911864,0.9183945655822754,0.9097703099250792,0.8552016019821167
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,1000,42,51,50,2,2,0.8667844533920288,0.8959575891494751,0.9148222208023072,0.8569808006286621
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,1000,42,51,50,2,2,0.8962079286575317,0.9217213988304138,0.931759476661682,0.8507013916969299
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,1000,42,51,50,2,2,0.8805543184280396,0.8758158683776855,0.9119240641593932,0.8846624493598938
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,1000,42,51,50,3,3,0.8100600838661194,0.8012580275535583,0.845371663570404,0.9298741221427916
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,1000,42,51,50,3,3,0.8184971213340759,0.822663426399231,0.866111159324646,0.9210306406021118
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,1000,42,51,50,3,3,0.8567025065422058,0.8575310111045837,0.8940296173095703,0.9241703748703004
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,1000,42,51,50,0,3,0.8045218586921692,0.7853292226791382,0.8044800758361816,0.8097622990608215
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,1000,42,51,50,0,0,0.8684060573577881,0.8630040287971497,0.863420307636261,0.8387953042984009
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,1000,42,51,50,0,2,0.8558308482170105,0.8585156798362732,0.8680976629257202,0.8397964835166931
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,1000,42,51,50,1,1,0.8595450520515442,0.864641010761261,0.857174813747406,0.8185091018676758
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,1000,42,51,50,1,2,0.8503126502037048,0.8471628427505493,0.853714108467102,0.8298377990722656
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,1000,42,51,50,1,1,0.8452188968658447,0.8637433052062988,0.85252445936203,0.7823100686073303
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,1000,42,51,50,2,3,0.837365984916687,0.8278893232345581,0.8429805040359497,0.8493335843086243
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,1000,42,51,50,2,2,0.8476065993309021,0.8482189178466797,0.8733968734741211,0.861716091632843
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,1000,42,51,50,2,2,0.8809812664985657,0.8994389176368713,0.9123839735984802,0.8674067854881287
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,1000,42,51,50,3,3,0.7829795479774475,0.7793623208999634,0.8058319091796875,0.8583965301513672
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,1000,42,51,50,3,3,0.8056892156600952,0.797051727771759,0.8234599232673645,0.8697779178619385
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,1000,42,51,50,3,3,0.8081299662590027,0.7897119522094727,0.8227028846740723,0.8905383348464966
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,1000,42,51,50,0,3,0.8630470037460327,0.8545553684234619,0.8827786445617676,0.9048703908920288
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,1000,42,51,50,0,3,0.8168848156929016,0.7869661450386047,0.8087518811225891,0.833578884601593
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,1000,42,51,50,0,0,0.8967931866645813,0.8720863461494446,0.8664754629135132,0.8609784245491028
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,1000,42,51,50,1,3,0.8386924862861633,0.8353875279426575,0.8582833409309387,0.8728867173194885
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,1000,42,51,50,1,3,0.783510148525238,0.7867020964622498,0.8182958960533142,0.843590259552002
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,1000,42,51,50,1,3,0.8306804299354553,0.8132097721099854,0.8368701934814453,0.8596084713935852
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,1000,42,51,50,2,3,0.8129584193229675,0.8126289248466492,0.8388438820838928,0.8514939546585083
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,1000,42,51,50,2,3,0.7578821778297424,0.7629930377006531,0.7916646599769592,0.8003832697868347
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,1000,42,51,50,2,3,0.8347129821777344,0.8312687873840332,0.8592025637626648,0.8827927112579346
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,1000,42,51,50,3,3,0.6895409226417542,0.6814634799957275,0.7120141983032227,0.7595473527908325
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,1000,42,51,50,3,3,0.8439454436302185,0.8237705826759338,0.8471711874008179,0.9047123193740844
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,1000,42,51,50,3,3,0.7825019955635071,0.759560763835907,0.7858787775039673,0.8493335843086243
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,1000,42,51,50,0,0,0.9136662483215332,0.8849705457687378,0.8558770418167114,0.8032285571098328
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,1000,42,51,50,0,0,0.9202987551689148,0.9112142324447632,0.8879426717758179,0.8434321880340576
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,1000,42,51,50,0,0,0.9118621945381165,0.8811686635017395,0.870152473449707,0.8541812300682068
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,1000,42,51,50,1,1,0.9061847925186156,0.9299068450927734,0.8980274200439453,0.8029124140739441
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,1000,42,51,50,1,1,0.9126580953598022,0.9188708066940308,0.8987303972244263,0.8434321880340576
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,1000,42,51,50,1,0,0.9156294465065002,0.9066730737686156,0.8949182033538818,0.856130838394165
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,1000,42,51,50,2,1,0.8698387145996094,0.8962706327438354,0.8955129981040955,0.8123968839645386
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,1000,42,51,50,2,2,0.8801853656768799,0.8813799023628235,0.8920522928237915,0.8495444059371948
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,1000,42,51,50,2,0,0.921413004398346,0.9100525379180908,0.9081121683120728,0.8652464151382446
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,1000,42,51,50,3,3,0.8538676500320435,0.83681321144104,0.8675839900970459,0.9314268827438354
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,1000,42,51,50,3,3,0.8357741832733154,0.8157971501350403,0.8429805040359497,0.8868499398231506
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,1000,42,51,50,3,3,0.8779038190841675,0.864218533039093,0.8915926814079285,0.9422286748886108
sub-cp020_ses-20210604_level-01B_run-001,sub-cp020,2,1000,42,51,50,0,0,0.875356912612915,0.8481661081314087,0.834923505783081,0.8402180075645447
sub-cp020_ses-20210604_level-01B_run-007,sub-cp020,2,1000,42,51,50,0,0,0.92560476064682,0.9215638041496276,0.9047595858573914,0.8527585864067078
sub-cp020_ses-20210604_level-01B_run-012,sub-cp020,2,1000,42,51,50,0,1,0.896368682384491,0.907253921031952,0.8920522928237915,0.8159272074699402
sub-cp020_ses-20210604_level-02B_run-003,sub-cp020,2,1000,42,51,50,1,1,0.8982257843017578,0.9143824577331544,0.8944585919380188,0.8227770924568176
sub-cp020_ses-20210604_level-02B_run-008,sub-cp020,2,1000,42,51,50,1,1,0.9009318351745604,0.9098412990570068,0.9028670191764832,0.8398491740226746
sub-cp020_ses-20210604_level-02B_run-010,sub-cp020,2,1000,42,51,50,1,1,0.8955197334289551,0.9232535362243652,0.9014881253242492,0.802069365978241
sub-cp020_ses-20210604_level-03B_run-002,sub-cp020,2,1000,42,51,50,2,3,0.8019219040870667,0.8068204522132874,0.8388979434967041,0.8516520261764526
sub-cp020_ses-20210604_level-03B_run-005,sub-cp020,2,1000,42,51,50,2,2,0.8793895244598389,0.9005478024482727,0.9126543402671814,0.8474367260932922
sub-cp020_ses-20210604_level-03B_run-011,sub-cp020,2,1000,42,51,50,2,2,0.8510554432868958,0.8612087368965149,0.8835086822509766,0.8673540949821472
sub-cp020_ses-20210604_level-04B_run-004,sub-cp020,2,1000,42,51,50,3,3,0.7875427007675171,0.7798903584480286,0.8154299855232239,0.8797892928123474
sub-cp020_ses-20210604_level-04B_run-006,sub-cp020,2,1000,42,51,50,3,3,0.8007546067237854,0.7803128361701965,0.8118611574172974,0.8756793141365051
sub-cp020_ses-20210604_level-04B_run-009,sub-cp020,2,1000,42,51,50,3,3,0.8176276683807373,0.7982134222984314,0.8287591338157654,0.8918029069900513
sub-cp026_ses-20210716_level-01B_run-001,sub-cp026,2,1000,42,51,50,0,0,0.9206171035766602,0.9172866940498352,0.8854823708534241,0.8085504174232483
sub-cp026_ses-20210716_level-01B_run-007,sub-cp026,2,1000,42,51,50,0,0,0.936588168144226,0.91596657037735,0.8985140919685364,0.8572373390197754
sub-cp026_ses-20210716_level-01B_run-012,sub-cp026,2,1000,42,51,50,0,0,0.9380738139152528,0.913062334060669,0.8926200866699219,0.8523370027542114
sub-cp026_ses-20210716_level-02B_run-003,sub-cp026,2,1000,42,51,50,1,0,0.9271434545516968,0.9180787205696106,0.9064899682998656,0.8669325709342957
sub-cp026_ses-20210716_level-02B_run-008,sub-cp026,2,1000,42,51,50,1,1,0.9100581407546996,0.9218278527259828,0.8872126936912537,0.7961679100990295
sub-cp026_ses-20210716_level-02B_run-010,sub-cp026,2,1000,42,51,50,1,0,0.9148335456848145,0.9108973741531372,0.8990548253059387,0.8487539887428284
sub-cp026_ses-20210716_level-03B_run-002,sub-cp026,2,1000,42,51,50,2,2,0.8940871357917786,0.9146992564201356,0.91949462890625,0.8483324646949768
sub-cp026_ses-20210716_level-03B_run-005,sub-cp026,2,1000,42,51,50,2,2,0.9107479453086852,0.91596657037735,0.920657217502594,0.8678810000419617
sub-cp026_ses-20210716_level-03B_run-011,sub-cp026,2,1000,42,51,50,2,2,0.9040623903274536,0.9072011113166808,0.9207653999328612,0.868513286113739
sub-cp026_ses-20210716_level-04B_run-004,sub-cp026,2,1000,42,51,50,3,3,0.8459616899490356,0.8287341594696045,0.857201874256134,0.9222586154937744
sub-cp026_ses-20210716_level-04B_run-006,sub-cp026,2,1000,42,51,50,3,3,0.8576879501342773,0.836971640586853,0.8616629242897034,0.9193078875541688
sub-cp026_ses-20210716_level-04B_run-009,sub-cp026,2,1000,42,51,50,3,3,0.8542390465736389,0.8360739350318909,0.8646640181541443,0.9297407865524292
sub-cp031_ses-20211216_level-01B_run-001,sub-cp031,2,1000,42,51,50,0,0,0.8896300792694092,0.8709246516227722,0.8635014295578003,0.8497024774551392
sub-cp031_ses-20211216_level-01B_run-007,sub-cp031,2,1000,42,51,50,0,0,0.9207762479782104,0.9025015234947203,0.8948100209236145,0.8487012982368469
sub-cp031_ses-20211216_level-02B_run-003,sub-cp031,2,1000,42,51,50,1,1,0.9178048968315125,0.932019054889679,0.9148172736167908,0.823198676109314
sub-cp031_ses-20211216_level-02B_run-008,sub-cp031,2,1000,42,51,50,1,1,0.9277271032333374,0.9323358535766602,0.9218738675117492,0.8499132394790649
sub-cp031_ses-20211216_level-02B_run-010,sub-cp031,2,1000,42,51,50,1,0,0.9227395057678224,0.9216694235801696,0.9103832244873048,0.8564469814300537
sub-cp031_ses-20211216_level-02B_run-012,sub-cp031,2,1000,42,51,50,1,0,0.9260292053222656,0.916811466217041,0.8917819261550903,0.8249901533126831
sub-cp031_ses-20211216_level-03B_run-002,sub-cp031,2,1000,42,51,50,2,2,0.8884627223014832,0.919398844242096,0.9296875,0.8336842656135559
sub-cp031_ses-20211216_level-03B_run-005,sub-cp031,2,1000,42,51,50,2,2,0.8822016716003418,0.8933136463165283,0.9146820902824402,0.862928032875061
sub-cp031_ses-20211216_level-03B_run-011,sub-cp031,2,1000,42,51,50,2,2,0.8829445242881775,0.9179731607437134,0.9243071675300598,0.8290473818778992
sub-cp031_ses-20211216_level-04B_run-004,sub-cp031,2,1000,42,51,50,3,3,0.8563084006309509,0.8490109443664551,0.875965416431427,0.931374192237854
sub-cp031_ses-20211216_level-04B_run-006,sub-cp031,2,1000,42,51,50,3,3,0.8620389103889465,0.8473740220069885,0.874072790145874,0.9238393306732178
sub-cp031_ses-20211216_level-04B_run-009,sub-cp031,2,1000,42,51,50,3,3,0.845378041267395,0.8339617848396301,0.8630958795547485,0.9258416295051576
sub-cp038_ses-20220112_level-01B_run-001,sub-cp038,2,1000,42,51,50,0,0,0.849516749382019,0.843149721622467,0.843061625957489,0.8103946447372437
sub-cp038_ses-20220112_level-01B_run-007,sub-cp038,2,1000,42,51,50,0,0,0.8657000064849854,0.8275724649429321,0.8179173469543457,0.820458710193634
sub-cp038_ses-20220112_level-01B_run-012,sub-cp038,2,1000,42,51,50,0,0,0.8724386096000671,0.8444170355796814,0.8371675610542297,0.8312077522277832
sub-cp038_ses-20220112_level-02B_run-003,sub-cp038,2,1000,42,51,50,1,0,0.8975359797477722,0.8802182078361511,0.864582896232605,0.8386372327804565
sub-cp038_ses-20220112_level-02B_run-008,sub-cp038,2,1000,42,51,50,1,0,0.8916994333267212,0.8607334494590759,0.8475497364997864,0.8253062963485718
sub-cp038_ses-20220112_level-02B_run-010,sub-cp038,2,1000,42,51,50,1,0,0.863418459892273,0.8256187438964844,0.8161329627037048,0.8253062963485718
sub-cp038_ses-20220112_level-03B_run-002,sub-cp038,2,1000,42,51,50,2,2,0.871324360370636,0.8788452744483948,0.8824542164802551,0.8507035970687866
sub-cp038_ses-20220112_level-03B_run-005,sub-cp038,2,1000,42,51,50,2,2,0.8285580277442932,0.8296846747398376,0.84024977684021,0.8091300129890442
sub-cp038_ses-20220112_level-03B_run-011,sub-cp038,2,1000,42,51,50,2,3,0.8511615991592407,0.8338561654090881,0.8552551865577698,0.8559200167655945
sub-cp038_ses-20220112_level-04B_run-004,sub-cp038,2,1000,42,51,50,3,3,0.8155052661895752,0.8082461953163147,0.8358157277107239,0.8717801570892334
sub-cp038_ses-20220112_level-04B_run-006,sub-cp038,2,1000,42,51,50,3,3,0.8142849206924438,0.799533486366272,0.8313816785812378,0.8849003314971924
sub-cp038_ses-20220112_level-04B_run-009,sub-cp038,2,1000,42,51,50,3,3,0.8319538831710815,0.8188598155975342,0.8450893759727478,0.8951224684715271
sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,1000,42,51,50,0,0,0.8842558860778809,0.8749270439147949,0.8642058372497559,0.8569203019142151
sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,1000,42,51,50,0,1,0.8673096299171448,0.8722476959228516,0.8521984219551086,0.7783622145652771
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,1000,42,51,50,0,1,0.8937544226646423,0.8997763395309448,0.8740942478179932,0.8013457655906677
sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,1000,42,51,50,1,1,0.8956973552703857,0.919844925403595,0.8964247107505798,0.8225246071815491
