subject_id,session_id,run_id,difficulty_level_raw,difficulty_level,run_key,target_class,target_score,outer_fold,performance_cumulative_cumulative_airspeed_error_kts,performance_cumulative_cumulative_glideslope_error_deg,performance_cumulative_cumulative_localizer_error_deg,performance_cumulative_cumulative_total_error,performance_perfmetric_airspeed_error_kts_iqr,performance_perfmetric_airspeed_error_kts_kurtosis,performance_perfmetric_airspeed_error_kts_max,performance_perfmetric_airspeed_error_kts_mean,performance_perfmetric_airspeed_error_kts_median,performance_perfmetric_airspeed_error_kts_min,performance_perfmetric_airspeed_error_kts_missing_ratio,performance_perfmetric_airspeed_error_kts_num_missing,performance_perfmetric_airspeed_error_kts_range,performance_perfmetric_airspeed_error_kts_rms,performance_perfmetric_airspeed_error_kts_skew,performance_perfmetric_airspeed_error_kts_slope,performance_perfmetric_airspeed_error_kts_std,performance_perfmetric_duration,performance_perfmetric_glideslope_error_deg_iqr,performance_perfmetric_glideslope_error_deg_kurtosis,performance_perfmetric_glideslope_error_deg_max,performance_perfmetric_glideslope_error_deg_mean,performance_perfmetric_glideslope_error_deg_median,performance_perfmetric_glideslope_error_deg_min,performance_perfmetric_glideslope_error_deg_missing_ratio,performance_perfmetric_glideslope_error_deg_num_missing,performance_perfmetric_glideslope_error_deg_range,performance_perfmetric_glideslope_error_deg_rms,performance_perfmetric_glideslope_error_deg_skew,performance_perfmetric_glideslope_error_deg_slope,performance_perfmetric_glideslope_error_deg_std,performance_perfmetric_localizer_error_deg_iqr,performance_perfmetric_localizer_error_deg_kurtosis,performance_perfmetric_localizer_error_deg_max,performance_perfmetric_localizer_error_deg_mean,performance_perfmetric_localizer_error_deg_median,performance_perfmetric_localizer_error_deg_min,performance_perfmetric_localizer_error_deg_missing_ratio,performance_perfmetric_localizer_error_deg_num_missing,performance_perfmetric_localizer_error_deg_range,performance_perfmetric_localizer_error_deg_rms,performance_perfmetric_localizer_error_deg_skew,performance_perfmetric_localizer_error_deg_slope,performance_perfmetric_localizer_error_deg_std,performance_perfmetric_sample_count,performance_perfmetric_sampling_rate_estimate,performance_perfmetric_total_error_iqr,performance_perfmetric_total_error_kurtosis,performance_perfmetric_total_error_max,performance_perfmetric_total_error_mean,performance_perfmetric_total_error_median,performance_perfmetric_total_error_min,performance_perfmetric_total_error_missing_ratio,performance_perfmetric_total_error_num_missing,performance_perfmetric_total_error_range,performance_perfmetric_total_error_rms,performance_perfmetric_total_error_skew,performance_perfmetric_total_error_slope,performance_perfmetric_total_error_std
sub-cp003,ses-20210206,run-006,level-04B,4,sub-cp003_ses-20210206_level-04B_run-006,3,4.0,4,728.5196,844.3307,588.5939,2161.4441,0.688375,-0.272127574080895,1.3381,-0.1728679012345679,-0.1517,-1.4205,0.0,0.0,2.7586000000000004,0.5080992992418029,0.0826073306608659,0.0002474510168069,0.4779223395972442,393.61325427889824,0.275875,3.826342635876337,0.9603,-0.4348398428731762,-0.45185,-1.6113,0.0,0.0,2.5716,0.5466960769579083,0.0230082423890453,-0.0025908680383954,0.3314401262162296,0.498925,0.1297258092545066,1.2618,0.0348716610549943,-0.0771999999999999,-0.6539,0.0,0.0,1.9157,0.4200891524680497,0.8418966745962201,0.0014496463058525,0.4187568125160115,1782.0,4.524746005473831,0.65805,-0.5322423649570318,2.4895,1.2129317059483726,1.1458,0.2608,0.0,0.0,2.2287,1.295075915244273,0.4061758988221276,0.003651807921543,0.4540197997712063
sub-cp003,ses-20210206,run-009,level-04B,4,sub-cp003_ses-20210206_level-04B_run-009,3,4.0,4,762.7129,1423.3916,569.6719,2755.7764,0.74925,-0.0851435635931943,1.3442,-0.1392281267685342,-0.0929,-1.8273,0.0,0.0,3.1715,0.54304140682329,-0.1678085535435702,-0.0011835304205134,0.525038575615679,394.83564756810665,0.54565,4.790992671463639,0.1191,-0.8044767402376911,-0.7158,-3.0,0.0,0.0,3.1191,0.9545011757571534,-1.7563220098868788,-0.0041804735974739,0.513847347795951,0.3528,4.578525950084105,1.9887,-0.0878159592529711,-0.1094,-1.1088,0.0,0.0,3.0975,0.478349669860185,1.3705761081583512,-0.0017164103701733,0.4703530227115837,1767.0,4.472747105985095,1.0740499999999995,1.0185845845863266,4.584,1.559580701754386,1.401,0.1833,0.0,0.0,4.4007,1.7529071028856364,0.9282166270532538,0.0059001764768419,0.8004710916507083
sub-cp004,ses-20210330,run-001,level-01B,1,sub-cp004_ses-20210330_level-01B_run-001,0,1.0,1,1043.2834,538.5233,431.9424,2013.749,0.2762,2.4314126677550547,-0.0022,-0.5722894130554032,-0.5128,-1.7725,0.0,0.0,1.7703,0.6385876777742868,-1.0966059630285905,-0.0036970818341107,0.2834133215981829,369.128967449069,0.33735,1.0731477688545308,0.5332,-0.0862826659352715,-0.0238,-1.4319,0.0,0.0,1.9651,0.4232886328343581,-1.1321936802345187,-0.0034668100118058,0.4145151638089685,0.2623999999999999,-0.2245297070338696,0.5918,-0.0465315962698848,-0.1079,-0.4582,0.0,0.0,1.05,0.2948015452015287,0.7300086299402979,-5.147252498578707e-06,0.291185975706059,1823.0,4.935944238110742,0.5868500000000001,4.624669229056554,3.1931,1.1046353263850797,1.0297,0.1837,0.0,0.0,3.0094,1.1878545177030928,1.5555898546966993,0.0071690390984151,0.4369025744655583
sub-cp004,ses-20210330,run-007,level-01B,1,sub-cp004_ses-20210330_level-01B_run-007,0,1.0,1,1047.5136,1001.7485,248.7387,2298.0008,0.67225,-0.7839454903665253,0.2702,-0.5584093732667776,-0.5272,-1.6732,0.0,0.0,1.9434,0.7030939248021794,-0.1641636939404415,-0.0025181068515095,0.4273421655085384,366.1480844020844,0.7885500000000001,1.256536651775745,1.3385,0.2516291181364393,0.346,-1.7915,0.0,0.0,3.13,0.6813774461736957,-1.0300773801683942,-0.0045355965816724,0.633388126096795,0.13755,0.4276037175387359,0.1443,-0.111751136993899,-0.0933,-0.464,0.0,0.0,0.6083000000000001,0.1810829406588885,-0.6951216739966625,-0.0002283229205924,0.1425271256484142,1803.0,4.921506015640217,0.97435,-0.3778019299294559,3.2131,1.2745435940099834,1.188,0.1026,0.0,0.0,3.1105,1.4326562070711368,0.4778619992949243,0.0072820263537744,0.6544310292534065
sub-cp004,ses-20210330,run-012,level-01B,1,sub-cp004_ses-20210330_level-01B_run-012,0,1.0,1,1055.6408,682.7398,385.7196,2124.1002,0.0917999999999999,4.449118852134432,-0.3394,-0.5339619119878604,-0.5293,-1.0005,0.0,0.0,0.6611,0.5396956231337642,-1.0888430410043897,-0.0016120463486454,0.0784803005981117,367.6693294197321,0.3061,0.7605034181485779,0.1848,-0.3061040971168437,-0.0958,-1.6784,0.0,0.0,1.8632,0.5992238096332293,-1.4806717649444852,-0.0029077758585065,0.5152705619797445,0.264,-1.4307275587341903,-0.0,-0.1951023267577137,-0.1894,-0.4094,0.0,0.0,0.4094,0.2363516948256132,-0.0161722680992151,-0.0008866662892836,0.1334399206524541,1977.0,5.374394440565898,0.4231000000000001,0.6143427474268757,2.6533,1.074404957005564,0.8519,0.5246,0.0,0.0,2.1287000000000003,1.2204777307221422,1.4079921032933267,0.0054064884964356,0.5791282459339845
sub-cp004,ses-20210330,run-003,level-02B,2,sub-cp004_ses-20210330_level-02B_run-003,1,2.0,1,777.873,1077.0283,817.9978,2672.8991,0.5882499999999999,-0.1966497609216553,1.0987,-0.1396502475247524,-0.16645,-1.158,0.0,0.0,2.2567,0.4756922646611103,0.2910622563580068,-0.0004917388093637,0.4548443212000374,396.5519830584526,0.78315,2.3897122555181145,2.5861,0.270744306930693,0.2051,-1.6231,0.0,0.0,4.2092,0.7451950251577113,0.8609587322321676,0.0060135873778961,0.694443578947221,0.637225,-0.6274599484622709,0.125,-0.3900592574257425,-0.23515,-1.2692,0.0,0.0,1.3942,0.5630013048496213,-0.8541003348578138,9.708689313079295e-05,0.4060860518829368,2020.0,5.091387980027816,0.8720749999999999,-0.2905690365246274,2.8606,1.3232193564356436,1.2184,0.0923,0.0,0.0,2.7683,1.4555985964458908,0.396990525776806,0.006077891683736,0.6066630092171713
sub-cp004,ses-20210330,run-008,level-02B,2,sub-cp004_ses-20210330_level-02B_run-008,1,2.0,1,289.6599,711.3373,242.2474,1243.2447,0.1956999999999999,0.9512201195971168,0.495,-0.0874866461222393,-0.0828,-0.6065,0.0,0.0,1.1015,0.1904759948585649,0.0630788084434891,0.0004821266281726,0.1692391862263969,385.1685203611851,0.59585,-0.5246607908566814,0.6421,-0.2164170005136106,-0.1701,-1.2103,0.0,0.0,1.8524,0.4687249241722894,-0.1992551764060448,-0.0015806068456194,0.4158792712513679,0.1277,-0.2463614850861635,0.1809,-0.088248844375963,-0.103,-0.2832,0.0,0.0,0.4641,0.1426699875470914,0.518532667164154,9.891774115982376e-05,0.1121308370022914,1947.0,5.052333971050314,0.5821999999999999,0.2099728948674863,1.9489,0.6385425269645608,0.54,0.0495,0.0,0.0,1.8994,0.7431048577693948,0.8170546379685726,0.0011973979586065,0.3801874662258271
sub-cp004,ses-20210330,run-010,level-02B,2,sub-cp004_ses-20210330_level-02B_run-010,1,2.0,1,360.8895,584.109,1004.5019,1949.5005,0.2392,0.158924572675311,0.5496,-0.0494200286123032,-0.0259,-0.6085,0.0,0.0,1.1581,0.2311858094543983,0.0449291548397212,-0.0009132111677774,0.2258957137525921,385.23400984704494,0.3390999999999999,3.5234996885724703,0.6446,-0.1447600381497377,-0.0838,-1.7054,0.0,0.0,2.35,0.4268371589800061,-1.599139078397637,-0.0018334310625389,0.4016359253028688,0.6655,0.8625278174011215,0.2533,-0.412015212207916,-0.1667,-2.2535,0.0,0.0,2.5068,0.7317989654684908,-1.2877526403133577,-0.0011377500137488,0.604936113056676,2097.0,5.440848799492561,0.7641000000000001,1.6138123831542377,3.5873,0.9296608011444922,0.5836,0.0439,0.0,0.0,3.5434,1.2445110918871851,1.629280668273074,0.0034353145521223,0.827565855696236
sub-cp004,ses-20210330,run-002,level-03B,3,sub-cp004_ses-20210330_level-03B_run-002,2,3.0,1,933.2862,917.1242,1203.5185,3053.9289,0.68485,0.1410544765377661,0.925,-0.243551782273603,-0.1865,-1.9089,0.0,0.0,2.8339,0.5858751021611773,-0.4414734155960925,-0.0003089761162752,0.5329812374388823,397.1180733293295,0.585125,1.0195524379760563,1.7147,0.2658242774566474,0.26055,-1.3744,0.0,0.0,3.0891,0.5614275325338887,-0.0299701312312664,-0.0032083656866037,0.4946273118199933,0.3885,-0.4091939407289402,0.1816,-0.5693287572254335,-0.58735,-1.1315,0.0,0.0,1.3131,0.6509028541306408,0.2747359709429764,-0.0007808760689237,0.3155744958873437,2076.0,5.225146220628456,0.7535500000000002,0.1952861218945631,3.3027,1.4710633911368016,1.43115,0.3056,0.0,0.0,2.9971,1.578897695251751,0.6196544372987759,0.003383628422486,0.5736278695644703
sub-cp004,ses-20210330,run-005,level-03B,3,sub-cp004_ses-20210330_level-03B_run-005,2,3.0,1,890.1639,1080.7455,693.7519,2664.6613,0.7108,1.0854993197790537,1.0343,-0.1976159213759213,-0.1704,-3.0,0.0,0.0,4.0343,0.5577236711457255,-0.465604880294707,-1.7744421524537113e-05,0.5216678727045289,400.12575164437294,0.63815,1.2766139878842395,1.3325,0.0063314987714987,0.1797,-2.3553,0.0,0.0,3.6878,0.7222673038639906,-1.1916360546069136,0.0001327082792891,0.7224170717807408,0.6163000000000001,-0.6231423123319262,0.6897,-0.0094783292383292,-0.0553,-0.9454,0.0,0.0,1.6351,0.40771264227789,-0.1416453978483649,-0.0003696337948562,0.4077026382622242,2035.0,5.083401884634997,0.9906,0.0364111110800351,3.4277,1.309415331695332,1.0908,0.1117,0.0,0.0,3.3160000000000003,1.500949275589249,0.9661776024629009,-0.0004845976526208,0.7338561563556357
sub-cp004,ses-20210330,run-011,level-03B,3,sub-cp004_ses-20210330_level-03B_run-011,2,3.0,1,741.7871,617.4196,417.2222,1776.4288,0.4690749999999999,3.611873902376381,0.5194,-0.2446413452914798,-0.22775,-2.8323,0.0,0.0,3.3517,0.428886766171806,-0.8007919861243568,-0.0004341107591711,0.3523494615877626,399.4372319430113,0.466725,1.817651141623572,1.2993,-0.071017130044843,-0.05915,-1.045,0.0,0.0,2.3443,0.3670093970278233,0.2599829301794464,-0.0016688479357755,0.3601536213189305,0.34595,-0.354047028149381,0.1816,-0.1349908520179372,-0.0831,-0.7235,0.0,0.0,0.9051,0.2526869292706199,-0.68462725970377,-0.0002025349505014,0.2136553868518473,2230.0,5.58035110837644,0.489125,2.45631406962044,3.1024,0.796604394618834,0.7866,0.0491,0.0,0.0,3.0533,0.8724903713963681,0.8174972994614528,0.0019004237444452,0.3559743119086912
sub-cp004,ses-20210330,run-004,level-04B,4,sub-cp004_ses-20210330_level-04B_run-004,3,4.0,1,2744.7328,1491.7012,1000.665,5237.099,0.6342750000000001,0.513370516749371,2.6818,1.653453192771084,1.685,0.0077,0.0,0.0,2.6741,1.7260710450396,-0.5707560210039172,0.0010500973095794,0.4955418454445044,333.2072149962187,1.6189749999999998,0.2010602295017798,3.0,-0.1750399999999999,-0.24615,-2.0975,0.0,0.0,5.0975,1.1005454944259254,0.3399859723962972,0.0096975691238758,1.0868638341294263,0.925,1.0945901750498068,2.9838,0.1084289156626506,-0.0966,-1.2681,0.0,0.0,4.2519,0.8048284071700947,0.8267283548347992,0.0093305302528796,0.7977313418983392,1660.0,4.978883785631193,1.2251749999999997,0.6407786155178128,6.86,3.154877771084337,3.05445,0.484,0.0,0.0,6.376,3.3744553739941967,0.5772695490019129,0.0179383870786466,1.1977309852692266
sub-cp004,ses-20210330,run-006,level-04B,4,sub-cp004_ses-20210330_level-04B_run-006,3,4.0,1,2687.5941,990.4776,736.9697,4415.0413,0.7638000000000003,-0.1632051741315527,3.0,1.6703515848353014,1.6891,0.0678,0.0,0.0,2.9322,1.7632470601869503,-0.0429846684173056,0.0041673906301604,0.5649461391128751,327.807043120265,0.8147,0.5614291296319518,1.9834,0.4168425108763207,0.4069,-1.9076,0.0,0.0,3.891,0.7752749743507577,-0.3173435698653536,0.0026234945772183,0.6538802159692402,0.8856,-0.4006721022014545,1.4516,-0.0837251709136109,-0.0715,-0.8937,0.0,0.0,2.3453,0.5562587031881763,0.348200412563373,-0.0007876584881834,0.5500926366867008,1609.0,4.905324744380374,1.1474000000000002,0.0509892135698675,5.3568,2.743966625233065,2.6514,0.4533,0.0,0.0,4.9035,2.8709429950673075,0.2444189336462134,0.0061673476590259,0.8446325971334563
sub-cp004,ses-20210330,run-009,level-04B,4,sub-cp004_ses-20210330_level-04B_run-009,3,4.0,1,2088.0133,1100.8478,1147.565,4336.426,0.5303,8.647886209036372,2.9626,1.1408400557103064,1.1391,-2.8362,0.0,0.0,5.7988,1.24144587226589,-0.8353960381328939,0.0017937820725002,0.4896993132379574,339.5061247050762,1.0443,0.1998502423964896,1.9993,0.0987079665738161,0.0492,-2.352,0.0,0.0,4.3513,0.7753533331456413,-0.3079045991064336,0.0018423820793906,0.7692588637241067,1.04805,-0.5501501503756723,1.5939,-0.08332713091922,-0.1905,-1.1815,0.0,0.0,2.7754000000000003,0.7606432337997546,0.5691941668271873,0.0029363240526691,0.7562759782942239,1795.0,5.284146203719949,1.11645,0.241788154095671,4.7596,2.415835264623955,2.5048,0.2676,0.0,0.0,4.492,2.525085955026676,-0.1371892203306669,0.0044723788159021,0.7349149241966686
