run_key,subject_id,outer_fold,target_class,class_score_0,class_score_1,class_score_2,class_score_3,predicted_class,model,source_path,source_sha256,derived_readonly_reference
sub-cp003_ses-20210206_level-04B_run-006,sub-cp003,4,3,0.37160537838935853,0.34801521301269533,0.4264431059360504,0.5929583668708801,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp003_ses-20210206_level-04B_run-009,sub-cp003,4,3,0.38102005124092103,0.3528347313404083,0.4229496717453003,0.5802040815353393,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp004_ses-20210330_level-01B_run-001,sub-cp004,1,0,0.9017184138298034,0.8780478835105896,0.8308403134346009,0.7399750471115112,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp004_ses-20210330_level-01B_run-007,sub-cp004,1,0,0.9058497309684753,0.8867736697196961,0.8478888630867004,0.8093667507171631,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp004_ses-20210330_level-01B_run-012,sub-cp004,1,0,0.9066823244094848,0.8789510607719422,0.8311880111694336,0.7379834771156311,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp004_ses-20210330_level-02B_run-003,sub-cp004,1,1,0.8634231805801391,0.8965160250663757,0.8864134430885315,0.8156245112419128,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp004_ses-20210330_level-02B_run-008,sub-cp004,1,1,0.883348548412323,0.8995346069335938,0.8459730744361877,0.735563313961029,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp004_ses-20210330_level-02B_run-010,sub-cp004,1,1,0.881662392616272,0.90904461145401,0.9012869000434875,0.785257887840271,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp004_ses-20210330_level-03B_run-002,sub-cp004,1,2,0.85488520860672,0.8763414263725281,0.9232686638832093,0.7984973192214966,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp004_ses-20210330_level-03B_run-005,sub-cp004,1,2,0.8309103488922119,0.855454957485199,0.8846736311912536,0.8180798888206482,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp004_ses-20210330_level-03B_run-011,sub-cp004,1,2,0.8644097924232483,0.8945769190788269,0.9385147333145142,0.7952975392341614,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp004_ses-20210330_level-04B_run-004,sub-cp004,1,3,0.8332882881164551,0.8220074295997619,0.8499458193778991,0.8970837950706482,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp004_ses-20210330_level-04B_run-006,sub-cp004,1,3,0.8353221774101257,0.8156711220741272,0.8458608508110046,0.9027113318443298,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp004_ses-20210330_level-04B_run-009,sub-cp004,1,3,0.8463507890701294,0.8320586562156678,0.8592209219932556,0.8974545717239379,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp005_ses-20210226_level-01B_run-001,sub-cp005,5,0,0.8831299781799317,0.8583204269409179,0.8313327908515931,0.7838603377342224,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp005_ses-20210226_level-01B_run-007,sub-cp005,5,0,0.9040654420852661,0.9127287030220032,0.8612449884414672,0.7915256142616272,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp005_ses-20210226_level-01B_run-012,sub-cp005,5,0,0.9111276626586914,0.9043785095214844,0.8468394160270691,0.781420624256134,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp005_ses-20210226_level-02B_run-003,sub-cp005,5,1,0.8075095653533936,0.8325013875961303,0.8402302026748657,0.8017289280891419,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp005_ses-20210226_level-02B_run-008,sub-cp005,5,1,0.8690503835678101,0.928396213054657,0.8963793635368347,0.7850564599037171,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp005_ses-20210226_level-02B_run-010,sub-cp005,5,1,0.8859601855278015,0.9129974365234375,0.873525071144104,0.8088015437126159,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp005_ses-20210226_level-03B_run-002,sub-cp005,5,2,0.7668355226516723,0.7783535122871399,0.7869061470031739,0.808443009853363,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp005_ses-20210226_level-03B_run-005,sub-cp005,5,2,0.8263252377510071,0.8763048052787781,0.8891433835029602,0.8080195784568787,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp005_ses-20210226_level-03B_run-011,sub-cp005,5,2,0.8516035079956055,0.8747804164886475,0.8987111330032349,0.849095618724823,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp005_ses-20210226_level-04B_run-004,sub-cp005,5,3,0.7550319552421569,0.7575232148170471,0.7905093193054199,0.8106437921524048,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp005_ses-20210226_level-04B_run-006,sub-cp005,5,3,0.8134106636047364,0.8286795735359191,0.8554544806480407,0.9198657989501953,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp005_ses-20210226_level-04B_run-009,sub-cp005,5,3,0.8230993270874023,0.8186998724937439,0.8431699633598327,0.8689489126205444,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp006_ses-20210324_level-01B_run-001,sub-cp006,4,0,0.47615025043487547,0.45953956842422483,0.3465350031852722,0.3235449314117431,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp006_ses-20210324_level-01B_run-007,sub-cp006,4,0,0.49272953867912295,0.47348967790603635,0.3778757989406586,0.28037474751472474,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp006_ses-20210324_level-01B_run-012,sub-cp006,4,0,0.4856767296791077,0.4521969258785248,0.3726682424545288,0.30726361870765684,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp006_ses-20210324_level-02B_run-003,sub-cp006,4,1,0.4073756515979767,0.4848375737667084,0.4049129247665405,0.2803537607192993,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp006_ses-20210324_level-02B_run-008,sub-cp006,4,1,0.3939950406551361,0.5463511109352112,0.41713808178901673,0.2879223406314849,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp006_ses-20210324_level-02B_run-010,sub-cp006,4,1,0.4126047968864441,0.5153955101966858,0.3866830587387085,0.29491289854049685,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp006_ses-20210324_level-03B_run-002,sub-cp006,4,2,0.3415332913398742,0.46931506395339967,0.5262526512145996,0.3197060167789459,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp006_ses-20210324_level-03B_run-005,sub-cp006,4,2,0.37134755253791807,0.4397515594959259,0.4958276987075806,0.337914764881134,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp006_ses-20210324_level-03B_run-011,sub-cp006,4,2,0.356955736875534,0.4321258425712585,0.5011590480804443,0.3322962522506714,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp006_ses-20210324_level-04B_run-004,sub-cp006,4,3,0.35942761301994325,0.3285065770149231,0.4073430895805359,0.6153513669967652,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp006_ses-20210324_level-04B_run-006,sub-cp006,4,3,0.3957891047000885,0.3463851809501648,0.4298980593681335,0.5635761141777038,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp006_ses-20210324_level-04B_run-009,sub-cp006,4,3,0.3901648879051208,0.34182574748992917,0.4295916795730591,0.5482860088348389,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,0,0.851127815246582,0.860470998287201,0.8333932757377625,0.8110901355743408,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,0,0.8627272725105286,0.8378837823867797,0.8140703201293945,0.7201545357704162,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,0,0.8982845664024353,0.8782864451408386,0.837964653968811,0.7451801657676697,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,1,0.8675614118576049,0.9105804324150085,0.8627017140388489,0.7667566180229187,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp008_ses-20210503_level-02B_run-008,sub-cp008,3,1,0.8390844345092774,0.8633602023124695,0.8317978501319885,0.7201577067375183,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp008_ses-20210503_level-02B_run-010,sub-cp008,3,1,0.8781657218933105,0.8971190214157104,0.8337423086166382,0.7412511587142945,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp008_ses-20210503_level-03B_run-002,sub-cp008,3,2,0.8626930117607117,0.8841358423233032,0.9008348226547241,0.8091850399971008,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp008_ses-20210503_level-03B_run-005,sub-cp008,3,2,0.8578642129898071,0.8944602012634277,0.9110968112945557,0.7742030620574951,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp008_ses-20210503_level-03B_run-011,sub-cp008,3,2,0.8435997366905212,0.886182713508606,0.8930612683296204,0.7599379658699036,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp008_ses-20210503_level-04B_run-004,sub-cp008,3,3,0.8223680019378662,0.8518243193626404,0.8735923886299133,0.8874129533767701,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp008_ses-20210503_level-04B_run-006,sub-cp008,3,3,0.8272058129310608,0.8524345278739929,0.8701971769332886,0.898653531074524,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp008_ses-20210503_level-04B_run-009,sub-cp008,3,3,0.8492002606391906,0.8519359111785889,0.8684231758117675,0.906263267993927,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,0,0.8228964328765869,0.8167760848999024,0.8103327274322509,0.7875134468078613,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,0,0.84948228597641,0.8501001715660095,0.8332751154899597,0.8050370216369629,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,0,0.8558335542678833,0.860103189945221,0.8413811206817627,0.8078189253807068,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,1,0.8169237971305847,0.84134441614151,0.8109814286231994,0.794376802444458,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,1,0.8360669732093811,0.8610177874565125,0.8397239446640015,0.7975006461143493,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,1,0.8180437207221984,0.8353557348251343,0.8031967282295227,0.7582663536071778,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,2,0.8228375077247619,0.8358450293540954,0.8418946981430053,0.8303801655769348,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,2,0.8475834012031556,0.8724713563919068,0.8740075945854187,0.8288657188415527,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,2,0.8408947467803956,0.8742549777030945,0.8761791110038757,0.8288733482360839,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,3,0.8046297430992126,0.8176209330558777,0.8268064260482788,0.8542703032493592,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,3,0.8081969857215882,0.8336477756500245,0.8537175178527832,0.8685239553451538,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,3,0.823084831237793,0.830868148803711,0.8391753911972046,0.8764963865280151,3,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp011_ses-20210408_level-01B_run-001,sub-cp011,1,0,0.8766314029693604,0.8610124707221984,0.8181824445724487,0.8237280368804931,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp011_ses-20210408_level-01B_run-007,sub-cp011,1,0,0.8458102107048034,0.7993707895278931,0.7460265517234802,0.7539170622825623,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp011_ses-20210408_level-01B_run-012,sub-cp011,1,0,0.8669946789741516,0.8452734351158142,0.8032472252845764,0.81721510887146,0,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp011_ses-20210408_level-02B_run-003,sub-cp011,1,1,0.686887550354004,0.7366564393043518,0.7845968842506409,0.774221932888031,2,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp011_ses-20210408_level-02B_run-008,sub-cp011,1,1,0.8606311440467834,0.8867983102798462,0.8491182565689087,0.8055478930473328,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
sub-cp011_ses-20210408_level-02B_run-010,sub-cp011,1,1,0.8704797625541687,0.9085615992546081,0.9029671549797058,0.793110704421997,1,multimodal_reference,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,True
