run_key,subject_id,outer_fold,modality,seed,modality_available,task,target_score,prediction_raw,prediction_bounded,residual_bounded
sub-cp027_ses-20210722_level-04B_run-006,sub-cp027,1,body_movement,42,True,regression,4.0,-0.13611972,1.0,3.0
sub-cp027_ses-20210722_level-04B_run-009,sub-cp027,1,body_movement,42,True,regression,4.0,3.4664283,3.4664283,0.533571720123291
sub-cp033_ses-20211215_level-01B_run-001,sub-cp033,1,body_movement,42,True,regression,1.0,1.9892269,1.9892269,-0.9892269372940063
sub-cp033_ses-20211215_level-01B_run-007,sub-cp033,1,body_movement,42,True,regression,1.0,1.1693753,1.1693753,-0.1693753004074096
sub-cp033_ses-20211215_level-01B_run-012,sub-cp033,1,body_movement,42,True,regression,1.0,1.7508459,1.7508459,-0.7508459091186523
sub-cp033_ses-20211215_level-02B_run-003,sub-cp033,1,body_movement,42,True,regression,2.0,2.9537768,2.9537768,-0.9537768363952636
sub-cp033_ses-20211215_level-02B_run-008,sub-cp033,1,body_movement,42,True,regression,2.0,1.4180357,1.4180357,0.5819642543792725
sub-cp033_ses-20211215_level-02B_run-010,sub-cp033,1,body_movement,42,True,regression,2.0,0.81724644,1.0,1.0
sub-cp033_ses-20211215_level-03B_run-002,sub-cp033,1,body_movement,42,True,regression,3.0,1.7771856,1.7771856,1.222814440727234
sub-cp033_ses-20211215_level-03B_run-005,sub-cp033,1,body_movement,42,True,regression,3.0,3.7584515,3.7584515,-0.7584514617919922
sub-cp033_ses-20211215_level-03B_run-011,sub-cp033,1,body_movement,42,True,regression,3.0,2.3122244,2.3122244,0.6877756118774414
sub-cp033_ses-20211215_level-04B_run-004,sub-cp033,1,body_movement,42,True,regression,4.0,2.2249367,2.2249367,1.7750632762908936
sub-cp033_ses-20211215_level-04B_run-006,sub-cp033,1,body_movement,42,True,regression,4.0,1.0168808,1.0168808,2.983119249343872
sub-cp033_ses-20211215_level-04B_run-009,sub-cp033,1,body_movement,42,True,regression,4.0,1.5366023,1.5366023,2.463397741317749
sub-cp039_ses-20211219_level-01B_run-001,sub-cp039,1,body_movement,42,True,regression,1.0,1.3459489,1.3459489,-0.3459489345550537
sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,1,body_movement,42,True,regression,1.0,1.9772503,1.9772503,-0.977250337600708
sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,1,body_movement,42,True,regression,1.0,2.698402,2.698402,-1.698401927947998
sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,1,body_movement,42,True,regression,2.0,1.3617439,1.3617439,0.6382560729980469
sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,1,body_movement,42,True,regression,2.0,3.078893,3.078893,-1.078892946243286
sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,1,body_movement,42,True,regression,2.0,2.4662595,2.4662595,-0.4662594795227051
sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,1,body_movement,42,True,regression,3.0,2.133071,2.133071,0.8669290542602539
sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,1,body_movement,42,True,regression,3.0,1.3103403,1.3103403,1.6896597146987915
sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,1,body_movement,42,True,regression,3.0,1.7581096,1.7581096,1.2418904304504397
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,body_movement,42,True,regression,4.0,1.3727493,1.3727493,2.6272506713867188
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,body_movement,42,True,regression,4.0,1.8140495,1.8140495,2.185950517654419
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,body_movement,42,True,regression,4.0,1.797374,1.797374,2.2026259899139404
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,body_movement,42,True,regression,1.0,1.8294709,1.8294709,-0.8294708728790283
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,body_movement,42,True,regression,1.0,1.6515089,1.6515089,-0.6515089273452759
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,body_movement,42,True,regression,1.0,1.532843,1.532843,-0.5328429937362671
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,body_movement,42,True,regression,2.0,1.8841076,1.8841076,0.1158924102783203
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,body_movement,42,True,regression,2.0,-0.3048092,1.0,1.0
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,body_movement,42,True,regression,2.0,1.5823596,1.5823596,0.4176404476165771
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,body_movement,42,True,regression,3.0,1.9678812,1.9678812,1.032118797302246
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,body_movement,42,True,regression,3.0,2.1574645,2.1574645,0.8425354957580566
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,body_movement,42,True,regression,3.0,2.0259027,2.0259027,0.9740972518920898
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,body_movement,42,True,regression,4.0,1.3962882,1.3962882,2.6037118434906006
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,body_movement,42,True,regression,4.0,3.2535658,3.2535658,0.746434211730957
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,body_movement,42,True,regression,4.0,0.8202448,1.0,3.0
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,body_movement,42,False,regression,1.0,2.5293918,2.5293918,-1.5293917655944824
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,body_movement,42,False,regression,1.0,2.5293918,2.5293918,-1.5293917655944824
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,body_movement,42,False,regression,1.0,2.5293918,2.5293918,-1.5293917655944824
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,body_movement,42,False,regression,2.0,2.5293918,2.5293918,-0.5293917655944824
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,body_movement,42,False,regression,2.0,2.5293918,2.5293918,-0.5293917655944824
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,body_movement,42,False,regression,2.0,2.5293918,2.5293918,-0.5293917655944824
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,body_movement,42,False,regression,3.0,2.5293918,2.5293918,0.4706082344055176
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,body_movement,42,False,regression,3.0,2.5293918,2.5293918,0.4706082344055176
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,body_movement,42,False,regression,3.0,2.5293918,2.5293918,0.4706082344055176
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,body_movement,42,False,regression,4.0,2.5293918,2.5293918,1.4706082344055176
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,body_movement,42,False,regression,4.0,2.5293918,2.5293918,1.4706082344055176
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,body_movement,42,False,regression,4.0,2.5293918,2.5293918,1.4706082344055176
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,body_movement,42,True,regression,1.0,1.5559865,1.5559865,-0.5559865236282349
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,body_movement,42,True,regression,1.0,0.089999795,1.0,0.0
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,body_movement,42,True,regression,1.0,0.70775527,1.0,0.0
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,body_movement,42,True,regression,2.0,2.7773144,2.7773144,-0.7773144245147705
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,body_movement,42,True,regression,2.0,0.8380407,1.0,1.0
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,body_movement,42,True,regression,2.0,1.6023524,1.6023524,0.3976476192474365
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,body_movement,42,True,regression,3.0,2.0224738,2.0224738,0.9775261878967284
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,body_movement,42,True,regression,3.0,2.2335253,2.2335253,0.766474723815918
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,body_movement,42,True,regression,3.0,1.7413363,1.7413363,1.2586636543273926
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,body_movement,42,True,regression,4.0,1.8141396,1.8141396,2.1858603954315186
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,body_movement,42,True,regression,4.0,0.40016222,1.0,3.0
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,body_movement,42,True,regression,4.0,1.3239578,1.3239578,2.6760421991348267
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,body_movement,42,True,regression,1.0,2.314586,2.314586,-1.3145859241485596
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,body_movement,42,True,regression,1.0,2.9313858,2.9313858,-1.9313857555389404
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,body_movement,42,True,regression,1.0,2.2601953,2.2601953,-1.260195255279541
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,body_movement,42,True,regression,2.0,1.6104187,1.6104187,0.3895813226699829
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,body_movement,42,True,regression,2.0,1.0482476,1.0482476,0.9517524242401124
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,body_movement,42,True,regression,2.0,1.4085822,1.4085822,0.5914177894592285
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,body_movement,42,True,regression,3.0,2.5698354,2.5698354,0.4301645755767822
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,body_movement,42,True,regression,3.0,0.19491577,1.0,2.0
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,body_movement,42,True,regression,3.0,2.095575,2.095575,0.9044249057769777
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,body_movement,42,True,regression,4.0,0.24944949,1.0,3.0
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,body_movement,42,True,regression,4.0,3.5064478,3.5064478,0.4935522079467773
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,body_movement,42,True,regression,4.0,2.7108545,2.7108545,1.2891454696655271
sub-cp020_ses-20210604_level-01B_run-001,sub-cp020,2,body_movement,42,True,regression,1.0,4.424097,4.0,-3.0
sub-cp020_ses-20210604_level-01B_run-007,sub-cp020,2,body_movement,42,True,regression,1.0,2.8319845,2.8319845,-1.831984519958496
sub-cp020_ses-20210604_level-01B_run-012,sub-cp020,2,body_movement,42,True,regression,1.0,3.0121794,3.0121794,-2.012179374694824
sub-cp020_ses-20210604_level-02B_run-003,sub-cp020,2,body_movement,42,True,regression,2.0,2.3464642,2.3464642,-0.3464641571044922
sub-cp020_ses-20210604_level-02B_run-008,sub-cp020,2,body_movement,42,True,regression,2.0,2.183529,2.183529,-0.1835289001464843
sub-cp020_ses-20210604_level-02B_run-010,sub-cp020,2,body_movement,42,True,regression,2.0,2.9406734,2.9406734,-0.9406733512878418
sub-cp020_ses-20210604_level-03B_run-002,sub-cp020,2,body_movement,42,True,regression,3.0,3.0566294,3.0566294,-0.0566294193267822
sub-cp020_ses-20210604_level-03B_run-005,sub-cp020,2,body_movement,42,True,regression,3.0,3.349602,3.349602,-0.3496019840240478
sub-cp020_ses-20210604_level-03B_run-011,sub-cp020,2,body_movement,42,True,regression,3.0,2.3803992,2.3803992,0.619600772857666
sub-cp020_ses-20210604_level-04B_run-004,sub-cp020,2,body_movement,42,True,regression,4.0,2.855347,2.855347,1.144653081893921
sub-cp020_ses-20210604_level-04B_run-006,sub-cp020,2,body_movement,42,True,regression,4.0,1.6996726,1.6996726,2.30032742023468
sub-cp020_ses-20210604_level-04B_run-009,sub-cp020,2,body_movement,42,True,regression,4.0,3.7319226,3.7319226,0.2680773735046386
sub-cp026_ses-20210716_level-01B_run-001,sub-cp026,2,body_movement,42,True,regression,1.0,2.5041099,2.5041099,-1.5041098594665527
sub-cp026_ses-20210716_level-01B_run-007,sub-cp026,2,body_movement,42,True,regression,1.0,1.7638392,1.7638392,-0.7638392448425293
sub-cp026_ses-20210716_level-01B_run-012,sub-cp026,2,body_movement,42,True,regression,1.0,0.9845733,1.0,0.0
sub-cp026_ses-20210716_level-02B_run-003,sub-cp026,2,body_movement,42,True,regression,2.0,2.6599135,2.6599135,-0.6599135398864746
sub-cp026_ses-20210716_level-02B_run-008,sub-cp026,2,body_movement,42,True,regression,2.0,1.8801289,1.8801289,0.1198711395263671
sub-cp026_ses-20210716_level-02B_run-010,sub-cp026,2,body_movement,42,True,regression,2.0,0.5321681,1.0,1.0
sub-cp026_ses-20210716_level-03B_run-002,sub-cp026,2,body_movement,42,True,regression,3.0,2.0033796,2.0033796,0.9966204166412354
sub-cp026_ses-20210716_level-03B_run-005,sub-cp026,2,body_movement,42,True,regression,3.0,1.8170148,1.8170148,1.1829851865768433
sub-cp026_ses-20210716_level-03B_run-011,sub-cp026,2,body_movement,42,True,regression,3.0,2.00244,2.00244,0.9975600242614746
sub-cp026_ses-20210716_level-04B_run-004,sub-cp026,2,body_movement,42,True,regression,4.0,2.2899709,2.2899709,1.710029125213623
sub-cp026_ses-20210716_level-04B_run-006,sub-cp026,2,body_movement,42,True,regression,4.0,2.5207434,2.5207434,1.4792566299438477
sub-cp026_ses-20210716_level-04B_run-009,sub-cp026,2,body_movement,42,True,regression,4.0,3.3716235,3.3716235,0.6283764839172363
sub-cp031_ses-20211216_level-01B_run-001,sub-cp031,2,body_movement,42,True,regression,1.0,3.5797207,3.5797207,-2.5797207355499268
sub-cp031_ses-20211216_level-01B_run-007,sub-cp031,2,body_movement,42,True,regression,1.0,3.5619364,3.5619364,-2.561936378479004
sub-cp031_ses-20211216_level-02B_run-003,sub-cp031,2,body_movement,42,True,regression,2.0,2.6640615,2.6640615,-0.6640615463256836
sub-cp031_ses-20211216_level-02B_run-008,sub-cp031,2,body_movement,42,True,regression,2.0,2.471962,2.471962,-0.4719619750976562
sub-cp031_ses-20211216_level-02B_run-010,sub-cp031,2,body_movement,42,True,regression,2.0,4.3864594,4.0,-2.0
sub-cp031_ses-20211216_level-02B_run-012,sub-cp031,2,body_movement,42,True,regression,2.0,2.520545,2.520545,-0.5205450057983398
sub-cp031_ses-20211216_level-03B_run-002,sub-cp031,2,body_movement,42,True,regression,3.0,3.5387673,3.5387673,-0.5387673377990723
sub-cp031_ses-20211216_level-03B_run-005,sub-cp031,2,body_movement,42,True,regression,3.0,3.740933,3.740933,-0.7409329414367676
sub-cp031_ses-20211216_level-03B_run-011,sub-cp031,2,body_movement,42,True,regression,3.0,4.8793936,4.0,-1.0
sub-cp031_ses-20211216_level-04B_run-004,sub-cp031,2,body_movement,42,True,regression,4.0,2.4624958,2.4624958,1.5375041961669922
sub-cp031_ses-20211216_level-04B_run-006,sub-cp031,2,body_movement,42,True,regression,4.0,2.8291228,2.8291228,1.17087721824646
sub-cp031_ses-20211216_level-04B_run-009,sub-cp031,2,body_movement,42,True,regression,4.0,3.4889934,3.4889934,0.5110065937042236
sub-cp038_ses-20220112_level-01B_run-001,sub-cp038,2,body_movement,42,True,regression,1.0,3.0934265,3.0934265,-2.093426465988159
sub-cp038_ses-20220112_level-01B_run-007,sub-cp038,2,body_movement,42,True,regression,1.0,3.7664814,3.7664814,-2.766481399536133
sub-cp038_ses-20220112_level-01B_run-012,sub-cp038,2,body_movement,42,True,regression,1.0,4.3172646,4.0,-3.0
sub-cp038_ses-20220112_level-02B_run-003,sub-cp038,2,body_movement,42,True,regression,2.0,3.9966948,3.9966948,-1.996694803237915
sub-cp038_ses-20220112_level-02B_run-008,sub-cp038,2,body_movement,42,True,regression,2.0,2.8398783,2.8398783,-0.8398783206939697
sub-cp038_ses-20220112_level-02B_run-010,sub-cp038,2,body_movement,42,True,regression,2.0,2.6141853,2.6141853,-0.6141853332519531
sub-cp038_ses-20220112_level-03B_run-002,sub-cp038,2,body_movement,42,True,regression,3.0,3.3966994,3.3966994,-0.3966994285583496
sub-cp038_ses-20220112_level-03B_run-005,sub-cp038,2,body_movement,42,True,regression,3.0,3.1074667,3.1074667,-0.1074666976928711
sub-cp038_ses-20220112_level-03B_run-011,sub-cp038,2,body_movement,42,True,regression,3.0,3.5121107,3.5121107,-0.512110710144043
sub-cp038_ses-20220112_level-04B_run-004,sub-cp038,2,body_movement,42,True,regression,4.0,3.5196257,3.5196257,0.4803743362426758
sub-cp038_ses-20220112_level-04B_run-006,sub-cp038,2,body_movement,42,True,regression,4.0,3.3742425,3.3742425,0.6257574558258057
sub-cp038_ses-20220112_level-04B_run-009,sub-cp038,2,body_movement,42,True,regression,4.0,2.594763,2.594763,1.4052369594573977
sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,body_movement,42,False,regression,1.0,2.5000215,2.5000215,-1.5000214576721191
sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,body_movement,42,True,regression,1.0,1.333659,1.333659,-0.3336590528488159
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,body_movement,42,True,regression,1.0,0.74077225,1.0,0.0
sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,body_movement,42,False,regression,2.0,2.5000215,2.5000215,-0.5000214576721191
sub-cp008_ses-20210503_level-02B_run-008,sub-cp008,3,body_movement,42,True,regression,2.0,2.0044906,2.0044906,-0.0044906139373779
sub-cp008_ses-20210503_level-02B_run-010,sub-cp008,3,body_movement,42,True,regression,2.0,2.3419046,2.3419046,-0.3419046401977539
sub-cp008_ses-20210503_level-03B_run-002,sub-cp008,3,body_movement,42,False,regression,3.0,2.5000215,2.5000215,0.4999785423278808
sub-cp008_ses-20210503_level-03B_run-005,sub-cp008,3,body_movement,42,False,regression,3.0,2.5000215,2.5000215,0.4999785423278808
sub-cp008_ses-20210503_level-03B_run-011,sub-cp008,3,body_movement,42,True,regression,3.0,2.3509138,2.3509138,0.6490862369537354
sub-cp008_ses-20210503_level-04B_run-004,sub-cp008,3,body_movement,42,False,regression,4.0,2.5000215,2.5000215,1.4999785423278809
sub-cp008_ses-20210503_level-04B_run-006,sub-cp008,3,body_movement,42,True,regression,4.0,2.537942,2.537942,1.4620580673217771
sub-cp008_ses-20210503_level-04B_run-009,sub-cp008,3,body_movement,42,True,regression,4.0,3.205513,3.205513,0.7944869995117188
sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,body_movement,42,True,regression,1.0,1.1258669,1.1258669,-0.1258668899536132
sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,body_movement,42,True,regression,1.0,1.1566461,1.1566461,-0.1566461324691772
sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,body_movement,42,True,regression,1.0,1.666503,1.666503,-0.6665029525756836
sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,body_movement,42,True,regression,2.0,2.065466,2.065466,-0.0654659271240234
sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,body_movement,42,True,regression,2.0,1.822847,1.822847,0.1771529912948608
sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,body_movement,42,True,regression,2.0,2.8736389,2.8736389,-0.8736388683319092
sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,body_movement,42,True,regression,3.0,1.9637218,1.9637218,1.036278247833252
sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,body_movement,42,True,regression,3.0,2.1225493,2.1225493,0.877450704574585
sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,body_movement,42,True,regression,3.0,3.2860715,3.2860715,-0.2860715389251709
sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,body_movement,42,True,regression,4.0,3.0886967,3.0886967,0.9113032817840576
sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,body_movement,42,True,regression,4.0,2.2152514,2.2152514,1.7847485542297363
sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,body_movement,42,True,regression,4.0,2.4228344,2.4228344,1.577165603637695
sub-cp019_ses-20210625_level-01B_run-001,sub-cp019,3,body_movement,42,True,regression,1.0,2.0066292,2.0066292,-1.006629228591919
sub-cp019_ses-20210625_level-01B_run-007,sub-cp019,3,body_movement,42,True,regression,1.0,2.4303157,2.4303157,-1.4303157329559326
sub-cp019_ses-20210625_level-01B_run-012,sub-cp019,3,body_movement,42,True,regression,1.0,1.2166586,1.2166586,-0.2166585922241211
sub-cp019_ses-20210625_level-02B_run-003,sub-cp019,3,body_movement,42,True,regression,2.0,3.7310631,3.7310631,-1.7310631275177002
sub-cp019_ses-20210625_level-02B_run-008,sub-cp019,3,body_movement,42,True,regression,2.0,2.1386833,2.1386833,-0.1386833190917968
sub-cp019_ses-20210625_level-02B_run-010,sub-cp019,3,body_movement,42,True,regression,2.0,2.5997486,2.5997486,-0.5997486114501953
sub-cp019_ses-20210625_level-03B_run-002,sub-cp019,3,body_movement,42,True,regression,3.0,1.5657026,1.5657026,1.4342974424362185
sub-cp019_ses-20210625_level-03B_run-005,sub-cp019,3,body_movement,42,True,regression,3.0,2.9462333,2.9462333,0.0537667274475097
sub-cp019_ses-20210625_level-03B_run-011,sub-cp019,3,body_movement,42,True,regression,3.0,2.6985304,2.6985304,0.3014695644378662
sub-cp019_ses-20210625_level-04B_run-004,sub-cp019,3,body_movement,42,True,regression,4.0,1.8567876,1.8567876,2.1432124376297
sub-cp019_ses-20210625_level-04B_run-006,sub-cp019,3,body_movement,42,True,regression,4.0,2.8251123,2.8251123,1.1748876571655271
