modality,run_key,subject_id,outer_fold,target_class,modality_available,class_score_0,class_score_1,class_score_2,class_score_3,predicted_class,classification_confidence,similarity_margin
body_movement,sub-cp006_ses-20210324_level-03B_run-002,sub-cp006,4,2,True,0.509965694,0.5426193859999999,0.545115956,0.537376392,2,0.545115956,0.0024965700000000313
body_movement,sub-cp006_ses-20210324_level-03B_run-005,sub-cp006,4,2,True,0.49689803999999993,0.5095610159999999,0.49731195799999994,0.47380971799999994,1,0.5095610159999999,0.01224905799999998
body_movement,sub-cp006_ses-20210324_level-03B_run-011,sub-cp006,4,2,True,0.503596988,0.538626352,0.538570714,0.539676774,3,0.539676774,0.0010504220000000508
body_movement,sub-cp006_ses-20210324_level-04B_run-004,sub-cp006,4,3,True,0.5024431500000001,0.543678922,0.542197656,0.529581706,1,0.543678922,0.001481265999999981
body_movement,sub-cp006_ses-20210324_level-04B_run-006,sub-cp006,4,3,True,0.501528626,0.519558526,0.512739908,0.472627698,1,0.519558526,0.006818617999999943
body_movement,sub-cp006_ses-20210324_level-04B_run-009,sub-cp006,4,3,True,0.4959226,0.51935265,0.507653558,0.47964440399999997,1,0.51935265,0.011699091999999967
body_movement,sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,0,False,0.995894734,0.9821323879999999,0.992207202,0.993507718,0,0.995894734,0.0023870159999999085
body_movement,sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,0,True,0.709003726,0.748055122,0.715011378,0.7078741080000001,1,0.748055122,0.033043743999999986
body_movement,sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,0,True,0.760165496,0.762355242,0.735374628,0.73519824,1,0.762355242,0.0021897459999999924
body_movement,sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,1,False,0.995894734,0.9821323879999999,0.992207202,0.993507718,0,0.995894734,0.0023870159999999085
body_movement,sub-cp008_ses-20210503_level-02B_run-008,sub-cp008,3,1,True,0.71138053,0.74971879,0.725460568,0.7194787739999999,1,0.74971879,0.02425822199999994
body_movement,sub-cp008_ses-20210503_level-02B_run-010,sub-cp008,3,1,True,0.738303126,0.762961386,0.7460197519999999,0.746902682,1,0.762961386,0.01605870399999998
body_movement,sub-cp008_ses-20210503_level-03B_run-002,sub-cp008,3,2,False,0.995894734,0.9821323879999999,0.992207202,0.993507718,0,0.995894734,0.0023870159999999085
body_movement,sub-cp008_ses-20210503_level-03B_run-005,sub-cp008,3,2,False,0.995894734,0.9821323879999999,0.992207202,0.993507718,0,0.995894734,0.0023870159999999085
body_movement,sub-cp008_ses-20210503_level-03B_run-011,sub-cp008,3,2,True,0.748917018,0.754335118,0.750759746,0.726214402,1,0.754335118,0.003575372000000021
body_movement,sub-cp008_ses-20210503_level-04B_run-004,sub-cp008,3,3,False,0.995894734,0.9821323879999999,0.992207202,0.993507718,0,0.995894734,0.0023870159999999085
body_movement,sub-cp008_ses-20210503_level-04B_run-006,sub-cp008,3,3,True,0.706191358,0.73461954,0.70030227,0.728249432,1,0.73461954,0.00637010799999993
body_movement,sub-cp008_ses-20210503_level-04B_run-009,sub-cp008,3,3,True,0.742268492,0.7730008180000001,0.7448492840000001,0.74806829,1,0.7730008180000001,0.02493252800000012
body_movement,sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,0,False,1.0000123,1.0000123,1.0000123,0.9997895880000002,0,1.0000123,0.0
body_movement,sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,0,False,1.0000123,1.0000123,1.0000123,0.9997895880000002,0,1.0000123,0.0
body_movement,sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,0,False,1.0000123,1.0000123,1.0000123,0.9997895880000002,0,1.0000123,0.0
body_movement,sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,1,False,1.0000123,1.0000123,1.0000123,0.9997895880000002,0,1.0000123,0.0
body_movement,sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,1,False,1.0000123,1.0000123,1.0000123,0.9997895880000002,0,1.0000123,0.0
body_movement,sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,1,False,1.0000123,1.0000123,1.0000123,0.9997895880000002,0,1.0000123,0.0
body_movement,sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,2,False,1.0000123,1.0000123,1.0000123,0.9997895880000002,0,1.0000123,0.0
body_movement,sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,2,False,1.0000123,1.0000123,1.0000123,0.9997895880000002,0,1.0000123,0.0
body_movement,sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,2,False,1.0000123,1.0000123,1.0000123,0.9997895880000002,0,1.0000123,0.0
body_movement,sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,3,False,1.0000123,1.0000123,1.0000123,0.9997895880000002,0,1.0000123,0.0
body_movement,sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,3,False,1.0000123,1.0000123,1.0000123,0.9997895880000002,0,1.0000123,0.0
body_movement,sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,3,False,1.0000123,1.0000123,1.0000123,0.9997895880000002,0,1.0000123,0.0
body_movement,sub-cp011_ses-20210408_level-01B_run-001,sub-cp011,1,0,True,0.872685604,0.88230752,0.885122022,0.8895826120000001,3,0.8895826120000001,0.0044605900000000975
body_movement,sub-cp011_ses-20210408_level-01B_run-007,sub-cp011,1,0,True,0.864801924,0.874030958,0.8779790719999999,0.8738782840000001,2,0.8779790719999999,0.003948113999999947
body_movement,sub-cp011_ses-20210408_level-01B_run-012,sub-cp011,1,0,True,0.8678365359999999,0.8709966140000001,0.876032734,0.884398904,3,0.884398904,0.00836616999999995
body_movement,sub-cp011_ses-20210408_level-02B_run-003,sub-cp011,1,1,True,0.86482428,0.8465440300000001,0.859295206,0.8597429999999999,0,0.86482428,0.005081280000000077
body_movement,sub-cp011_ses-20210408_level-02B_run-008,sub-cp011,1,1,True,0.864650812,0.898392048,0.8884641200000001,0.89493958,1,0.898392048,0.0034524680000000973
body_movement,sub-cp011_ses-20210408_level-02B_run-010,sub-cp011,1,1,True,0.860025848,0.897953622,0.8932592140000001,0.8971058339999999,1,0.897953622,0.0008477880000000715
body_movement,sub-cp011_ses-20210408_level-03B_run-002,sub-cp011,1,2,True,0.8581102359999999,0.8767047399999999,0.8826611,0.8850824879999999,3,0.8850824879999999,0.0024213879999999133
body_movement,sub-cp011_ses-20210408_level-03B_run-005,sub-cp011,1,2,True,0.8615758059999999,0.8700334599999999,0.872837492,0.872941116,3,0.872941116,0.00010362399999996885
body_movement,sub-cp011_ses-20210408_level-03B_run-011,sub-cp011,1,2,True,0.868989766,0.8855086460000001,0.8895380100000001,0.887670988,2,0.8895380100000001,0.001867022000000107
body_movement,sub-cp011_ses-20210408_level-04B_run-004,sub-cp011,1,3,True,0.8415402220000001,0.855894732,0.8672970879999999,0.864871352,2,0.8672970879999999,0.002425735999999956
body_movement,sub-cp011_ses-20210408_level-04B_run-006,sub-cp011,1,3,True,0.8672243439999999,0.8904119180000001,0.887805946,0.89020177,1,0.8904119180000001,0.0002101480000000766
body_movement,sub-cp011_ses-20210408_level-04B_run-009,sub-cp011,1,3,True,0.867647006,0.87782674,0.872444292,0.880304386,3,0.880304386,0.002477646
body_movement,sub-cp012_ses-20210723_level-01B_run-001,sub-cp012,4,0,True,0.50827601,0.541701862,0.526579158,0.521768898,1,0.541701862,0.015122704000000042
body_movement,sub-cp012_ses-20210723_level-01B_run-007,sub-cp012,4,0,True,0.5087396679999999,0.54610874,0.520195626,0.5235456660000001,1,0.54610874,0.022563073999999905
body_movement,sub-cp012_ses-20210723_level-01B_run-012,sub-cp012,4,0,True,0.5051436579999999,0.540327802,0.522273054,0.525142532,1,0.540327802,0.015185269999999917
body_movement,sub-cp012_ses-20210723_level-02B_run-003,sub-cp012,4,1,True,0.504070822,0.5476702660000001,0.529785042,0.528120454,1,0.5476702660000001,0.017885224000000144
body_movement,sub-cp012_ses-20210723_level-02B_run-008,sub-cp012,4,1,True,0.512737262,0.54228258,0.53306907,0.517467222,1,0.54228258,0.009213509999999925
body_movement,sub-cp012_ses-20210723_level-02B_run-010,sub-cp012,4,1,True,0.5040261939999999,0.5512889700000001,0.5408989120000001,0.5370477539999999,1,0.5512889700000001,0.010390058000000035
body_movement,sub-cp012_ses-20210723_level-03B_run-002,sub-cp012,4,2,True,0.49959331,0.547880286,0.52653805,0.5314172100000001,1,0.547880286,0.016463075999999965
body_movement,sub-cp012_ses-20210723_level-03B_run-005,sub-cp012,4,2,True,0.507998174,0.542973684,0.529082492,0.528237042,1,0.542973684,0.013891191999999997
body_movement,sub-cp012_ses-20210723_level-03B_run-011,sub-cp012,4,2,True,0.503127132,0.5453563960000001,0.536290156,0.529365208,1,0.5453563960000001,0.009066240000000114
body_movement,sub-cp012_ses-20210723_level-04B_run-004,sub-cp012,4,3,True,0.49970793,0.545745348,0.534050166,0.523204294,1,0.545745348,0.01169518199999997
body_movement,sub-cp012_ses-20210723_level-04B_run-006,sub-cp012,4,3,True,0.508674972,0.541533402,0.5312128460000001,0.520393428,1,0.541533402,0.010320555999999925
body_movement,sub-cp012_ses-20210723_level-04B_run-009,sub-cp012,4,3,True,0.505162432,0.544007236,0.527937014,0.52399403,1,0.544007236,0.016070221999999967
body_movement,sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,0,True,0.8895242939999999,0.882805562,0.886668688,0.890132152,3,0.890132152,0.0006078580000000722
body_movement,sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,0,True,0.880311442,0.8698434199999999,0.8754239220000001,0.8768054020000001,0,0.880311442,0.003506039999999877
body_movement,sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,0,True,0.859965278,0.856158436,0.851369032,0.86048893,3,0.86048893,0.0005236520000000411
body_movement,sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,1,True,0.87858192,0.868464902,0.870929776,0.88014204,3,0.88014204,0.0015601199999999427
body_movement,sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,1,True,0.845269356,0.8445216280000001,0.840263238,0.849163348,3,0.849163348,0.0038939920000000683
body_movement,sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,1,True,0.8424177199999999,0.8396639379999999,0.8411834840000001,0.849402474,3,0.849402474,0.006984754000000093
body_movement,sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,2,True,0.8629206039999999,0.8534018800000001,0.85528524,0.862694434,0,0.8629206039999999,0.0002261699999999145
body_movement,sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,2,True,0.8216023619999999,0.821720852,0.8215106320000001,0.829104722,3,0.829104722,0.007383869999999959
body_movement,sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,2,True,0.8590732259999999,0.8549100980000001,0.8586445600000001,0.8631975300000001,3,0.8631975300000001,0.00412430400000019
body_movement,sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,3,True,0.86722998,0.86393059,0.859605228,0.869581904,3,0.869581904,0.0023519240000000607
body_movement,sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,3,True,0.864130448,0.851875978,0.8546083120000001,0.8597849460000001,0,0.864130448,0.004345501999999946
body_movement,sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,3,True,0.8189879019999999,0.8116365160000001,0.8059678399999999,0.816272186,0,0.8189879019999999,0.002715715999999979
body_movement,sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,0,True,0.7450371,0.7689258800000001,0.7559436660000001,0.7483227680000001,1,0.7689258800000001,0.012982213999999992
body_movement,sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,0,True,0.7739173,0.752521908,0.7226011480000001,0.734822978,0,0.7739173,0.02139539200000007
body_movement,sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,0,True,0.715949482,0.721605136,0.68292321,0.699611268,1,0.721605136,0.00565565400000001
body_movement,sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,1,True,0.752449932,0.764750292,0.756766198,0.7433960839999999,1,0.764750292,0.007984093999999997
body_movement,sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,1,True,0.753832194,0.7570990479999999,0.7447147519999999,0.755212972,1,0.7570990479999999,0.0018860759999999033
body_movement,sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,1,True,0.747012626,0.772833958,0.7537766699999999,0.75043701,1,0.772833958,0.01905728800000006
body_movement,sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,2,True,0.7370367800000001,0.7762714340000001,0.757337866,0.74666645,1,0.7762714340000001,0.018933568000000123
body_movement,sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,2,True,0.7420436020000001,0.760366194,0.7437164,0.75278939,1,0.760366194,0.007576804000000048
body_movement,sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,2,True,0.7434047039999999,0.76339578,0.7524799200000001,0.7547025119999999,1,0.76339578,0.008693268000000032
body_movement,sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,3,True,0.740183668,0.760095882,0.75617035,0.7535354780000001,1,0.760095882,0.003925532000000009
body_movement,sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,3,True,0.7277698659999999,0.7686273399999999,0.7554288259999999,0.7467373260000001,1,0.7686273399999999,0.013198513999999939
body_movement,sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,3,True,0.7421741660000001,0.762679052,0.758667848,0.751621758,1,0.762679052,0.0040112039999999904
body_movement,sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,0,True,0.913176404,0.917289326,0.912995746,0.908016508,1,0.917289326,0.004112922000000019
body_movement,sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,0,True,0.893317584,0.9100457519999999,0.907954638,0.895483108,1,0.9100457519999999,0.0020911139999999495
body_movement,sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,0,True,0.90535669,0.91211655,0.906650014,0.8965921299999999,1,0.91211655,0.005466536000000022
body_movement,sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,1,True,0.90941102,0.9189805200000001,0.9114624580000001,0.9076169500000001,1,0.9189805200000001,0.0075180619999999365
body_movement,sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,1,True,0.911672712,0.9199038420000001,0.9123077179999999,0.90659581,1,0.9199038420000001,0.007596124000000204
body_movement,sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,1,True,0.91037742,0.9188545340000001,0.91158362,0.9030638599999999,1,0.9188545340000001,0.007270914000000017
body_movement,sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,2,True,0.910305432,0.9156660719999999,0.911210528,0.903447552,1,0.9156660719999999,0.0044555439999999225
body_movement,sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,2,True,0.89926004,0.9086857800000001,0.9049911780000001,0.8943881279999999,1,0.9086857800000001,0.003694602000000047
body_movement,sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,2,True,0.9107803499999999,0.91564037,0.9062159,0.903113772,1,0.91564037,0.004860020000000076
body_movement,sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,3,True,0.8910624500000001,0.9067009340000001,0.9031815679999999,0.88483287,1,0.9067009340000001,0.0035193660000001348
body_movement,sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,3,True,0.9079466760000001,0.9184437599999999,0.9164399480000001,0.91174078,1,0.9184437599999999,0.0020038119999998827
body_movement,sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,3,True,0.9099999459999999,0.9192198919999999,0.9125248920000001,0.904240952,1,0.9192198919999999,0.0066949999999997845
body_movement,sub-cp016_ses-20210528_level-01B_run-001,sub-cp016,1,0,True,0.8704732180000001,0.8587473360000001,0.89277043,0.869526352,2,0.89277043,0.0222972119999999
body_movement,sub-cp016_ses-20210528_level-01B_run-007,sub-cp016,1,0,True,0.8604504260000001,0.8607336,0.89316412,0.880491194,2,0.89316412,0.012672926000000029
body_movement,sub-cp016_ses-20210528_level-01B_run-012,sub-cp016,1,0,True,0.87093829,0.863719944,0.89180004,0.872639052,2,0.89180004,0.01916098799999999
body_movement,sub-cp016_ses-20210528_level-02B_run-003,sub-cp016,1,1,True,0.8670649579999999,0.866434036,0.892921954,0.873093366,2,0.892921954,0.01982858799999998
body_movement,sub-cp016_ses-20210528_level-02B_run-008,sub-cp016,1,1,True,0.861454678,0.87622763,0.904696406,0.8891907419999999,2,0.904696406,0.015505664000000086
body_movement,sub-cp016_ses-20210528_level-02B_run-010,sub-cp016,1,1,True,0.8745124219999999,0.86380857,0.8868597819999999,0.88239863,2,0.8868597819999999,0.004461151999999968
body_movement,sub-cp016_ses-20210528_level-03B_run-002,sub-cp016,1,2,True,0.85812119,0.86321566,0.89469391,0.873929474,2,0.89469391,0.020764435999999997
body_movement,sub-cp016_ses-20210528_level-03B_run-005,sub-cp016,1,2,True,0.858698008,0.8699278359999999,0.8939226680000001,0.87448335,2,0.8939226680000001,0.019439318000000094
body_movement,sub-cp016_ses-20210528_level-03B_run-011,sub-cp016,1,2,True,0.8679555000000001,0.8746134340000001,0.8998131060000001,0.8859356119999999,2,0.8998131060000001,0.013877494000000157
body_movement,sub-cp016_ses-20210528_level-04B_run-004,sub-cp016,1,3,True,0.8668299640000001,0.8623152059999999,0.893385346,0.8714295240000001,2,0.893385346,0.021955821999999903
body_movement,sub-cp016_ses-20210528_level-04B_run-006,sub-cp016,1,3,True,0.865614718,0.8604712299999999,0.892418498,0.872133032,2,0.892418498,0.02028546599999992
body_movement,sub-cp016_ses-20210528_level-04B_run-009,sub-cp016,1,3,True,0.8768574579999999,0.8739392840000001,0.8959052719999999,0.8887760200000001,2,0.8959052719999999,0.007129251999999808
body_movement,sub-cp017_ses-20210521_level-01B_run-001,sub-cp017,5,0,True,0.91187962,0.9207919920000001,0.915330748,0.90068888,1,0.9207919920000001,0.005461244000000032
body_movement,sub-cp017_ses-20210521_level-01B_run-007,sub-cp017,5,0,True,0.9086555860000001,0.9153721000000001,0.909251274,0.9032272000000001,1,0.9153721000000001,0.006120826000000079
body_movement,sub-cp017_ses-20210521_level-01B_run-012,sub-cp017,5,0,True,0.87224924,0.8704198059999999,0.8745795160000001,0.890651342,3,0.890651342,0.0160718259999999
body_movement,sub-cp017_ses-20210521_level-02B_run-003,sub-cp017,5,1,True,0.8789405159999999,0.9011016099999999,0.9038753720000001,0.905930412,3,0.905930412,0.002055039999999897
body_movement,sub-cp017_ses-20210521_level-02B_run-008,sub-cp017,5,1,True,0.81198207,0.819977752,0.8264162,0.840605268,3,0.840605268,0.014189067999999971
body_movement,sub-cp017_ses-20210521_level-02B_run-010,sub-cp017,5,1,True,0.90426395,0.904755672,0.9047584280000001,0.8922223280000001,2,0.9047584280000001,2.7560000001036755e-06
body_movement,sub-cp017_ses-20210521_level-03B_run-002,sub-cp017,5,2,True,0.8600851800000001,0.86683807,0.88195689,0.873775596,2,0.88195689,0.008181294000000006
body_movement,sub-cp017_ses-20210521_level-03B_run-005,sub-cp017,5,2,True,0.8974761179999999,0.914712872,0.913485762,0.896090208,1,0.914712872,0.0012271099999999757
body_movement,sub-cp017_ses-20210521_level-03B_run-011,sub-cp017,5,2,True,0.85623179,0.8563363900000001,0.8671236600000001,0.8714742879999999,3,0.8714742879999999,0.0043506279999998565
body_movement,sub-cp017_ses-20210521_level-04B_run-004,sub-cp017,5,3,True,0.8886289940000001,0.9083517799999999,0.899495282,0.9075110499999999,1,0.9083517799999999,0.0008407300000000673
body_movement,sub-cp017_ses-20210521_level-04B_run-006,sub-cp017,5,3,True,0.8541803699999999,0.864010268,0.8667134300000001,0.8901726059999999,3,0.8901726059999999,0.023459175999999804
body_movement,sub-cp017_ses-20210521_level-04B_run-009,sub-cp017,5,3,True,0.852153004,0.853328562,0.8620717580000001,0.8742874479999999,3,0.8742874479999999,0.01221568999999978
body_movement,sub-cp018_ses-20210709_level-01B_run-001,sub-cp018,4,0,True,0.526054076,0.547851544,0.506700408,0.481758406,1,0.547851544,0.021797468000000042
