run_key,subject_id,outer_fold,variant,dimension,seed,levels,feature_k,target_score,selected_temperature,similarity_prediction_raw,similarity_prediction_bounded
sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,1,hybrid,1000,42,51,50,1.0,0.05,2.7771222729735325,2.7771222729735325
sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,1,hybrid,1000,42,51,50,1.0,0.05,2.56425522415841,2.56425522415841
sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,1,hybrid,1000,42,51,50,2.0,0.05,2.9411639323024428,2.9411639323024428
sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,1,hybrid,1000,42,51,50,2.0,0.05,2.536281072264152,2.536281072264152
sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,1,hybrid,1000,42,51,50,2.0,0.05,3.068064944273494,3.068064944273494
sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,1,hybrid,1000,42,51,50,3.0,0.05,3.170061214065794,3.170061214065794
sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,1,hybrid,1000,42,51,50,3.0,0.05,2.869488115371404,2.869488115371404
sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,1,hybrid,1000,42,51,50,3.0,0.05,2.9637276937910757,2.9637276937910757
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,hybrid,1000,42,51,50,4.0,0.05,2.979294802978319,2.979294802978319
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,hybrid,1000,42,51,50,4.0,0.05,3.093918429915715,3.093918429915715
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,hybrid,1000,42,51,50,4.0,0.05,3.154105185449003,3.154105185449003
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,hybrid,1000,42,51,50,1.0,0.05,1.7364405429519028,1.7364405429519028
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,hybrid,1000,42,51,50,1.0,0.05,2.172811965953652,2.172811965953652
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,hybrid,1000,42,51,50,1.0,0.05,2.0055900837895644,2.0055900837895644
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,hybrid,1000,42,51,50,2.0,0.05,1.856911439330266,1.856911439330266
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,hybrid,1000,42,51,50,2.0,0.05,1.839635944348876,1.839635944348876
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,hybrid,1000,42,51,50,2.0,0.05,1.9191835160848456,1.9191835160848456
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,hybrid,1000,42,51,50,3.0,0.05,2.5725850878529557,2.5725850878529557
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,hybrid,1000,42,51,50,3.0,0.05,2.4330643347561387,2.4330643347561387
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,hybrid,1000,42,51,50,3.0,0.05,2.7419621278888737,2.7419621278888737
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,hybrid,1000,42,51,50,4.0,0.05,3.297256965333349,3.297256965333349
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,hybrid,1000,42,51,50,4.0,0.05,3.1550527695900845,3.1550527695900845
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,hybrid,1000,42,51,50,4.0,0.05,3.083644074732677,3.083644074732677
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,hybrid,1000,42,51,50,1.0,0.05,2.090784403631249,2.090784403631249
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,hybrid,1000,42,51,50,1.0,0.05,1.983244965704614,1.983244965704614
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,hybrid,1000,42,51,50,1.0,0.05,2.1088928724735405,2.1088928724735405
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,hybrid,1000,42,51,50,2.0,0.05,2.1271384503235105,2.1271384503235105
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,hybrid,1000,42,51,50,2.0,0.05,2.0204461286890925,2.0204461286890925
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,hybrid,1000,42,51,50,2.0,0.05,2.050961322127776,2.050961322127776
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,hybrid,1000,42,51,50,3.0,0.05,2.5138143886141777,2.5138143886141777
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,hybrid,1000,42,51,50,3.0,0.05,2.380537812537139,2.380537812537139
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,hybrid,1000,42,51,50,3.0,0.05,2.350350677713302,2.350350677713302
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,hybrid,1000,42,51,50,4.0,0.05,3.0485509830766606,3.0485509830766606
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,hybrid,1000,42,51,50,4.0,0.05,2.9640477628009925,2.9640477628009925
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,hybrid,1000,42,51,50,4.0,0.05,3.0472084934103174,3.0472084934103174
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,hybrid,1000,42,51,50,1.0,0.05,2.6548402298071814,2.6548402298071814
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,hybrid,1000,42,51,50,1.0,0.05,2.221865911977659,2.221865911977659
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,hybrid,1000,42,51,50,1.0,0.05,2.0380685089302677,2.0380685089302677
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,hybrid,1000,42,51,50,2.0,0.05,2.670461953402758,2.670461953402758
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,hybrid,1000,42,51,50,2.0,0.05,2.800408501825663,2.800408501825663
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,hybrid,1000,42,51,50,2.0,0.05,2.5843871924953934,2.5843871924953934
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,hybrid,1000,42,51,50,3.0,0.05,2.668097109921632,2.668097109921632
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,hybrid,1000,42,51,50,3.0,0.05,2.5810138243015746,2.5810138243015746
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,hybrid,1000,42,51,50,3.0,0.05,2.7632018349769254,2.7632018349769254
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,hybrid,1000,42,51,50,4.0,0.05,2.837266727199477,2.837266727199477
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,hybrid,1000,42,51,50,4.0,0.05,2.895454747972646,2.895454747972646
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,hybrid,1000,42,51,50,4.0,0.05,3.014515601028179,3.014515601028179
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,hybrid,1000,42,51,50,1.0,0.05,1.4415906817631852,1.4415906817631852
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,hybrid,1000,42,51,50,1.0,0.05,1.7061791825191488,1.7061791825191488
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,hybrid,1000,42,51,50,1.0,0.05,1.835297605103545,1.835297605103545
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,hybrid,1000,42,51,50,2.0,0.05,1.9154917574875012,1.9154917574875012
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,hybrid,1000,42,51,50,2.0,0.05,1.9001595030908471,1.9001595030908471
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,hybrid,1000,42,51,50,2.0,0.05,1.9976982748210603,1.9976982748210603
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,hybrid,1000,42,51,50,3.0,0.05,2.354590845181272,2.354590845181272
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,hybrid,1000,42,51,50,3.0,0.05,2.3190324401420925,2.3190324401420925
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,hybrid,1000,42,51,50,3.0,0.05,1.8882760887468584,1.8882760887468584
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,hybrid,1000,42,51,50,4.0,0.05,3.0698503414666285,3.0698503414666285
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,hybrid,1000,42,51,50,4.0,0.05,2.665923994655223,2.665923994655223
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,hybrid,1000,42,51,50,4.0,0.05,3.17397349564481,3.17397349564481
sub-cp020_ses-20210604_level-01B_run-001,sub-cp020,2,hybrid,1000,42,51,50,1.0,0.05,1.9103765725303357,1.9103765725303357
sub-cp020_ses-20210604_level-01B_run-007,sub-cp020,2,hybrid,1000,42,51,50,1.0,0.05,1.952639517694296,1.952639517694296
sub-cp020_ses-20210604_level-01B_run-012,sub-cp020,2,hybrid,1000,42,51,50,1.0,0.05,1.9555717692697767,1.9555717692697767
sub-cp020_ses-20210604_level-02B_run-003,sub-cp020,2,hybrid,1000,42,51,50,2.0,0.05,2.0842819236714143,2.0842819236714143
sub-cp020_ses-20210604_level-02B_run-008,sub-cp020,2,hybrid,1000,42,51,50,2.0,0.05,2.128855934555977,2.128855934555977
sub-cp020_ses-20210604_level-02B_run-010,sub-cp020,2,hybrid,1000,42,51,50,2.0,0.05,2.0605318264736554,2.0605318264736554
sub-cp020_ses-20210604_level-03B_run-002,sub-cp020,2,hybrid,1000,42,51,50,3.0,0.05,2.6639238777491903,2.6639238777491903
sub-cp020_ses-20210604_level-03B_run-005,sub-cp020,2,hybrid,1000,42,51,50,3.0,0.05,2.4600341870322557,2.4600341870322557
sub-cp020_ses-20210604_level-03B_run-011,sub-cp020,2,hybrid,1000,42,51,50,3.0,0.05,2.577588917013685,2.577588917013685
sub-cp020_ses-20210604_level-04B_run-004,sub-cp020,2,hybrid,1000,42,51,50,4.0,0.05,3.0547407097288906,3.0547407097288906
sub-cp020_ses-20210604_level-04B_run-006,sub-cp020,2,hybrid,1000,42,51,50,4.0,0.05,2.983599829094989,2.983599829094989
sub-cp020_ses-20210604_level-04B_run-009,sub-cp020,2,hybrid,1000,42,51,50,4.0,0.05,2.836865349139404,2.836865349139404
sub-cp026_ses-20210716_level-01B_run-001,sub-cp026,2,hybrid,1000,42,51,50,1.0,0.05,1.5697507859739217,1.5697507859739217
sub-cp026_ses-20210716_level-01B_run-007,sub-cp026,2,hybrid,1000,42,51,50,1.0,0.05,1.6597508238253382,1.6597508238253382
sub-cp026_ses-20210716_level-01B_run-012,sub-cp026,2,hybrid,1000,42,51,50,1.0,0.05,1.586986301172095,1.586986301172095
sub-cp026_ses-20210716_level-02B_run-003,sub-cp026,2,hybrid,1000,42,51,50,2.0,0.05,1.9136099742106236,1.9136099742106236
sub-cp026_ses-20210716_level-02B_run-008,sub-cp026,2,hybrid,1000,42,51,50,2.0,0.05,1.7591671220986165,1.7591671220986165
sub-cp026_ses-20210716_level-02B_run-010,sub-cp026,2,hybrid,1000,42,51,50,2.0,0.05,1.9687323769178289,1.9687323769178289
sub-cp026_ses-20210716_level-03B_run-002,sub-cp026,2,hybrid,1000,42,51,50,3.0,0.05,2.339991161774305,2.339991161774305
sub-cp026_ses-20210716_level-03B_run-005,sub-cp026,2,hybrid,1000,42,51,50,3.0,0.05,2.227037167460603,2.227037167460603
sub-cp026_ses-20210716_level-03B_run-011,sub-cp026,2,hybrid,1000,42,51,50,3.0,0.05,2.3275489470061386,2.3275489470061386
sub-cp026_ses-20210716_level-04B_run-004,sub-cp026,2,hybrid,1000,42,51,50,4.0,0.05,3.082015936498292,3.082015936498292
sub-cp026_ses-20210716_level-04B_run-006,sub-cp026,2,hybrid,1000,42,51,50,4.0,0.05,3.0653513280354634,3.0653513280354634
sub-cp026_ses-20210716_level-04B_run-009,sub-cp026,2,hybrid,1000,42,51,50,4.0,0.05,3.216053159140424,3.216053159140424
sub-cp031_ses-20211216_level-01B_run-001,sub-cp031,2,hybrid,1000,42,51,50,1.0,0.05,1.9587170962505995,1.9587170962505995
sub-cp031_ses-20211216_level-01B_run-007,sub-cp031,2,hybrid,1000,42,51,50,1.0,0.05,1.8897933750295692,1.8897933750295692
sub-cp031_ses-20211216_level-02B_run-003,sub-cp031,2,hybrid,1000,42,51,50,2.0,0.05,1.989699923367372,1.989699923367372
sub-cp031_ses-20211216_level-02B_run-008,sub-cp031,2,hybrid,1000,42,51,50,2.0,0.05,2.037186079239938,2.037186079239938
sub-cp031_ses-20211216_level-02B_run-010,sub-cp031,2,hybrid,1000,42,51,50,2.0,0.05,1.9649163172972164,1.9649163172972164
sub-cp031_ses-20211216_level-02B_run-012,sub-cp031,2,hybrid,1000,42,51,50,2.0,0.05,1.561536121552182,1.561536121552182
sub-cp031_ses-20211216_level-03B_run-002,sub-cp031,2,hybrid,1000,42,51,50,3.0,0.05,2.468073293526714,2.468073293526714
sub-cp031_ses-20211216_level-03B_run-005,sub-cp031,2,hybrid,1000,42,51,50,3.0,0.05,2.5215944500334677,2.5215944500334677
sub-cp031_ses-20211216_level-03B_run-011,sub-cp031,2,hybrid,1000,42,51,50,3.0,0.05,2.404834916031987,2.404834916031987
sub-cp031_ses-20211216_level-04B_run-004,sub-cp031,2,hybrid,1000,42,51,50,4.0,0.05,3.114970668214819,3.114970668214819
sub-cp031_ses-20211216_level-04B_run-006,sub-cp031,2,hybrid,1000,42,51,50,4.0,0.05,2.983262623733712,2.983262623733712
sub-cp031_ses-20211216_level-04B_run-009,sub-cp031,2,hybrid,1000,42,51,50,4.0,0.05,3.186984176401364,3.186984176401364
sub-cp038_ses-20220112_level-01B_run-001,sub-cp038,2,hybrid,1000,42,51,50,1.0,0.05,2.0827904520646885,2.0827904520646885
sub-cp038_ses-20220112_level-01B_run-007,sub-cp038,2,hybrid,1000,42,51,50,1.0,0.05,1.8626197804819888,1.8626197804819888
sub-cp038_ses-20220112_level-01B_run-012,sub-cp038,2,hybrid,1000,42,51,50,1.0,0.05,2.0269088669048343,2.0269088669048343
sub-cp038_ses-20220112_level-02B_run-003,sub-cp038,2,hybrid,1000,42,51,50,2.0,0.05,1.803235502592672,1.803235502592672
sub-cp038_ses-20220112_level-02B_run-008,sub-cp038,2,hybrid,1000,42,51,50,2.0,0.05,1.7811993673898363,1.7811993673898363
sub-cp038_ses-20220112_level-02B_run-010,sub-cp038,2,hybrid,1000,42,51,50,2.0,0.05,1.8964360698530007,1.8964360698530007
sub-cp038_ses-20220112_level-03B_run-002,sub-cp038,2,hybrid,1000,42,51,50,3.0,0.05,2.291118715774559,2.291118715774559
sub-cp038_ses-20220112_level-03B_run-005,sub-cp038,2,hybrid,1000,42,51,50,3.0,0.05,2.29775151934842,2.29775151934842
sub-cp038_ses-20220112_level-03B_run-011,sub-cp038,2,hybrid,1000,42,51,50,3.0,0.05,2.419764844603413,2.419764844603413
sub-cp038_ses-20220112_level-04B_run-004,sub-cp038,2,hybrid,1000,42,51,50,4.0,0.05,2.829145966221411,2.829145966221411
sub-cp038_ses-20220112_level-04B_run-006,sub-cp038,2,hybrid,1000,42,51,50,4.0,0.05,3.061960170676967,3.061960170676967
sub-cp038_ses-20220112_level-04B_run-009,sub-cp038,2,hybrid,1000,42,51,50,4.0,0.05,2.871107687978003,2.871107687978003
sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,hybrid,1000,42,51,50,1.0,0.05,2.180188880441776,2.180188880441776
sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,hybrid,1000,42,51,50,1.0,0.05,1.859069186389188,1.859069186389188
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,hybrid,1000,42,51,50,1.0,0.05,1.7519235162942974,1.7519235162942974
sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,hybrid,1000,42,51,50,2.0,0.05,2.0206707531123294,2.0206707531123294
sub-cp008_ses-20210503_level-02B_run-008,sub-cp008,3,hybrid,1000,42,51,50,2.0,0.05,2.0812782544916337,2.0812782544916337
sub-cp008_ses-20210503_level-02B_run-010,sub-cp008,3,hybrid,1000,42,51,50,2.0,0.05,1.7233414728367102,1.7233414728367102
sub-cp008_ses-20210503_level-03B_run-002,sub-cp008,3,hybrid,1000,42,51,50,3.0,0.05,2.4689534665198547,2.4689534665198547
sub-cp008_ses-20210503_level-03B_run-005,sub-cp008,3,hybrid,1000,42,51,50,3.0,0.05,2.5392026244231967,2.5392026244231967
sub-cp008_ses-20210503_level-03B_run-011,sub-cp008,3,hybrid,1000,42,51,50,3.0,0.05,2.466537234513725,2.466537234513725
sub-cp008_ses-20210503_level-04B_run-004,sub-cp008,3,hybrid,1000,42,51,50,4.0,0.05,3.019117951032213,3.019117951032213
sub-cp008_ses-20210503_level-04B_run-006,sub-cp008,3,hybrid,1000,42,51,50,4.0,0.05,3.0603492181309258,3.0603492181309258
sub-cp008_ses-20210503_level-04B_run-009,sub-cp008,3,hybrid,1000,42,51,50,4.0,0.05,3.1433130797421343,3.1433130797421343
sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,hybrid,1000,42,51,50,1.0,0.05,1.6965209196506836,1.6965209196506836
sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,hybrid,1000,42,51,50,1.0,0.05,1.549153857725721,1.549153857725721
sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,hybrid,1000,42,51,50,1.0,0.05,1.5167647450600472,1.5167647450600472
sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,hybrid,1000,42,51,50,2.0,0.05,1.7785255156430229,1.7785255156430229
sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,hybrid,1000,42,51,50,2.0,0.05,1.9297243173940348,1.9297243173940348
sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,hybrid,1000,42,51,50,2.0,0.05,1.864483874680372,1.864483874680372
sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,hybrid,1000,42,51,50,3.0,0.05,2.357163627997547,2.357163627997547
sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,hybrid,1000,42,51,50,3.0,0.05,2.604424353936866,2.604424353936866
sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,hybrid,1000,42,51,50,3.0,0.05,2.4165010759356487,2.4165010759356487
sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,hybrid,1000,42,51,50,4.0,0.05,2.9068619884316838,2.9068619884316838
sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,hybrid,1000,42,51,50,4.0,0.05,3.1658586402847257,3.1658586402847257
sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,hybrid,1000,42,51,50,4.0,0.05,3.068009173249309,3.068009173249309
sub-cp019_ses-20210625_level-01B_run-001,sub-cp019,3,hybrid,1000,42,51,50,1.0,0.05,1.9747382605496255,1.9747382605496255
sub-cp019_ses-20210625_level-01B_run-007,sub-cp019,3,hybrid,1000,42,51,50,1.0,0.05,1.8177839227649537,1.8177839227649537
sub-cp019_ses-20210625_level-01B_run-012,sub-cp019,3,hybrid,1000,42,51,50,1.0,0.05,1.858354094402344,1.858354094402344
