run_key,subject_id,outer_fold,variant,dimension,seed,levels,feature_k,true_class,predicted_class,class_score_0,class_score_1,class_score_2,class_score_3
sub-cp027_ses-20210722_level-01B_run-012,sub-cp027,1,hybrid,1000,42,51,50,0,0,0.9200048446655272,0.8998976945877075,0.8441619873046875,0.7734813690185547
sub-cp027_ses-20210722_level-02B_run-003,sub-cp027,1,hybrid,1000,42,51,50,1,1,0.8889983892440796,0.9488593339920044,0.8833073377609253,0.7660696506500244
sub-cp027_ses-20210722_level-02B_run-008,sub-cp027,1,hybrid,1000,42,51,50,1,1,0.8780325055122375,0.9208734631538392,0.8892534971237183,0.7521044015884399
sub-cp027_ses-20210722_level-02B_run-010,sub-cp027,1,hybrid,1000,42,51,50,1,1,0.8859118223190308,0.9315651655197144,0.8722912073135376,0.7597904205322266
sub-cp027_ses-20210722_level-03B_run-002,sub-cp027,1,hybrid,1000,42,51,50,2,2,0.8531030416488647,0.8998362421989441,0.914544939994812,0.8183155655860901
sub-cp027_ses-20210722_level-03B_run-005,sub-cp027,1,hybrid,1000,42,51,50,2,1,0.8643403649330139,0.9008305668830872,0.8805948495864868,0.7563773989677429
sub-cp027_ses-20210722_level-03B_run-011,sub-cp027,1,hybrid,1000,42,51,50,2,2,0.8694148659706116,0.9137157797813416,0.9163256287574768,0.7943814992904663
sub-cp027_ses-20210722_level-04B_run-004,sub-cp027,1,hybrid,1000,42,51,50,3,3,0.8410040736198425,0.8626552820205688,0.8986780047416687,0.9405028223991394
sub-cp027_ses-20210722_level-04B_run-006,sub-cp027,1,hybrid,1000,42,51,50,3,3,0.8424973487854004,0.8492918610572815,0.9034475684165956,0.9083872437477112
sub-cp027_ses-20210722_level-04B_run-009,sub-cp027,1,hybrid,1000,42,51,50,3,3,0.843550443649292,0.8479481935501099,0.9004631638526917,0.9312143921852112
sub-cp033_ses-20211215_level-01B_run-001,sub-cp033,1,hybrid,1000,42,51,50,0,1,0.8936865329742432,0.923084318637848,0.8782217502593994,0.7625045776367188
sub-cp033_ses-20211215_level-01B_run-007,sub-cp033,1,hybrid,1000,42,51,50,0,0,0.8856526613235474,0.8552964329719543,0.8545599579811096,0.8264545798301697
sub-cp033_ses-20211215_level-01B_run-012,sub-cp033,1,hybrid,1000,42,51,50,0,0,0.9022268056869508,0.8846225738525391,0.8220409750938416,0.825774073600769
sub-cp033_ses-20211215_level-02B_run-003,sub-cp033,1,hybrid,1000,42,51,50,1,2,0.8732867240905762,0.8721976280212402,0.8919705152511597,0.8517088890075684
sub-cp033_ses-20211215_level-02B_run-008,sub-cp033,1,hybrid,1000,42,51,50,1,0,0.9086728692054749,0.9030882716178894,0.8515299558639526,0.7738119959831238
sub-cp033_ses-20211215_level-02B_run-010,sub-cp033,1,hybrid,1000,42,51,50,1,0,0.9256671667099,0.8868153691291809,0.8330097794532776,0.7973259091377258
sub-cp033_ses-20211215_level-03B_run-002,sub-cp033,1,hybrid,1000,42,51,50,2,1,0.8735122680664062,0.8739680051803589,0.863950788974762,0.8610522747039795
sub-cp033_ses-20211215_level-03B_run-005,sub-cp033,1,hybrid,1000,42,51,50,2,2,0.8654566407203674,0.8735494613647461,0.8825207352638245,0.8525073528289795
sub-cp033_ses-20211215_level-03B_run-011,sub-cp033,1,hybrid,1000,42,51,50,2,2,0.8858270049095154,0.8523707985877991,0.9027860164642334,0.8206255435943604
sub-cp033_ses-20211215_level-04B_run-004,sub-cp033,1,hybrid,1000,42,51,50,3,3,0.8523449301719666,0.8689036965370178,0.8777256608009338,0.9209034442901612
sub-cp033_ses-20211215_level-04B_run-006,sub-cp033,1,hybrid,1000,42,51,50,3,3,0.8578262329101562,0.865189790725708,0.8976647853851318,0.9217125773429872
sub-cp033_ses-20211215_level-04B_run-009,sub-cp033,1,hybrid,1000,42,51,50,3,3,0.8665549755096436,0.8543766140937805,0.8686100244522095,0.9312964677810668
sub-cp039_ses-20211219_level-01B_run-001,sub-cp039,1,hybrid,1000,42,51,50,0,2,0.7256266474723816,0.7442318201065063,0.8117168545722961,0.7646275758743286
sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,1,hybrid,1000,42,51,50,0,2,0.7230794429779053,0.7547293901443481,0.7846826314926147,0.758362352848053
sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,1,hybrid,1000,42,51,50,0,2,0.7307316660881042,0.7378238439559937,0.7394775152206421,0.7390453219413757
sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,1,hybrid,1000,42,51,50,1,2,0.6443843841552734,0.68361496925354,0.7563853859901428,0.7034605145454407
sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,1,hybrid,1000,42,51,50,1,2,0.7426556348800659,0.7586618065834045,0.7876308560371399,0.7299338579177856
sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,1,hybrid,1000,42,51,50,1,2,0.6649295091629028,0.7174221873283386,0.7748181819915771,0.7557634115219116
sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,1,hybrid,1000,42,51,50,2,2,0.5799615383148193,0.6300422549247742,0.7090948224067688,0.690729022026062
sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,1,hybrid,1000,42,51,50,2,2,0.6777315735816956,0.6939185857772827,0.7437794804573059,0.719032883644104
sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,1,hybrid,1000,42,51,50,2,2,0.681087851524353,0.7221056818962097,0.8026310801506042,0.7452644109725952
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,hybrid,1000,42,51,50,3,2,0.6524469256401062,0.6680713891983032,0.7231403589248657,0.7100878357887268
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,hybrid,1000,42,51,50,3,2,0.6658515930175781,0.704949676990509,0.7623227834701538,0.7525541186332703
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,hybrid,1000,42,51,50,3,3,0.6773090362548828,0.6917405724525452,0.7480729222297668,0.7589429616928101
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,hybrid,1000,42,51,50,0,0,0.9062761664390564,0.8667209148406982,0.8497903347015381,0.7870792150497437
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,hybrid,1000,42,51,50,0,0,0.8973169326782227,0.868191123008728,0.8741593360900879,0.8527124524116516
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,hybrid,1000,42,51,50,0,0,0.8883368968963623,0.8371046781539917,0.8680785298347473,0.8005304932594299
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,hybrid,1000,42,51,50,1,1,0.8992851376533508,0.9233264923095704,0.8610981106758118,0.7423558235168457
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,hybrid,1000,42,51,50,1,1,0.913022756576538,0.917768895626068,0.8752779364585876,0.7675976753234863
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,hybrid,1000,42,51,50,1,0,0.8953531384468079,0.8711432814598083,0.8524429798126221,0.8142815828323364
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,hybrid,1000,42,51,50,2,2,0.8234172463417053,0.8612658977508545,0.878043532371521,0.8265188932418823
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,hybrid,1000,42,51,50,2,2,0.8617144227027893,0.8938575387001038,0.915055811405182,0.8144712448120117
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,hybrid,1000,42,51,50,2,2,0.8460288047790527,0.8384899497032166,0.9120333194732666,0.8518739342689514
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,hybrid,1000,42,51,50,3,3,0.8303722739219666,0.8526294827461243,0.8743038773536682,0.9288567900657654
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,hybrid,1000,42,51,50,3,3,0.8264869451522827,0.8565556406974792,0.880915105342865,0.912534236907959
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,hybrid,1000,42,51,50,3,3,0.8339680433273315,0.8576809167861938,0.8919429183006287,0.9087817668914796
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,hybrid,1000,42,51,50,0,0,0.8314448595046997,0.8084436655044556,0.7945883870124817,0.7821998596191406
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,hybrid,1000,42,51,50,0,0,0.8646280169487,0.8605881929397583,0.8264076113700867,0.7943309545516968
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,hybrid,1000,42,51,50,0,1,0.8507214784622192,0.8542197942733765,0.8344092965126038,0.7918530702590942
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,hybrid,1000,42,51,50,1,1,0.8285229206085205,0.8545180559158325,0.804853618144989,0.7858215570449829
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,hybrid,1000,42,51,50,1,1,0.8546184301376343,0.8565896153450012,0.8261079788208008,0.7845892906188965
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,hybrid,1000,42,51,50,1,1,0.8130871057510376,0.8357581496238708,0.8039802312850952,0.7258014678955078
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,hybrid,1000,42,51,50,2,1,0.8343614339828491,0.8478729128837585,0.839114248752594,0.8396615982055664
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,hybrid,1000,42,51,50,2,2,0.8466385006904602,0.8480093479156494,0.871307909488678,0.8086183667182922
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,hybrid,1000,42,51,50,2,1,0.8477740287780762,0.8789054751396179,0.8771654367446899,0.8136652708053589
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,hybrid,1000,42,51,50,3,3,0.786215603351593,0.8147870302200317,0.8157123923301697,0.8579299449920654
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,hybrid,1000,42,51,50,3,3,0.8080835342407227,0.8309550285339355,0.8419865965843201,0.8677471876144409
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,hybrid,1000,42,51,50,3,3,0.8275604844093323,0.8369035124778748,0.8441832065582275,0.8908041715621948
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,hybrid,1000,42,51,50,0,2,0.8620737195014954,0.8619948625564575,0.8985621929168701,0.8705158233642578
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,hybrid,1000,42,51,50,0,0,0.850048840045929,0.8023200035095215,0.8238557577133179,0.8129351139068604
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,hybrid,1000,42,51,50,0,0,0.8795823454856873,0.8613212704658508,0.8387026786804199,0.8235561847686768
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,hybrid,1000,42,51,50,1,2,0.8159577250480652,0.849975049495697,0.854703426361084,0.8429051637649536
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,hybrid,1000,42,51,50,1,2,0.7824207544326782,0.8277466893196106,0.8378588557243347,0.831119954586029
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,hybrid,1000,42,51,50,1,2,0.8268569707870483,0.8278762102127075,0.845005452632904,0.8324552774429321
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,hybrid,1000,42,51,50,2,2,0.8014750480651855,0.8200528621673584,0.8369684219360352,0.8208385705947876
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,hybrid,1000,42,51,50,2,2,0.762265682220459,0.7974429130554199,0.7995079755783081,0.7761390209197998
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,hybrid,1000,42,51,50,2,2,0.8121415376663208,0.8521326780319214,0.861475944519043,0.8534630537033081
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,hybrid,1000,42,51,50,3,3,0.6982540488243103,0.7335487604141235,0.7399307489395142,0.7482243776321411
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,hybrid,1000,42,51,50,3,3,0.8431727886199951,0.8476139307022095,0.8570167422294617,0.8885294198989868
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,hybrid,1000,42,51,50,3,3,0.7896192669868469,0.8018655180931091,0.7960798740386963,0.8504554629325867
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,hybrid,1000,42,51,50,0,0,0.9105411767959596,0.8526158928871155,0.7985236644744873,0.7486559152603149
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,hybrid,1000,42,51,50,0,0,0.902819275856018,0.8745810389518738,0.8320332765579224,0.7867406606674194
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,hybrid,1000,42,51,50,0,0,0.8892461061477661,0.8460823893547058,0.8337045907974243,0.8025557994842529
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,hybrid,1000,42,51,50,1,1,0.8797862529754639,0.9285423159599304,0.8473318219184875,0.7389833927154541
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,hybrid,1000,42,51,50,1,1,0.8795980215072632,0.8945869207382202,0.8369859457015991,0.7816998362541199
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,hybrid,1000,42,51,50,1,0,0.8785468339920044,0.8720473051071167,0.8526625633239746,0.7978179454803467
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,hybrid,1000,42,51,50,2,2,0.8367671966552734,0.8592782616615295,0.8813079595565796,0.7576154470443726
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,hybrid,1000,42,51,50,2,2,0.85255366563797,0.8349361419677734,0.8659318685531616,0.8053107261657715
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,hybrid,1000,42,51,50,2,0,0.9065074920654296,0.8633880615234375,0.8679479360580444,0.8132396936416626
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,hybrid,1000,42,51,50,3,3,0.854682445526123,0.8572131395339966,0.8823409080505371,0.9182513952255248
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,hybrid,1000,42,51,50,3,3,0.8523114323616028,0.8416078686714172,0.8571686744689941,0.8682615160942078
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,hybrid,1000,42,51,50,3,3,0.8587563037872314,0.8711724281311035,0.8971195816993713,0.938292682170868
sub-cp020_ses-20210604_level-01B_run-001,sub-cp020,2,hybrid,1000,42,51,50,0,0,0.8724321126937866,0.8581980466842651,0.807938814163208,0.8050483465194702
sub-cp020_ses-20210604_level-01B_run-007,sub-cp020,2,hybrid,1000,42,51,50,0,1,0.8814103603363037,0.8959592580795288,0.8491881489753723,0.7915639281272888
sub-cp020_ses-20210604_level-01B_run-012,sub-cp020,2,hybrid,1000,42,51,50,0,0,0.8742867708206177,0.8714064955711365,0.8557626008987427,0.7561626434326172
sub-cp020_ses-20210604_level-02B_run-003,sub-cp020,2,hybrid,1000,42,51,50,1,1,0.8535918593406677,0.8942636251449585,0.8549230694770813,0.7662514448165894
sub-cp020_ses-20210604_level-02B_run-008,sub-cp020,2,hybrid,1000,42,51,50,1,1,0.8541202545166016,0.8855168223381042,0.857796847820282,0.7809051871299744
sub-cp020_ses-20210604_level-02B_run-010,sub-cp020,2,hybrid,1000,42,51,50,1,1,0.8659849762916565,0.9092447757720948,0.8714346885681152,0.7401835918426514
sub-cp020_ses-20210604_level-03B_run-002,sub-cp020,2,hybrid,1000,42,51,50,2,2,0.7912747859954834,0.8234714865684509,0.8437329530715942,0.8106495141983032
sub-cp020_ses-20210604_level-03B_run-005,sub-cp020,2,hybrid,1000,42,51,50,2,2,0.8360521793365479,0.8661121129989624,0.8933618664741516,0.7889594435691833
sub-cp020_ses-20210604_level-03B_run-011,sub-cp020,2,hybrid,1000,42,51,50,2,1,0.8073309659957886,0.8605157136917114,0.8604480624198914,0.8250855803489685
sub-cp020_ses-20210604_level-04B_run-004,sub-cp020,2,hybrid,1000,42,51,50,3,3,0.8115305304527283,0.8269562125205994,0.8295479416847229,0.8779617547988892
sub-cp020_ses-20210604_level-04B_run-006,sub-cp020,2,hybrid,1000,42,51,50,3,3,0.8083281517028809,0.8238378167152405,0.8264535665512085,0.8672314882278442
sub-cp020_ses-20210604_level-04B_run-009,sub-cp020,2,hybrid,1000,42,51,50,3,3,0.8371203541755676,0.8274217844009399,0.8518485426902771,0.8713653087615967
sub-cp026_ses-20210716_level-01B_run-001,sub-cp026,2,hybrid,1000,42,51,50,0,0,0.9245595932006836,0.8963464498519897,0.8382099270820618,0.7477011680603027
sub-cp026_ses-20210716_level-01B_run-007,sub-cp026,2,hybrid,1000,42,51,50,0,0,0.9186901450157166,0.8865135908126831,0.8381319642066956,0.798944354057312
sub-cp026_ses-20210716_level-01B_run-012,sub-cp026,2,hybrid,1000,42,51,50,0,0,0.9242253303527832,0.8853100538253784,0.8321168422698975,0.7925773859024048
sub-cp026_ses-20210716_level-02B_run-003,sub-cp026,2,hybrid,1000,42,51,50,1,0,0.8958724737167358,0.8726895451545715,0.8565335869789124,0.8086569309234619
sub-cp026_ses-20210716_level-02B_run-008,sub-cp026,2,hybrid,1000,42,51,50,1,1,0.9013800024986268,0.9122562408447266,0.8417105674743652,0.7369532585144043
sub-cp026_ses-20210716_level-02B_run-010,sub-cp026,2,hybrid,1000,42,51,50,1,0,0.8779077529907227,0.8775672316551208,0.8530861139297485,0.7839069366455078
sub-cp026_ses-20210716_level-03B_run-002,sub-cp026,2,hybrid,1000,42,51,50,2,2,0.8510010838508606,0.8849585056304932,0.8939757347106934,0.7859125137329102
sub-cp026_ses-20210716_level-03B_run-005,sub-cp026,2,hybrid,1000,42,51,50,2,2,0.882326602935791,0.8701760172843933,0.8918149471282959,0.8160073757171631
sub-cp026_ses-20210716_level-03B_run-011,sub-cp026,2,hybrid,1000,42,51,50,2,2,0.8746097087860107,0.8633384704589844,0.8970071077346802,0.8177644610404968
sub-cp026_ses-20210716_level-04B_run-004,sub-cp026,2,hybrid,1000,42,51,50,3,3,0.8477415442466736,0.8515980243682861,0.8690180778503418,0.9128594398498536
sub-cp026_ses-20210716_level-04B_run-006,sub-cp026,2,hybrid,1000,42,51,50,3,3,0.8516072034835815,0.8387353420257568,0.8671251535415649,0.909549593925476
sub-cp026_ses-20210716_level-04B_run-009,sub-cp026,2,hybrid,1000,42,51,50,3,3,0.8465440273284912,0.8579204082489014,0.8720808029174805,0.9292988777160645
sub-cp031_ses-20211216_level-01B_run-001,sub-cp031,2,hybrid,1000,42,51,50,0,0,0.8689022660255432,0.8567947149276733,0.8191299438476562,0.8025525212287903
sub-cp031_ses-20211216_level-01B_run-007,sub-cp031,2,hybrid,1000,42,51,50,0,0,0.8854367733001709,0.8656193614006042,0.8460177183151245,0.7896947860717773
sub-cp031_ses-20211216_level-02B_run-003,sub-cp031,2,hybrid,1000,42,51,50,1,1,0.8862311244010925,0.9103878736495972,0.8767068386077881,0.7522667646408081
sub-cp031_ses-20211216_level-02B_run-008,sub-cp031,2,hybrid,1000,42,51,50,1,1,0.8848932981491089,0.906217098236084,0.8766716718673706,0.7870455980300903
sub-cp031_ses-20211216_level-02B_run-010,sub-cp031,2,hybrid,1000,42,51,50,1,1,0.8819993138313293,0.898747444152832,0.8534102439880371,0.7912734746932983
sub-cp031_ses-20211216_level-02B_run-012,sub-cp031,2,hybrid,1000,42,51,50,1,0,0.9268353581428528,0.8864909410476685,0.8428975343704224,0.7658452391624451
sub-cp031_ses-20211216_level-03B_run-002,sub-cp031,2,hybrid,1000,42,51,50,2,2,0.8589338064193726,0.8871252536773682,0.9258264899253844,0.7709345817565918
sub-cp031_ses-20211216_level-03B_run-005,sub-cp031,2,hybrid,1000,42,51,50,2,2,0.8343980312347412,0.858466625213623,0.8941147327423096,0.8028289079666138
sub-cp031_ses-20211216_level-03B_run-011,sub-cp031,2,hybrid,1000,42,51,50,2,2,0.8562467694282532,0.8958843350410461,0.9169692993164062,0.7717782855033875
sub-cp031_ses-20211216_level-04B_run-004,sub-cp031,2,hybrid,1000,42,51,50,3,3,0.8366659879684448,0.8620842695236206,0.887270450592041,0.9155288934707642
sub-cp031_ses-20211216_level-04B_run-006,sub-cp031,2,hybrid,1000,42,51,50,3,3,0.8443499803543091,0.8537503480911255,0.887473464012146,0.9005757570266724
sub-cp031_ses-20211216_level-04B_run-009,sub-cp031,2,hybrid,1000,42,51,50,3,3,0.8384228944778442,0.8475186824798584,0.8746820092201233,0.918049454689026
sub-cp038_ses-20220112_level-01B_run-001,sub-cp038,2,hybrid,1000,42,51,50,0,0,0.8338901996612549,0.8208199143409729,0.8142989277839661,0.7692872285842896
sub-cp038_ses-20220112_level-01B_run-007,sub-cp038,2,hybrid,1000,42,51,50,0,0,0.8596645593643188,0.8172789216041565,0.8016715049743652,0.7814440727233887
sub-cp038_ses-20220112_level-01B_run-012,sub-cp038,2,hybrid,1000,42,51,50,0,0,0.8499966859817505,0.8360159397125244,0.8110226988792419,0.7905545234680176
sub-cp038_ses-20220112_level-02B_run-003,sub-cp038,2,hybrid,1000,42,51,50,1,0,0.8799859285354614,0.8470168709754944,0.8139703273773193,0.7925037145614624
sub-cp038_ses-20220112_level-02B_run-008,sub-cp038,2,hybrid,1000,42,51,50,1,0,0.8727945685386658,0.8333109617233276,0.8090735673904419,0.7791668176651001
sub-cp038_ses-20220112_level-02B_run-010,sub-cp038,2,hybrid,1000,42,51,50,1,0,0.8643612861633301,0.8241187334060669,0.8027353286743164,0.7952821850776672
