run_key,subject_id,source_raw_rows,aggregation,seed_count,seeds,y_true,class_score_0,class_score_1,class_score_2,class_score_3,y_pred,outer_fold,target_class,target_score,difficulty_level,protocol,condition,model_key,task,reference_policy,canonical_key,source_phase,source_path,source_sha256,y_pred_raw,y_pred_bounded,clipped
sub-cp004_ses-20210330_level-04B_run-006,sub-cp004,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8353221774101257,0.8156711220741272,0.8458608508110046,0.9027113318443298,3.0,1,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp004_ses-20210330_level-04B_run-006,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp004_ses-20210330_level-04B_run-009,sub-cp004,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8463507890701294,0.8320586562156678,0.8592209219932556,0.8974545717239379,3.0,1,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp004_ses-20210330_level-04B_run-009,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp011_ses-20210408_level-01B_run-001,sub-cp011,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.8766314029693604,0.8610124707221984,0.8181824445724487,0.8237280368804931,0.0,1,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp011_ses-20210408_level-01B_run-001,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp011_ses-20210408_level-01B_run-007,sub-cp011,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.8458102107048034,0.7993707895278931,0.7460265517234802,0.7539170622825623,0.0,1,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp011_ses-20210408_level-01B_run-007,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp011_ses-20210408_level-01B_run-012,sub-cp011,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.8669946789741516,0.8452734351158142,0.8032472252845764,0.81721510887146,0.0,1,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp011_ses-20210408_level-01B_run-012,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp011_ses-20210408_level-02B_run-003,sub-cp011,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.686887550354004,0.7366564393043518,0.7845968842506409,0.774221932888031,2.0,1,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp011_ses-20210408_level-02B_run-003,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp011_ses-20210408_level-02B_run-008,sub-cp011,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.8606311440467834,0.8867983102798462,0.8491182565689087,0.8055478930473328,1.0,1,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp011_ses-20210408_level-02B_run-008,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp011_ses-20210408_level-02B_run-010,sub-cp011,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.8704797625541687,0.9085615992546081,0.9029671549797058,0.793110704421997,1.0,1,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp011_ses-20210408_level-02B_run-010,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp011_ses-20210408_level-03B_run-002,sub-cp011,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.7272264957427979,0.7563106298446656,0.8316520929336548,0.8065577626228333,2.0,1,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp011_ses-20210408_level-03B_run-002,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp011_ses-20210408_level-03B_run-005,sub-cp011,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.849694550037384,0.8454463958740235,0.8669703483581543,0.8489851951599121,2.0,1,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp011_ses-20210408_level-03B_run-005,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp011_ses-20210408_level-03B_run-011,sub-cp011,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.8322474837303162,0.8404904127120971,0.8415828824043274,0.8290461540222168,2.0,1,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp011_ses-20210408_level-03B_run-011,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp011_ses-20210408_level-04B_run-004,sub-cp011,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.7888925433158874,0.8003442287445068,0.8112299561500549,0.8295632243156433,3.0,1,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp011_ses-20210408_level-04B_run-004,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp011_ses-20210408_level-04B_run-006,sub-cp011,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.7691832423210144,0.7850213885307312,0.8319754481315613,0.881635558605194,3.0,1,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp011_ses-20210408_level-04B_run-006,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp011_ses-20210408_level-04B_run-009,sub-cp011,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8181034207344056,0.8272929668426514,0.832808768749237,0.8761382579803467,3.0,1,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp011_ses-20210408_level-04B_run-009,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp016_ses-20210528_level-01B_run-001,sub-cp016,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.9412672400474549,0.8890275955200195,0.8334661602973938,0.7677998185157776,0.0,1,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp016_ses-20210528_level-01B_run-001,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp016_ses-20210528_level-01B_run-007,sub-cp016,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.8976022839546204,0.8572125673294068,0.8094350695610046,0.7400260686874389,0.0,1,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp016_ses-20210528_level-01B_run-007,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp016_ses-20210528_level-01B_run-012,sub-cp016,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.9256770968437195,0.8790655016899109,0.8429725766181946,0.7776514410972595,0.0,1,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp016_ses-20210528_level-01B_run-012,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp016_ses-20210528_level-02B_run-003,sub-cp016,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.900936758518219,0.9102954864501953,0.8757644891738892,0.7612109541893005,1.0,1,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp016_ses-20210528_level-02B_run-003,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp016_ses-20210528_level-02B_run-008,sub-cp016,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.8913474440574646,0.9139620184898376,0.8402942657470703,0.7333151459693908,1.0,1,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp016_ses-20210528_level-02B_run-008,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp016_ses-20210528_level-02B_run-010,sub-cp016,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.8710411787033081,0.9094819307327271,0.8537035346031189,0.7282662034034729,1.0,1,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp016_ses-20210528_level-02B_run-010,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp016_ses-20210528_level-03B_run-002,sub-cp016,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.8249904990196228,0.8368510365486145,0.8703373432159424,0.726220166683197,2.0,1,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp016_ses-20210528_level-03B_run-002,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp016_ses-20210528_level-03B_run-005,sub-cp016,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.837298309803009,0.8552106976509094,0.8792425751686096,0.7325698018074036,2.0,1,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp016_ses-20210528_level-03B_run-005,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp016_ses-20210528_level-03B_run-011,sub-cp016,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",2.0,0.83471200466156,0.8501585841178894,0.8700618267059326,0.7245738267898559,2.0,1,2,3.0,3,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp016_ses-20210528_level-03B_run-011,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp016_ses-20210528_level-04B_run-004,sub-cp016,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8377646923065185,0.8370941400527954,0.8693637251853943,0.9102120161056518,3.0,1,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp016_ses-20210528_level-04B_run-004,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp016_ses-20210528_level-04B_run-006,sub-cp016,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8415432929992676,0.8273133039474487,0.8715654492378235,0.9295790553092956,3.0,1,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp016_ses-20210528_level-04B_run-006,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp016_ses-20210528_level-04B_run-009,sub-cp016,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",3.0,0.8474457859992981,0.8245807647705078,0.8645333290100098,0.8955187916755676,3.0,1,3,4.0,4,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp016_ses-20210528_level-04B_run-009,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp027_ses-20210722_level-01B_run-001,sub-cp027,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.9292083263397217,0.8989943623542785,0.8501074910163879,0.7515789866447449,0.0,1,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp027_ses-20210722_level-01B_run-001,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp027_ses-20210722_level-01B_run-007,sub-cp027,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.9259911894798278,0.9070591926574707,0.8478293418884277,0.7494641780853272,0.0,1,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp027_ses-20210722_level-01B_run-007,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp027_ses-20210722_level-01B_run-012,sub-cp027,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",0.0,0.9395381689071656,0.897949731349945,0.8415284752845764,0.763089919090271,0.0,1,0,1.0,1,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp027_ses-20210722_level-01B_run-012,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
sub-cp027_ses-20210722_level-02B_run-003,sub-cp027,5,FIVE_SEED_CLASS_SCORE_MEAN_ARGMAX,5,"42,43,44,45,46",1.0,0.8901548743247986,0.9302093386650085,0.8824533104896546,0.7609621405601501,1.0,1,1,2.0,2,FULL_PRIMARY_REFERENCE,FULL_PRIMARY_REFERENCE,hdc_classification,classification,REUSED_FROZEN_REFERENCE,FULL_PRIMARY_REFERENCE|hdc_classification|sub-cp027_ses-20210722_level-02B_run-003,06,E:\hdc-vr-pilot\experiments\phase_06_hdc_variant_screening\results\oof\phase06_hybrid_final_oof.csv,ff619baf4be600279482c9e1f4f4139000fc05c1dfaf41555d644674b45d875a,,,
