consolidated_outer_fold,candidate_id,variant,dimension,centroids_per_class,epochs,learning_rate,margin_threshold,levels,feature_k,seed,canonical_config_json,inner_fold_1_macro_f1,inner_fold_2_macro_f1,inner_fold_3_macro_f1,mean_macro_f1,std_macro_f1_sample,mean_balanced_accuracy,mean_accuracy,mean_severe_error_rate,training_seconds,inference_seconds,model_bytes,status
4,candidate_030,hybrid,5000,3,3,0.05,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.8804264625478404,0.7865433909412822,0.8066451031772027,0.824538318888775,0.0494331180479866,0.8243878620315401,0.8249818445896878,0.017662620603797,0.8346504999790341,0.0082540999865159,240000,COMPLETE
4,candidate_031,hybrid,5000,3,3,0.1,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.7652944690420972,0.7956841284795604,0.870929995929996,0.8106361978172179,0.0543818850200099,0.8106500778914572,0.8104575163398692,0.0238354601099699,0.814830500021344,0.0083853999967686,240000,COMPLETE
4,candidate_032,hybrid,5000,3,3,0.1,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.737758470540383,0.7157009657009656,0.788048033526757,0.7471691565893686,0.0370802550514669,0.7579773834084179,0.7582736798423073,0.035039941902687,0.8369585999753326,0.0092325000150594,240000,COMPLETE
5,candidate_001,hybrid,2000,2,1,0.05,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.9256912442396312,0.8510293951331688,0.773109243697479,0.8499432943567596,0.0762967983177127,0.8518058473749983,0.8515432098765432,0.0367283950617283,0.4093282999820076,0.0016121999942697,64000,COMPLETE
5,candidate_002,hybrid,2000,2,1,0.05,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.839885265700483,0.8346192420660505,0.7716403162055335,0.8153816079906889,0.0379724664264146,0.8163473818646233,0.8175925925925926,0.0243827160493827,0.2477009999856818,0.0014554999652318,64000,COMPLETE
5,candidate_003,hybrid,2000,2,1,0.1,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.9086582375847314,0.8343447293447294,0.7746177551262297,0.8392069073518967,0.0671523887561493,0.8401670580480368,0.8398148148148148,0.0302469135802469,0.2420326999854296,0.0014569999766536,64000,COMPLETE
5,candidate_004,hybrid,2000,2,1,0.1,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.7107439140486876,0.7297867063492064,0.453140681475243,0.6312237672910457,0.1545181092134804,0.6546066273912028,0.6558641975308642,0.0185185185185185,0.2477564000000711,0.0014445999986492,64000,COMPLETE
5,candidate_005,hybrid,2000,2,3,0.05,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.9255587632706276,0.8427197802197803,0.8018768320100174,0.8567184585001417,0.0630180710216234,0.8576079045304109,0.8577160493827161,0.0302469135802469,0.383100100007141,0.0014513999631162,64000,COMPLETE
5,candidate_006,hybrid,2000,2,3,0.05,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.8746529807130333,0.8694423997055576,0.7925672784837204,0.8455542196341038,0.0459619352069134,0.8475559263379063,0.8472222222222222,0.0271604938271604,0.402498999988893,0.0014550000196322,64000,COMPLETE
5,candidate_007,hybrid,2000,2,3,0.1,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.7596238785344538,0.888764537349443,0.8407141591352117,0.8297008583397029,0.065270950932261,0.8336739037888462,0.8354938271604938,0.0237654320987654,0.3842417999985628,0.0014741000195499,64000,COMPLETE
5,candidate_008,hybrid,2000,2,3,0.1,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.823172889968532,0.8310728744939271,0.7882407066617593,0.8141621570414062,0.0227934997579077,0.8223255606366471,0.8209876543209876,0.0333333333333333,0.4069108000257984,0.0016122000233735,64000,COMPLETE
5,candidate_009,hybrid,2000,3,1,0.05,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8747474747474748,0.844683618268524,0.7641892504305265,0.8278734478155085,0.0571639450530117,0.8283854488526345,0.8287037037037037,0.0274691358024691,0.5008137999975588,0.0016988999850582,96000,COMPLETE
5,candidate_010,hybrid,2000,3,1,0.05,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.8494922153617122,0.8465366600612503,0.7725085212281978,0.8228457988837201,0.0436184017143037,0.8225947211579395,0.8234567901234567,0.0268518518518518,0.2931231000111438,0.0016599000082351,96000,COMPLETE
5,candidate_011,hybrid,2000,3,1,0.1,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8660136079217545,0.8272955974842766,0.8032098672535851,0.832173024219872,0.031684687613254,0.8317805105810296,0.8320987654320987,0.0333333333333333,0.2872164000291377,0.0017074999632313,96000,COMPLETE
5,candidate_012,hybrid,2000,3,1,0.1,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.7262775673792623,0.76511429725858,0.7835896818590622,0.7583271821656349,0.0292526633830166,0.7633248190719456,0.7654320987654321,0.0246913580246913,0.2926078000455163,0.0017070999892894,96000,COMPLETE
5,candidate_013,hybrid,2000,3,3,0.05,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8596065635787582,0.8439968050817108,0.8022055988387258,0.8352696558330649,0.0296789494217318,0.8349901811340447,0.8354938271604938,0.0274691358024691,0.4296685000299476,0.0016627000004518,96000,COMPLETE
5,candidate_014,hybrid,2000,3,3,0.05,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.7502461147060451,0.863974358974359,0.8035418735518041,0.8059207824107361,0.0569014304882368,0.8066091954022988,0.8083333333333332,0.0182098765432098,0.4539214000105858,0.0017127999744843,96000,COMPLETE
5,candidate_015,hybrid,2000,3,3,0.1,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8694053208137715,0.8134370015948963,0.8404821442747139,0.8411081555611272,0.0279894106162405,0.840956343811368,0.841358024691358,0.0274691358024691,0.4298488000349607,0.0016656000225339,96000,COMPLETE
5,candidate_016,hybrid,2000,3,3,0.1,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":2000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.8488234523369096,0.7055400656939882,0.7538518163863785,0.7694051114724254,0.0728969201200672,0.7795640560842637,0.780246913580247,0.0336419753086419,0.4582670000090729,0.0019893000135198,96000,COMPLETE
5,candidate_017,hybrid,5000,2,1,0.05,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.925631675641903,0.8792780748663102,0.7633053221288516,0.8560716908790216,0.0836143734924513,0.857697510265178,0.8577160493827161,0.0364197530864197,0.9572054999880492,0.008315399987623,160000,COMPLETE
5,candidate_018,hybrid,5000,2,1,0.05,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.8026653886940207,0.879502442002442,0.7152111404110826,0.7991263237025151,0.0822028082270084,0.799551284692182,0.8006172839506173,0.0339506172839506,0.5256945000146516,0.0083855999982915,160000,COMPLETE
5,candidate_019,hybrid,5000,2,1,0.1,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8735884804850322,0.8695344749590034,0.7836541889483066,0.8422590481307807,0.0507937582784487,0.8434529449731526,0.8441358024691358,0.0299382716049382,0.5187961999617983,0.0077289999753702,160000,COMPLETE
5,candidate_020,hybrid,5000,2,1,0.1,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.555803482251653,0.7423809523809524,0.6786171481772424,0.658933860936616,0.0948333376899187,0.6722366415358628,0.6731481481481482,0.0623456790123456,0.5233266999712214,0.0080200999800581,160000,COMPLETE
5,candidate_021,hybrid,5000,2,3,0.05,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8676256195482099,0.8776115975942372,0.7925509826572138,0.8459293999332202,0.0464959300643888,0.8472187890523077,0.8475308641975309,0.0302469135802469,0.6676647999847773,0.0077259000099729,160000,COMPLETE
5,candidate_022,hybrid,5000,2,3,0.05,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.8834818876816322,0.8482032618370804,0.7534235329887504,0.8283695608358211,0.0672593910016317,0.8309840151608784,0.8314814814814815,0.0302469135802469,0.6858803999784868,0.0078297999862115,160000,COMPLETE
5,candidate_023,hybrid,5000,2,3,0.1,0.0,51,50,42,"{""centroids_per_class"":2,""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.900168842132606,0.859867012378722,0.8034369544919417,0.8544909363344232,0.0485895170469627,0.8556204424669387,0.8555555555555555,0.0361111111111111,0.6699770999839529,0.0078492999600712,160000,COMPLETE
5,candidate_024,hybrid,5000,2,3,0.1,0.1,51,50,42,"{""centroids_per_class"":2,""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.7973679222932955,0.8198010201370809,0.7352071244358479,0.7841253556220747,0.043824148326112,0.7924768947664758,0.7910493827160495,0.0367283950617283,0.6942715000186581,0.0090374000137671,160000,COMPLETE
5,candidate_025,hybrid,5000,3,1,0.05,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.917485119047619,0.8512541549052706,0.8111524854636121,0.8599639198055006,0.0536987173467916,0.8610863922877271,0.8611111111111112,0.0216049382716049,1.2417777000227943,0.0081433000159449,240000,COMPLETE
5,candidate_026,hybrid,5000,3,1,0.05,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.8260793607389177,0.8628923703008053,0.7825986473994064,0.8238567928130432,0.0401929762580541,0.8232271110561804,0.8243827160493827,0.0246913580246913,0.6702862000092864,0.0088814000191632,240000,COMPLETE
5,candidate_027,hybrid,5000,3,1,0.1,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8849917361580647,0.916047981768063,0.8027394775036285,0.8679263984765854,0.0585501801645223,0.8682064433732956,0.8685185185185184,0.0246913580246913,0.6624066000222228,0.0084582000272348,240000,COMPLETE
5,candidate_028,hybrid,5000,3,1,0.1,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":5000,""epochs"":1,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.860357263617161,0.8198165869218501,0.7831724618308393,0.8211154374566169,0.0386087900125371,0.822650681827545,0.8231481481481482,0.0305555555555555,0.66861739999149,0.0090055000036954,240000,COMPLETE
5,candidate_029,hybrid,5000,3,3,0.05,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8922723475355054,0.8793716316936131,0.8105820105820106,0.8607419966037098,0.0439161162397257,0.862095744242574,0.862037037037037,0.0277777777777777,0.8167282000067644,0.0086147999681998,240000,COMPLETE
5,candidate_030,hybrid,5000,3,3,0.05,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.05,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.886208785972937,0.8035834263775441,0.7644886111193389,0.8180936078232732,0.0621438594375068,0.8186445158543787,0.8191358024691358,0.0277777777777777,0.8341845000395551,0.0083781000284943,240000,COMPLETE
5,candidate_031,hybrid,5000,3,3,0.1,0.0,51,50,42,"{""centroids_per_class"":3,""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.0,""seed"":42,""variant"":""hybrid""}",0.8894990199469619,0.8602930566165861,0.7738715529753266,0.8412212098462915,0.0601267767636961,0.8426502698471553,0.8435185185185184,0.0367283950617283,0.8141693000216037,0.0082246999663766,240000,COMPLETE
5,candidate_032,hybrid,5000,3,3,0.1,0.1,51,50,42,"{""centroids_per_class"":3,""dimension"":5000,""epochs"":3,""feature_k"":50,""learning_rate"":0.1,""levels"":51,""margin_threshold"":0.1,""seed"":42,""variant"":""hybrid""}",0.750736567141512,0.840641124871001,0.7910514281285123,0.7941430400470084,0.0450319433660672,0.809468339307049,0.8074074074074074,0.0336419753086419,0.8344464999681804,0.0090112999896518,240000,COMPLETE
