task,head_family,canonical_head_family_name,variant,regression_head,dimension,outer_fold_count,seed_count_per_fold,mean_inner_bounded_mae,sample_sd_outer_fold_mean_mae,mean_inner_bounded_rmse,rmse_complete,mean_inner_measured_runtime_seconds,mean_model_bytes,model_bytes_complete,fold_parameter_policy_json,runtime_scope,ranking_order,selected,selection_reason,rmse_tiebreak_status,pareto
regression,hybrid_similarity,hybrid_similarity,hybrid,similarity_regression,2000,5,5,0.57902957680152889,0.12816610843266626,0.69076229369543007,True,0.36013016400160264,76800,True,"[{""outer_fold"":1,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":2,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":3,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":4,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":5,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""}]",mean across seeds of sum of three selected inner-split model_seconds,11,False,LOWER_DETERMINISTIC_RANK,NOT_INVOKED_INCOMPLETE_PHASE05_INNER_RECORDS,False
regression,hybrid_similarity,hybrid_similarity,hybrid,similarity_regression,1000,5,5,0.58144182857385085,0.11663285468797978,0.69365856277703941,True,0.29980765600572329,38400,True,"[{""outer_fold"":1,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":2,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":3,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":4,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":5,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""}]",mean across seeds of sum of three selected inner-split model_seconds,12,False,LOWER_DETERMINISTIC_RANK,NOT_INVOKED_INCOMPLETE_PHASE05_INNER_RECORDS,False
regression,vanilla_similarity,vanilla_similarity,vanilla,similarity_regression,2000,5,5,0.66821581916979444,0.03496430095912989,,False,0.58800716600002489,32000,True,"[{""outer_fold"":1,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":2,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":3,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":4,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":5,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""}]",Phase 05 recorded inner_selection_seconds shared by the two heads,13,False,LOWER_DETERMINISTIC_RANK,NOT_INVOKED_INCOMPLETE_PHASE05_INNER_RECORDS,False
regression,vanilla_similarity,vanilla_similarity,vanilla,similarity_regression,1000,5,5,0.66915772079870506,0.035024582100773249,,False,0.58800716600002489,16000,True,"[{""outer_fold"":1,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":2,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":3,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":4,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":5,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""}]",Phase 05 recorded inner_selection_seconds shared by the two heads,14,False,LOWER_DETERMINISTIC_RANK,NOT_INVOKED_INCOMPLETE_PHASE05_INNER_RECORDS,False
regression,vanilla_similarity,vanilla_similarity,vanilla,similarity_regression,5000,5,5,0.67138073262290143,0.035259364803172162,,False,0.58800716600002489,80000,True,"[{""outer_fold"":1,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":2,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":3,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":4,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":5,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""}]",Phase 05 recorded inner_selection_seconds shared by the two heads,15,False,LOWER_DETERMINISTIC_RANK,NOT_INVOKED_INCOMPLETE_PHASE05_INNER_RECORDS,False
regression,vanilla_similarity,vanilla_similarity,vanilla,similarity_regression,10000,5,5,0.67230065932462713,0.035883670374898549,,False,0.58800716600002489,160000,True,"[{""outer_fold"":1,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":2,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":3,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":4,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":5,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""}]",Phase 05 recorded inner_selection_seconds shared by the two heads,16,False,LOWER_DETERMINISTIC_RANK,NOT_INVOKED_INCOMPLETE_PHASE05_INNER_RECORDS,False
regression,multicentroid_similarity,multicentroid_similarity,multicentroid,similarity_regression,1000,5,5,0.68086041499106631,0.027537300013497006,0.79159365244626956,True,0.15791472400189366,41600,True,"[{""outer_fold"":1,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":2,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":3,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":4,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":5,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""}]",mean across seeds of sum of three selected inner-split model_seconds,17,False,LOWER_DETERMINISTIC_RANK,NOT_INVOKED_INCOMPLETE_PHASE05_INNER_RECORDS,False
regression,multicentroid_similarity,multicentroid_similarity,multicentroid,similarity_regression,2000,5,5,0.68157672632424871,0.027869265599427488,0.79102960767887898,True,0.22643262000172387,83200,True,"[{""outer_fold"":1,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":2,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":3,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":4,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":5,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""}]",mean across seeds of sum of three selected inner-split model_seconds,18,False,LOWER_DETERMINISTIC_RANK,NOT_INVOKED_INCOMPLETE_PHASE05_INNER_RECORDS,False
regression,multicentroid_similarity,multicentroid_similarity,multicentroid,similarity_regression,5000,5,5,0.68391601618836062,0.029166633476905762,0.79290606432052391,True,0.60626199200167308,208000,True,"[{""outer_fold"":1,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":2,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":3,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":4,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":5,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""}]",mean across seeds of sum of three selected inner-split model_seconds,19,False,LOWER_DETERMINISTIC_RANK,NOT_INVOKED_INCOMPLETE_PHASE05_INNER_RECORDS,False
regression,multicentroid_similarity,multicentroid_similarity,multicentroid,similarity_regression,10000,5,5,0.68518075441853943,0.029422481200980889,0.79345551390982416,True,1.1388990280067082,416000,True,"[{""outer_fold"":1,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":2,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":3,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":4,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""},{""outer_fold"":5,""parameter_policy_json"":""[{\""seed\"":42,\""temperature\"":0.05},{\""seed\"":43,\""temperature\"":0.05},{\""seed\"":44,\""temperature\"":0.05},{\""seed\"":45,\""temperature\"":0.05},{\""seed\"":46,\""temperature\"":0.05}]""}]",mean across seeds of sum of three selected inner-split model_seconds,20,False,LOWER_DETERMINISTIC_RANK,NOT_INVOKED_INCOMPLETE_PHASE05_INNER_RECORDS,False
