run_key,missing_feature_count,missing_feature_ratio
sub-cp015_ses-20210504_level-03B_run-002,20,0.016194331983805668
sub-cp015_ses-20210504_level-03B_run-005,16,0.012955465587044534
sub-cp015_ses-20210504_level-03B_run-011,16,0.012955465587044534
sub-cp015_ses-20210504_level-04B_run-004,16,0.012955465587044534
sub-cp015_ses-20210504_level-04B_run-006,16,0.012955465587044534
sub-cp015_ses-20210504_level-04B_run-009,18,0.014574898785425101
sub-cp016_ses-20210528_level-01B_run-001,18,0.014574898785425101
sub-cp016_ses-20210528_level-01B_run-007,18,0.014574898785425101
sub-cp016_ses-20210528_level-01B_run-012,18,0.014574898785425101
sub-cp016_ses-20210528_level-02B_run-003,18,0.014574898785425101
sub-cp016_ses-20210528_level-02B_run-008,18,0.014574898785425101
sub-cp016_ses-20210528_level-02B_run-010,18,0.014574898785425101
sub-cp016_ses-20210528_level-03B_run-002,18,0.014574898785425101
sub-cp016_ses-20210528_level-03B_run-005,20,0.016194331983805668
sub-cp016_ses-20210528_level-03B_run-011,18,0.014574898785425101
sub-cp016_ses-20210528_level-04B_run-004,18,0.014574898785425101
sub-cp016_ses-20210528_level-04B_run-006,20,0.016194331983805668
sub-cp016_ses-20210528_level-04B_run-009,18,0.014574898785425101
sub-cp017_ses-20210521_level-01B_run-001,16,0.012955465587044534
sub-cp017_ses-20210521_level-01B_run-007,16,0.012955465587044534
sub-cp017_ses-20210521_level-01B_run-012,16,0.012955465587044534
sub-cp017_ses-20210521_level-02B_run-003,18,0.014574898785425101
sub-cp017_ses-20210521_level-02B_run-008,16,0.012955465587044534
sub-cp017_ses-20210521_level-02B_run-010,16,0.012955465587044534
sub-cp017_ses-20210521_level-03B_run-002,18,0.014574898785425101
sub-cp017_ses-20210521_level-03B_run-005,16,0.012955465587044534
sub-cp017_ses-20210521_level-03B_run-011,18,0.014574898785425101
sub-cp017_ses-20210521_level-04B_run-004,18,0.014574898785425101
sub-cp017_ses-20210521_level-04B_run-006,18,0.014574898785425101
sub-cp017_ses-20210521_level-04B_run-009,18,0.014574898785425101
sub-cp018_ses-20210709_level-01B_run-001,16,0.012955465587044534
sub-cp018_ses-20210709_level-01B_run-007,16,0.012955465587044534
sub-cp018_ses-20210709_level-01B_run-012,16,0.012955465587044534
sub-cp018_ses-20210709_level-02B_run-003,16,0.012955465587044534
sub-cp018_ses-20210709_level-02B_run-008,16,0.012955465587044534
sub-cp018_ses-20210709_level-02B_run-010,16,0.012955465587044534
sub-cp018_ses-20210709_level-03B_run-002,16,0.012955465587044534
sub-cp018_ses-20210709_level-03B_run-005,18,0.014574898785425101
sub-cp018_ses-20210709_level-03B_run-011,16,0.012955465587044534
sub-cp018_ses-20210709_level-04B_run-004,18,0.014574898785425101
sub-cp018_ses-20210709_level-04B_run-006,18,0.014574898785425101
sub-cp018_ses-20210709_level-04B_run-009,16,0.012955465587044534
sub-cp019_ses-20210625_level-01B_run-001,16,0.012955465587044534
sub-cp019_ses-20210625_level-01B_run-007,16,0.012955465587044534
sub-cp019_ses-20210625_level-01B_run-012,16,0.012955465587044534
sub-cp019_ses-20210625_level-02B_run-003,20,0.016194331983805668
sub-cp019_ses-20210625_level-02B_run-008,20,0.016194331983805668
sub-cp019_ses-20210625_level-02B_run-010,16,0.012955465587044534
sub-cp019_ses-20210625_level-03B_run-002,20,0.016194331983805668
sub-cp019_ses-20210625_level-03B_run-005,18,0.014574898785425101
sub-cp019_ses-20210625_level-03B_run-011,18,0.014574898785425101
sub-cp019_ses-20210625_level-04B_run-004,16,0.012955465587044534
sub-cp019_ses-20210625_level-04B_run-006,16,0.012955465587044534
sub-cp019_ses-20210625_level-04B_run-009,18,0.014574898785425101
sub-cp020_ses-20210604_level-01B_run-001,16,0.012955465587044534
sub-cp020_ses-20210604_level-01B_run-007,16,0.012955465587044534
sub-cp020_ses-20210604_level-01B_run-012,16,0.012955465587044534
sub-cp020_ses-20210604_level-02B_run-003,16,0.012955465587044534
sub-cp020_ses-20210604_level-02B_run-008,16,0.012955465587044534
sub-cp020_ses-20210604_level-02B_run-010,16,0.012955465587044534
sub-cp020_ses-20210604_level-03B_run-002,18,0.014574898785425101
sub-cp020_ses-20210604_level-03B_run-005,18,0.014574898785425101
sub-cp020_ses-20210604_level-03B_run-011,18,0.014574898785425101
sub-cp020_ses-20210604_level-04B_run-004,18,0.014574898785425101
sub-cp020_ses-20210604_level-04B_run-006,18,0.014574898785425101
sub-cp020_ses-20210604_level-04B_run-009,18,0.014574898785425101
sub-cp022_ses-20210621_level-01B_run-001,16,0.012955465587044534
sub-cp022_ses-20210621_level-01B_run-007,16,0.012955465587044534
sub-cp022_ses-20210621_level-01B_run-012,16,0.012955465587044534
sub-cp022_ses-20210621_level-02B_run-003,16,0.012955465587044534
sub-cp022_ses-20210621_level-02B_run-008,16,0.012955465587044534
sub-cp022_ses-20210621_level-02B_run-010,16,0.012955465587044534
sub-cp022_ses-20210621_level-03B_run-002,16,0.012955465587044534
sub-cp022_ses-20210621_level-03B_run-005,16,0.012955465587044534
sub-cp022_ses-20210621_level-03B_run-011,16,0.012955465587044534
sub-cp022_ses-20210621_level-04B_run-004,16,0.012955465587044534
sub-cp022_ses-20210621_level-04B_run-006,16,0.012955465587044534
sub-cp022_ses-20210621_level-04B_run-009,16,0.012955465587044534
sub-cp023_ses-20210628_level-01B_run-001,16,0.012955465587044534
sub-cp023_ses-20210628_level-01B_run-007,16,0.012955465587044534
sub-cp023_ses-20210628_level-01B_run-012,16,0.012955465587044534
sub-cp023_ses-20210628_level-02B_run-003,16,0.012955465587044534
sub-cp023_ses-20210628_level-02B_run-008,16,0.012955465587044534
sub-cp023_ses-20210628_level-02B_run-010,18,0.014574898785425101
sub-cp023_ses-20210628_level-03B_run-002,16,0.012955465587044534
sub-cp023_ses-20210628_level-03B_run-005,16,0.012955465587044534
sub-cp023_ses-20210628_level-03B_run-011,16,0.012955465587044534
sub-cp023_ses-20210628_level-04B_run-004,16,0.012955465587044534
sub-cp023_ses-20210628_level-04B_run-006,18,0.014574898785425101
sub-cp023_ses-20210628_level-04B_run-009,18,0.014574898785425101
sub-cp024_ses-20210629_level-01B_run-001,20,0.016194331983805668
sub-cp024_ses-20210629_level-01B_run-007,18,0.014574898785425101
sub-cp024_ses-20210629_level-01B_run-012,20,0.016194331983805668
sub-cp024_ses-20210629_level-02B_run-003,18,0.014574898785425101
sub-cp024_ses-20210629_level-02B_run-008,20,0.016194331983805668
sub-cp024_ses-20210629_level-02B_run-010,16,0.012955465587044534
sub-cp024_ses-20210629_level-03B_run-002,16,0.012955465587044534
sub-cp024_ses-20210629_level-03B_run-005,20,0.016194331983805668
sub-cp024_ses-20210629_level-03B_run-011,16,0.012955465587044534
sub-cp024_ses-20210629_level-04B_run-004,16,0.012955465587044534
sub-cp024_ses-20210629_level-04B_run-006,16,0.012955465587044534
sub-cp024_ses-20210629_level-04B_run-009,16,0.012955465587044534
sub-cp025_ses-20210820_level-01B_run-001,4,0.0032388663967611335
sub-cp025_ses-20210820_level-01B_run-007,2,0.0016194331983805667
sub-cp025_ses-20210820_level-01B_run-012,4,0.0032388663967611335
sub-cp025_ses-20210820_level-02B_run-003,4,0.0032388663967611335
sub-cp025_ses-20210820_level-02B_run-008,4,0.0032388663967611335
sub-cp025_ses-20210820_level-02B_run-010,4,0.0032388663967611335
sub-cp025_ses-20210820_level-03B_run-002,4,0.0032388663967611335
sub-cp025_ses-20210820_level-03B_run-005,4,0.0032388663967611335
sub-cp025_ses-20210820_level-03B_run-011,4,0.0032388663967611335
sub-cp025_ses-20210820_level-04B_run-004,2,0.0016194331983805667
sub-cp025_ses-20210820_level-04B_run-006,4,0.0032388663967611335
sub-cp025_ses-20210820_level-04B_run-009,4,0.0032388663967611335
sub-cp026_ses-20210716_level-01B_run-001,18,0.014574898785425101
sub-cp026_ses-20210716_level-01B_run-007,16,0.012955465587044534
sub-cp026_ses-20210716_level-01B_run-012,16,0.012955465587044534
sub-cp026_ses-20210716_level-02B_run-003,16,0.012955465587044534
sub-cp026_ses-20210716_level-02B_run-008,16,0.012955465587044534
sub-cp026_ses-20210716_level-02B_run-010,16,0.012955465587044534
sub-cp026_ses-20210716_level-03B_run-002,18,0.014574898785425101
sub-cp026_ses-20210716_level-03B_run-005,16,0.012955465587044534
sub-cp026_ses-20210716_level-03B_run-011,16,0.012955465587044534
sub-cp026_ses-20210716_level-04B_run-004,18,0.014574898785425101
sub-cp026_ses-20210716_level-04B_run-006,18,0.014574898785425101
sub-cp026_ses-20210716_level-04B_run-009,18,0.014574898785425101
sub-cp027_ses-20210722_level-01B_run-001,436,0.35303643724696354
sub-cp027_ses-20210722_level-01B_run-007,18,0.014574898785425101
sub-cp027_ses-20210722_level-01B_run-012,16,0.012955465587044534
sub-cp027_ses-20210722_level-02B_run-003,16,0.012955465587044534
sub-cp027_ses-20210722_level-02B_run-008,16,0.012955465587044534
sub-cp027_ses-20210722_level-02B_run-010,16,0.012955465587044534
sub-cp027_ses-20210722_level-03B_run-002,432,0.3497975708502024
sub-cp027_ses-20210722_level-03B_run-005,16,0.012955465587044534
sub-cp027_ses-20210722_level-03B_run-011,16,0.012955465587044534
sub-cp027_ses-20210722_level-04B_run-004,18,0.014574898785425101
sub-cp027_ses-20210722_level-04B_run-006,16,0.012955465587044534
sub-cp027_ses-20210722_level-04B_run-009,16,0.012955465587044534
sub-cp028_ses-20211214_level-01B_run-001,4,0.0032388663967611335
sub-cp028_ses-20211214_level-01B_run-007,4,0.0032388663967611335
sub-cp028_ses-20211214_level-01B_run-012,86,0.06963562753036437
sub-cp028_ses-20211214_level-02B_run-003,4,0.0032388663967611335
sub-cp028_ses-20211214_level-02B_run-008,0,0.0
sub-cp028_ses-20211214_level-02B_run-010,4,0.0032388663967611335
sub-cp028_ses-20211214_level-03B_run-002,4,0.0032388663967611335
sub-cp028_ses-20211214_level-03B_run-005,4,0.0032388663967611335
sub-cp028_ses-20211214_level-03B_run-011,0,0.0
sub-cp028_ses-20211214_level-04B_run-004,4,0.0032388663967611335
sub-cp028_ses-20211214_level-04B_run-006,4,0.0032388663967611335
sub-cp028_ses-20211214_level-04B_run-009,4,0.0032388663967611335
sub-cp029_ses-20220119_level-01B_run-001,0,0.0
sub-cp029_ses-20220119_level-01B_run-007,0,0.0
sub-cp029_ses-20220119_level-01B_run-012,2,0.0016194331983805667
sub-cp029_ses-20220119_level-02B_run-003,0,0.0
sub-cp029_ses-20220119_level-02B_run-008,0,0.0
sub-cp029_ses-20220119_level-02B_run-010,0,0.0
sub-cp029_ses-20220119_level-03B_run-002,0,0.0
sub-cp029_ses-20220119_level-03B_run-005,0,0.0
sub-cp029_ses-20220119_level-03B_run-011,0,0.0
sub-cp029_ses-20220119_level-04B_run-004,2,0.0016194331983805667
sub-cp029_ses-20220119_level-04B_run-006,0,0.0
sub-cp029_ses-20220119_level-04B_run-009,0,0.0
sub-cp030_ses-20211025_level-01B_run-001,20,0.016194331983805668
sub-cp030_ses-20211025_level-01B_run-007,4,0.0032388663967611335
sub-cp030_ses-20211025_level-01B_run-012,2,0.0016194331983805667
sub-cp030_ses-20211025_level-02B_run-003,4,0.0032388663967611335
sub-cp030_ses-20211025_level-02B_run-008,4,0.0032388663967611335
sub-cp030_ses-20211025_level-02B_run-010,0,0.0
sub-cp030_ses-20211025_level-03B_run-002,2,0.0016194331983805667
sub-cp030_ses-20211025_level-03B_run-011,2,0.0016194331983805667
sub-cp030_ses-20211025_level-04B_run-004,0,0.0
sub-cp030_ses-20211025_level-04B_run-006,0,0.0
sub-cp030_ses-20211025_level-04B_run-009,2,0.0016194331983805667
sub-cp031_ses-20211216_level-01B_run-001,0,0.0
sub-cp031_ses-20211216_level-01B_run-007,0,0.0
sub-cp031_ses-20211216_level-02B_run-003,2,0.0016194331983805667
sub-cp031_ses-20211216_level-02B_run-008,0,0.0
sub-cp031_ses-20211216_level-02B_run-010,0,0.0
sub-cp031_ses-20211216_level-02B_run-012,0,0.0
sub-cp031_ses-20211216_level-03B_run-002,2,0.0016194331983805667
sub-cp031_ses-20211216_level-03B_run-005,2,0.0016194331983805667
sub-cp031_ses-20211216_level-03B_run-011,2,0.0016194331983805667
sub-cp031_ses-20211216_level-04B_run-004,0,0.0
sub-cp031_ses-20211216_level-04B_run-006,2,0.0016194331983805667
sub-cp031_ses-20211216_level-04B_run-009,2,0.0016194331983805667
sub-cp032_ses-20211105_level-01B_run-001,0,0.0
sub-cp032_ses-20211105_level-01B_run-007,0,0.0
sub-cp032_ses-20211105_level-01B_run-012,0,0.0
sub-cp032_ses-20211105_level-02B_run-003,0,0.0
sub-cp032_ses-20211105_level-02B_run-008,0,0.0
sub-cp032_ses-20211105_level-02B_run-010,0,0.0
sub-cp032_ses-20211105_level-03B_run-002,0,0.0
sub-cp032_ses-20211105_level-03B_run-005,0,0.0
sub-cp032_ses-20211105_level-03B_run-011,0,0.0
sub-cp032_ses-20211105_level-04B_run-004,0,0.0
sub-cp032_ses-20211105_level-04B_run-006,0,0.0
sub-cp032_ses-20211105_level-04B_run-009,0,0.0
sub-cp033_ses-20211215_level-01B_run-001,0,0.0
sub-cp033_ses-20211215_level-01B_run-007,0,0.0
sub-cp033_ses-20211215_level-01B_run-012,0,0.0
sub-cp033_ses-20211215_level-02B_run-003,0,0.0
sub-cp033_ses-20211215_level-02B_run-008,2,0.0016194331983805667
sub-cp033_ses-20211215_level-02B_run-010,0,0.0
sub-cp033_ses-20211215_level-03B_run-002,0,0.0
sub-cp033_ses-20211215_level-03B_run-005,2,0.0016194331983805667
sub-cp033_ses-20211215_level-03B_run-011,2,0.0016194331983805667
sub-cp033_ses-20211215_level-04B_run-004,0,0.0
sub-cp033_ses-20211215_level-04B_run-006,0,0.0
sub-cp033_ses-20211215_level-04B_run-009,0,0.0
sub-cp035_ses-20220125_level-01B_run-001,0,0.0
sub-cp035_ses-20220125_level-01B_run-007,0,0.0
sub-cp035_ses-20220125_level-01B_run-012,2,0.0016194331983805667
sub-cp035_ses-20220125_level-02B_run-003,0,0.0
sub-cp035_ses-20220125_level-02B_run-008,2,0.0016194331983805667
sub-cp035_ses-20220125_level-02B_run-010,0,0.0
sub-cp035_ses-20220125_level-03B_run-002,0,0.0
sub-cp035_ses-20220125_level-03B_run-005,2,0.0016194331983805667
sub-cp035_ses-20220125_level-03B_run-011,2,0.0016194331983805667
sub-cp035_ses-20220125_level-04B_run-004,0,0.0
sub-cp035_ses-20220125_level-04B_run-006,0,0.0
sub-cp035_ses-20220125_level-04B_run-009,2,0.0016194331983805667
sub-cp036_ses-20211218_level-01B_run-001,2,0.0016194331983805667
sub-cp036_ses-20211218_level-01B_run-007,2,0.0016194331983805667
sub-cp036_ses-20211218_level-01B_run-012,6,0.004858299595141701
sub-cp036_ses-20211218_level-02B_run-003,0,0.0
sub-cp036_ses-20211218_level-02B_run-008,0,0.0
sub-cp036_ses-20211218_level-02B_run-010,4,0.0032388663967611335
sub-cp036_ses-20211218_level-03B_run-002,0,0.0
sub-cp036_ses-20211218_level-03B_run-005,0,0.0
sub-cp036_ses-20211218_level-03B_run-011,6,0.004858299595141701
sub-cp036_ses-20211218_level-04B_run-004,2,0.0016194331983805667
sub-cp036_ses-20211218_level-04B_run-006,2,0.0016194331983805667
sub-cp036_ses-20211218_level-04B_run-009,0,0.0
sub-cp037_ses-20210113_level-01B_run-001,2,0.0016194331983805667
sub-cp037_ses-20210113_level-01B_run-007,2,0.0016194331983805667
sub-cp037_ses-20210113_level-01B_run-012,0,0.0
sub-cp037_ses-20210113_level-02B_run-003,2,0.0016194331983805667
sub-cp037_ses-20210113_level-02B_run-008,0,0.0
sub-cp037_ses-20210113_level-02B_run-010,0,0.0
sub-cp037_ses-20210113_level-03B_run-002,2,0.0016194331983805667
sub-cp037_ses-20210113_level-03B_run-005,0,0.0
sub-cp037_ses-20210113_level-03B_run-011,2,0.0016194331983805667
sub-cp037_ses-20210113_level-04B_run-004,2,0.0016194331983805667
sub-cp037_ses-20210113_level-04B_run-006,2,0.0016194331983805667
sub-cp037_ses-20210113_level-04B_run-009,2,0.0016194331983805667
sub-cp038_ses-20220112_level-01B_run-001,0,0.0
sub-cp038_ses-20220112_level-01B_run-007,0,0.0
sub-cp038_ses-20220112_level-01B_run-012,0,0.0
sub-cp038_ses-20220112_level-02B_run-003,0,0.0
sub-cp038_ses-20220112_level-02B_run-008,0,0.0
sub-cp038_ses-20220112_level-02B_run-010,0,0.0
sub-cp038_ses-20220112_level-03B_run-002,0,0.0
sub-cp038_ses-20220112_level-03B_run-005,0,0.0
sub-cp038_ses-20220112_level-03B_run-011,0,0.0
sub-cp038_ses-20220112_level-04B_run-004,0,0.0
sub-cp038_ses-20220112_level-04B_run-006,0,0.0
sub-cp038_ses-20220112_level-04B_run-009,0,0.0
sub-cp039_ses-20211219_level-01B_run-001,4,0.0032388663967611335
sub-cp039_ses-20211219_level-01B_run-007,0,0.0
sub-cp039_ses-20211219_level-01B_run-012,4,0.0032388663967611335
sub-cp039_ses-20211219_level-02B_run-003,2,0.0016194331983805667
sub-cp039_ses-20211219_level-02B_run-008,2,0.0016194331983805667
sub-cp039_ses-20211219_level-02B_run-010,4,0.0032388663967611335
sub-cp039_ses-20211219_level-03B_run-002,4,0.0032388663967611335
sub-cp039_ses-20211219_level-03B_run-005,0,0.0
sub-cp039_ses-20211219_level-03B_run-011,2,0.0016194331983805667
sub-cp039_ses-20211219_level-04B_run-004,2,0.0016194331983805667
sub-cp039_ses-20211219_level-04B_run-006,0,0.0
sub-cp039_ses-20211219_level-04B_run-009,0,0.0
sub-cp042_ses-20220111_level-01B_run-001,4,0.0032388663967611335
sub-cp042_ses-20220111_level-01B_run-007,0,0.0
sub-cp042_ses-20220111_level-01B_run-012,2,0.0016194331983805667
sub-cp042_ses-20220111_level-02B_run-003,0,0.0
sub-cp042_ses-20220111_level-02B_run-008,0,0.0
sub-cp042_ses-20220111_level-02B_run-010,2,0.0016194331983805667
sub-cp042_ses-20220111_level-03B_run-002,4,0.0032388663967611335
sub-cp042_ses-20220111_level-03B_run-005,2,0.0016194331983805667
sub-cp042_ses-20220111_level-03B_run-011,2,0.0016194331983805667
sub-cp042_ses-20220111_level-04B_run-004,0,0.0
sub-cp042_ses-20220111_level-04B_run-006,0,0.0
sub-cp042_ses-20220111_level-04B_run-009,2,0.0016194331983805667
sub-cp043_ses-20220127_level-01B_run-001,2,0.0016194331983805667
sub-cp043_ses-20220127_level-01B_run-007,4,0.0032388663967611335
sub-cp043_ses-20220127_level-01B_run-012,2,0.0016194331983805667
sub-cp043_ses-20220127_level-02B_run-003,2,0.0016194331983805667
sub-cp043_ses-20220127_level-02B_run-008,2,0.0016194331983805667
sub-cp043_ses-20220127_level-02B_run-010,2,0.0016194331983805667
sub-cp043_ses-20220127_level-03B_run-002,4,0.0032388663967611335
sub-cp043_ses-20220127_level-03B_run-005,2,0.0016194331983805667
sub-cp043_ses-20220127_level-03B_run-011,2,0.0016194331983805667
sub-cp043_ses-20220127_level-04B_run-004,4,0.0032388663967611335
sub-cp043_ses-20220127_level-04B_run-006,4,0.0032388663967611335
sub-cp043_ses-20220127_level-04B_run-009,2,0.0016194331983805667
