feature_name,feature_group,reason_flagged,evidence,decision,included_in_primary
eda_signal_mean,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eda_signal_median,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eda_signal_min,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eda_signal_missing_ratio,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eda_signal_num_missing,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eda_signal_peak_count,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eda_signal_peak_rate,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eda_signal_range,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eda_signal_rms,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eda_signal_skew,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eda_signal_slope,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eda_signal_std,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_x_mps2_iqr,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_x_mps2_kurtosis,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_x_mps2_max,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_x_mps2_mean,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_x_mps2_median,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_x_mps2_min,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_x_mps2_missing_ratio,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_x_mps2_num_missing,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_x_mps2_range,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_x_mps2_rms,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_x_mps2_skew,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_x_mps2_slope,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_x_mps2_std,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_y_mps2_iqr,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_y_mps2_kurtosis,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_y_mps2_max,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_y_mps2_mean,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_y_mps2_median,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_y_mps2_min,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_y_mps2_missing_ratio,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_y_mps2_num_missing,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_y_mps2_range,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_y_mps2_rms,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_y_mps2_skew,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_y_mps2_slope,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_y_mps2_std,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_z_mps2_iqr,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_z_mps2_kurtosis,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_z_mps2_max,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_z_mps2_mean,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_z_mps2_median,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_z_mps2_min,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_z_mps2_missing_ratio,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_z_mps2_num_missing,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_z_mps2_range,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_z_mps2_rms,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_z_mps2_skew,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_z_mps2_slope,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_accelerometry_forearm_r_z_mps2_std,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_duration,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_extensor_mv_iqr,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_extensor_mv_kurtosis,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_extensor_mv_max,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_extensor_mv_mean,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_extensor_mv_median,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_extensor_mv_min,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_extensor_mv_missing_ratio,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_extensor_mv_num_missing,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_extensor_mv_range,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_extensor_mv_rms,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_extensor_mv_skew,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_extensor_mv_slope,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_extensor_mv_std,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_flexor_mv_iqr,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_flexor_mv_kurtosis,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_flexor_mv_max,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_flexor_mv_mean,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_flexor_mv_median,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_flexor_mv_min,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_flexor_mv_missing_ratio,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_flexor_mv_num_missing,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_flexor_mv_range,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_flexor_mv_rms,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_flexor_mv_skew,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_flexor_mv_slope,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_emg_wrist_flexor_mv_std,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_sample_count,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_lslshimmeremg_sampling_rate_estimate,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_iqr,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_kurtosis,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_mav,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_max,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_mean,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_median,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_min,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_missing_ratio,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_num_missing,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_range,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_rms,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_skew,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_slope,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_std,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_variance,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
emg_signal_zero_crossing_rate,physiological_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_gaze_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_gaze_kurtosis,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_gaze_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_gaze_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_gaze_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_gaze_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_gaze_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_gaze_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_gaze_range,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_gaze_rms,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_gaze_skew,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_gaze_slope,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_gaze_std,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_mm_iqr,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_mm_kurtosis,eye_tracking_features,EXCLUDE_ALL_DATASETS_STRUCTURALLY_UNUSABLE_ALL_NAN,verified_structurally_unusable_all_nan,EXCLUDE_DIRECT_TARGET_LEAKAGE,False
eye_lslhtcviveeye_convergence_distance_mm_max,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_mm_mean,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_mm_median,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_mm_min,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_mm_missing_ratio,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
eye_lslhtcviveeye_convergence_distance_mm_num_missing,eye_tracking_features,NONE,verified_provenance_predictor,KEEP_VERIFIED_PREDICTOR,True
