run_key,subject_id,outer_fold,condition,model_family,task,y_true,y_pred_raw,y_pred_bounded,seed_aggregation,source_status
sub-cp005_ses-20210226_level-02B_run-010,sub-cp005,5,FUSION_PE,HDC,regression,2.0,3.2680331199999997,3.2680331199999997,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-03B_run-002,sub-cp005,5,FUSION_PE,HDC,regression,3.0,1.8089127600000001,1.8089127600000001,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-03B_run-005,sub-cp005,5,FUSION_PE,HDC,regression,3.0,2.7247452,2.7247452,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-03B_run-011,sub-cp005,5,FUSION_PE,HDC,regression,3.0,2.45387192,2.45387192,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-04B_run-004,sub-cp005,5,FUSION_PE,HDC,regression,4.0,4.5506506600000005,4.0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-04B_run-006,sub-cp005,5,FUSION_PE,HDC,regression,4.0,3.5249946800000003,3.5249946800000003,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-04B_run-009,sub-cp005,5,FUSION_PE,HDC,regression,4.0,1.65725008,1.65725008,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-01B_run-001,sub-cp006,4,FUSION_PE,HDC,regression,1.0,1.91000734,1.91000734,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-01B_run-007,sub-cp006,4,FUSION_PE,HDC,regression,1.0,2.2653044,2.2653044,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-01B_run-012,sub-cp006,4,FUSION_PE,HDC,regression,1.0,2.29374712,2.29374712,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-02B_run-003,sub-cp006,4,FUSION_PE,HDC,regression,2.0,2.63223658,2.63223658,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-02B_run-008,sub-cp006,4,FUSION_PE,HDC,regression,2.0,2.66525028,2.66525028,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-02B_run-010,sub-cp006,4,FUSION_PE,HDC,regression,2.0,3.1244039399999997,3.1244039399999997,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-03B_run-002,sub-cp006,4,FUSION_PE,HDC,regression,3.0,2.78020918,2.78020918,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-03B_run-005,sub-cp006,4,FUSION_PE,HDC,regression,3.0,2.54900598,2.54900598,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-03B_run-011,sub-cp006,4,FUSION_PE,HDC,regression,3.0,2.97143174,2.97143174,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-04B_run-004,sub-cp006,4,FUSION_PE,HDC,regression,4.0,3.5369743999999996,3.5369743999999996,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-04B_run-006,sub-cp006,4,FUSION_PE,HDC,regression,4.0,2.60115374,2.60115374,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-04B_run-009,sub-cp006,4,FUSION_PE,HDC,regression,4.0,3.2504994600000003,3.2504994600000003,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,FUSION_PE,HDC,regression,1.0,2.81063912,2.81063912,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,FUSION_PE,HDC,regression,1.0,1.60388375,1.60388375,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,FUSION_PE,HDC,regression,1.0,2.2533630600000003,2.2533630600000003,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,FUSION_PE,HDC,regression,2.0,3.79865398,3.79865398,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-02B_run-008,sub-cp008,3,FUSION_PE,HDC,regression,2.0,3.30163618,3.30163618,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-02B_run-010,sub-cp008,3,FUSION_PE,HDC,regression,2.0,1.8043353400000002,1.8043353400000002,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-03B_run-002,sub-cp008,3,FUSION_PE,HDC,regression,3.0,3.89116888,3.89116888,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-03B_run-005,sub-cp008,3,FUSION_PE,HDC,regression,3.0,3.9106357200000006,3.9106357200000006,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-03B_run-011,sub-cp008,3,FUSION_PE,HDC,regression,3.0,2.98114034,2.98114034,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-04B_run-004,sub-cp008,3,FUSION_PE,HDC,regression,4.0,4.17353136,4.0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-04B_run-006,sub-cp008,3,FUSION_PE,HDC,regression,4.0,3.89963882,3.89963882,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-04B_run-009,sub-cp008,3,FUSION_PE,HDC,regression,4.0,3.6082771199999994,3.6082771199999994,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,FUSION_PE,HDC,regression,1.0,2.5136178399999998,2.5136178399999998,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,FUSION_PE,HDC,regression,1.0,2.62185662,2.62185662,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,FUSION_PE,HDC,regression,1.0,2.6727393,2.6727393,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,FUSION_PE,HDC,regression,2.0,2.7990686,2.7990686,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,FUSION_PE,HDC,regression,2.0,3.13041684,3.13041684,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,FUSION_PE,HDC,regression,2.0,2.8086274799999997,2.8086274799999997,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,FUSION_PE,HDC,regression,3.0,2.4304866,2.4304866,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,FUSION_PE,HDC,regression,3.0,2.85523954,2.85523954,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,FUSION_PE,HDC,regression,3.0,2.60089962,2.60089962,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,FUSION_PE,HDC,regression,4.0,2.5927937200000004,2.5927937200000004,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,FUSION_PE,HDC,regression,4.0,1.2622938600000002,1.2622938600000002,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,FUSION_PE,HDC,regression,4.0,3.33595976,3.33595976,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-01B_run-001,sub-cp011,1,FUSION_PE,HDC,regression,1.0,2.12290384,2.12290384,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-01B_run-007,sub-cp011,1,FUSION_PE,HDC,regression,1.0,0.20828013999999997,1.0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-01B_run-012,sub-cp011,1,FUSION_PE,HDC,regression,1.0,0.07304358408000002,1.0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-02B_run-003,sub-cp011,1,FUSION_PE,HDC,regression,2.0,3.08368482,3.08368482,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-02B_run-008,sub-cp011,1,FUSION_PE,HDC,regression,2.0,1.8257237400000002,1.8257237400000002,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-02B_run-010,sub-cp011,1,FUSION_PE,HDC,regression,2.0,1.58400606,1.58400606,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-03B_run-002,sub-cp011,1,FUSION_PE,HDC,regression,3.0,4.3185472,4.0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-03B_run-005,sub-cp011,1,FUSION_PE,HDC,regression,3.0,2.31683626,2.31683626,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-03B_run-011,sub-cp011,1,FUSION_PE,HDC,regression,3.0,1.75438546,1.75438546,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-04B_run-004,sub-cp011,1,FUSION_PE,HDC,regression,4.0,2.82654024,2.82654024,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-04B_run-006,sub-cp011,1,FUSION_PE,HDC,regression,4.0,2.7265927999999997,2.7265927999999997,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-04B_run-009,sub-cp011,1,FUSION_PE,HDC,regression,4.0,1.293596628,1.293596628,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-01B_run-001,sub-cp012,4,FUSION_PE,HDC,regression,1.0,2.00881504,2.00881504,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-01B_run-007,sub-cp012,4,FUSION_PE,HDC,regression,1.0,1.08113026,1.08113026,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-01B_run-012,sub-cp012,4,FUSION_PE,HDC,regression,1.0,0.675466012,1.0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-02B_run-003,sub-cp012,4,FUSION_PE,HDC,regression,2.0,2.8473093599999997,2.8473093599999997,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-02B_run-008,sub-cp012,4,FUSION_PE,HDC,regression,2.0,2.7901844000000002,2.7901844000000002,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-02B_run-010,sub-cp012,4,FUSION_PE,HDC,regression,2.0,2.29425496,2.29425496,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-03B_run-002,sub-cp012,4,FUSION_PE,HDC,regression,3.0,2.6263305600000004,2.6263305600000004,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-03B_run-005,sub-cp012,4,FUSION_PE,HDC,regression,3.0,2.9321962200000002,2.9321962200000002,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-03B_run-011,sub-cp012,4,FUSION_PE,HDC,regression,3.0,3.1673181,3.1673181,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-04B_run-004,sub-cp012,4,FUSION_PE,HDC,regression,4.0,4.52185288,4.0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-04B_run-006,sub-cp012,4,FUSION_PE,HDC,regression,4.0,3.8679776599999998,3.8679776599999998,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-04B_run-009,sub-cp012,4,FUSION_PE,HDC,regression,4.0,3.85129978,3.85129978,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,FUSION_PE,HDC,regression,1.0,2.38777966,2.38777966,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,FUSION_PE,HDC,regression,1.0,0.819067868,1.0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,FUSION_PE,HDC,regression,1.0,2.1073271399999998,2.1073271399999998,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,FUSION_PE,HDC,regression,2.0,2.16584574,2.16584574,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,FUSION_PE,HDC,regression,2.0,2.3847330399999995,2.3847330399999995,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,FUSION_PE,HDC,regression,2.0,2.06887492,2.06887492,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,FUSION_PE,HDC,regression,3.0,2.52373754,2.52373754,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,FUSION_PE,HDC,regression,3.0,1.97108968,1.97108968,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,FUSION_PE,HDC,regression,3.0,1.89131924,1.89131924,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,FUSION_PE,HDC,regression,4.0,2.3943317399999997,2.3943317399999997,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,FUSION_PE,HDC,regression,4.0,2.66472748,2.66472748,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,FUSION_PE,HDC,regression,4.0,2.1873335799999998,2.1873335799999998,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,FUSION_PE,HDC,regression,1.0,1.58792114,1.58792114,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,FUSION_PE,HDC,regression,1.0,1.6497953799999998,1.6497953799999998,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,FUSION_PE,HDC,regression,1.0,1.66356328,1.66356328,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,FUSION_PE,HDC,regression,2.0,1.8988376199999997,1.8988376199999997,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,FUSION_PE,HDC,regression,2.0,2.14083626,2.14083626,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,FUSION_PE,HDC,regression,2.0,1.9943080800000001,1.9943080800000001,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,FUSION_PE,HDC,regression,3.0,3.09538484,3.09538484,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,FUSION_PE,HDC,regression,3.0,1.9971772,1.9971772,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,FUSION_PE,HDC,regression,3.0,3.2496366,3.2496366,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,FUSION_PE,HDC,regression,4.0,1.85613218,1.85613218,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,FUSION_PE,HDC,regression,4.0,2.322616,2.322616,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,FUSION_PE,HDC,regression,4.0,2.2421491,2.2421491,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,FUSION_PE,HDC,regression,1.0,1.23731966,1.23731966,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,FUSION_PE,HDC,regression,1.0,2.2639409600000002,2.2639409600000002,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,FUSION_PE,HDC,regression,1.0,2.12769948,2.12769948,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,FUSION_PE,HDC,regression,2.0,1.21728068,1.21728068,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,FUSION_PE,HDC,regression,2.0,1.73101998,1.73101998,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,FUSION_PE,HDC,regression,2.0,2.81684734,2.81684734,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-03B_run-002,sub-cp015,2,FUSION_PE,HDC,regression,3.0,2.11762166,2.11762166,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-03B_run-005,sub-cp015,2,FUSION_PE,HDC,regression,3.0,1.9713525400000003,1.9713525400000003,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-03B_run-011,sub-cp015,2,FUSION_PE,HDC,regression,3.0,2.3031174,2.3031174,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-04B_run-004,sub-cp015,2,FUSION_PE,HDC,regression,4.0,2.58693796,2.58693796,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-04B_run-006,sub-cp015,2,FUSION_PE,HDC,regression,4.0,2.9995996600000003,2.9995996600000003,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-04B_run-009,sub-cp015,2,FUSION_PE,HDC,regression,4.0,3.33372854,3.33372854,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-01B_run-001,sub-cp016,1,FUSION_PE,HDC,regression,1.0,2.45154966,2.45154966,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-01B_run-007,sub-cp016,1,FUSION_PE,HDC,regression,1.0,1.8735668799999998,1.8735668799999998,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-01B_run-012,sub-cp016,1,FUSION_PE,HDC,regression,1.0,1.7586090200000002,1.7586090200000002,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-02B_run-003,sub-cp016,1,FUSION_PE,HDC,regression,2.0,3.42269678,3.42269678,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-02B_run-008,sub-cp016,1,FUSION_PE,HDC,regression,2.0,1.8836260799999998,1.8836260799999998,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-02B_run-010,sub-cp016,1,FUSION_PE,HDC,regression,2.0,3.6958888799999996,3.6958888799999996,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-03B_run-002,sub-cp016,1,FUSION_PE,HDC,regression,3.0,4.36633698,4.0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-03B_run-005,sub-cp016,1,FUSION_PE,HDC,regression,3.0,3.56304856,3.56304856,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-03B_run-011,sub-cp016,1,FUSION_PE,HDC,regression,3.0,3.04264488,3.04264488,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-04B_run-004,sub-cp016,1,FUSION_PE,HDC,regression,4.0,3.9385956999999996,3.9385956999999996,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-04B_run-006,sub-cp016,1,FUSION_PE,HDC,regression,4.0,3.88407658,3.88407658,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp016_ses-20210528_level-04B_run-009,sub-cp016,1,FUSION_PE,HDC,regression,4.0,3.35781028,3.35781028,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp017_ses-20210521_level-01B_run-001,sub-cp017,5,FUSION_PE,HDC,regression,1.0,0.26520070199999995,1.0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp017_ses-20210521_level-01B_run-007,sub-cp017,5,FUSION_PE,HDC,regression,1.0,1.92802914,1.92802914,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
