run_key,subject_id,outer_fold,condition,model_family,task,y_true,class_score_0,class_score_1,class_score_2,class_score_3,y_pred,seed_aggregation,source_status
sub-cp004_ses-20210330_level-03B_run-002,sub-cp004,1,FUSION_PE,HDC,classification,2,0.852133502,0.842820666,0.859910838,0.861429398,3,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp004_ses-20210330_level-03B_run-005,sub-cp004,1,FUSION_PE,HDC,classification,2,0.8507778399999999,0.8403991019999999,0.845317112,0.8149009379999999,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp004_ses-20210330_level-03B_run-011,sub-cp004,1,FUSION_PE,HDC,classification,2,0.8567631519999999,0.8724017319999999,0.865025634,0.859287778,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp004_ses-20210330_level-04B_run-004,sub-cp004,1,FUSION_PE,HDC,classification,3,0.8588999700000001,0.8595687399999999,0.870025332,0.87197929,3,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp004_ses-20210330_level-04B_run-006,sub-cp004,1,FUSION_PE,HDC,classification,3,0.858146376,0.840358162,0.860187782,0.8664408480000001,3,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp004_ses-20210330_level-04B_run-009,sub-cp004,1,FUSION_PE,HDC,classification,3,0.8764666460000001,0.8565543200000001,0.863888556,0.8430791400000001,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-01B_run-001,sub-cp005,5,FUSION_PE,HDC,classification,0,0.82776771,0.8279889519999999,0.814117148,0.8095724799999999,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-01B_run-007,sub-cp005,5,FUSION_PE,HDC,classification,0,0.8141882819999999,0.8363630860000001,0.83023053,0.833953892,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-01B_run-012,sub-cp005,5,FUSION_PE,HDC,classification,0,0.8406886739999999,0.849694038,0.83450237,0.8338307540000001,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-02B_run-003,sub-cp005,5,FUSION_PE,HDC,classification,1,0.8496944880000001,0.858013704,0.850318908,0.852948642,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-02B_run-008,sub-cp005,5,FUSION_PE,HDC,classification,1,0.818029814,0.85093207,0.863289384,0.8545112720000001,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-02B_run-010,sub-cp005,5,FUSION_PE,HDC,classification,1,0.8418149680000001,0.8678321800000001,0.8747451500000001,0.86468036,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-03B_run-002,sub-cp005,5,FUSION_PE,HDC,classification,2,0.8428170859999999,0.836420354,0.8306315160000001,0.8256393559999999,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-03B_run-005,sub-cp005,5,FUSION_PE,HDC,classification,2,0.8138122640000001,0.8518097499999999,0.861065754,0.8526112940000001,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-03B_run-011,sub-cp005,5,FUSION_PE,HDC,classification,2,0.8467456099999999,0.879471618,0.881044054,0.8636544020000001,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-04B_run-004,sub-cp005,5,FUSION_PE,HDC,classification,3,0.8442743580000001,0.847968592,0.832221144,0.81497479,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-04B_run-006,sub-cp005,5,FUSION_PE,HDC,classification,3,0.832092182,0.860686798,0.864636282,0.847832674,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp005_ses-20210226_level-04B_run-009,sub-cp005,5,FUSION_PE,HDC,classification,3,0.84752914,0.8651979799999999,0.864418706,0.859580856,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-01B_run-001,sub-cp006,4,FUSION_PE,HDC,classification,0,0.540207348,0.492672474,0.502101966,0.3990238,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-01B_run-007,sub-cp006,4,FUSION_PE,HDC,classification,0,0.481521604,0.459418392,0.48472010800000004,0.38907828,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-01B_run-012,sub-cp006,4,FUSION_PE,HDC,classification,0,0.490402906,0.492518342,0.508350618,0.426641674,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-02B_run-003,sub-cp006,4,FUSION_PE,HDC,classification,1,0.46847347600000006,0.494862012,0.5085396820000001,0.44794222799999994,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-02B_run-008,sub-cp006,4,FUSION_PE,HDC,classification,1,0.469130464,0.512639114,0.5166067400000001,0.43735018999999997,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-02B_run-010,sub-cp006,4,FUSION_PE,HDC,classification,1,0.47509671400000003,0.480098742,0.507281708,0.456680424,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-03B_run-002,sub-cp006,4,FUSION_PE,HDC,classification,2,0.442977344,0.448802596,0.537153902,0.47697552400000004,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-03B_run-005,sub-cp006,4,FUSION_PE,HDC,classification,2,0.45616323400000003,0.47412201,0.5191581980000001,0.44222424799999993,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-03B_run-011,sub-cp006,4,FUSION_PE,HDC,classification,2,0.436115492,0.47404071,0.505516034,0.44469512,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-04B_run-004,sub-cp006,4,FUSION_PE,HDC,classification,3,0.459515238,0.465366602,0.507415246,0.499933136,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-04B_run-006,sub-cp006,4,FUSION_PE,HDC,classification,3,0.464512168,0.474194912,0.507689068,0.43016975999999996,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp006_ses-20210324_level-04B_run-009,sub-cp006,4,FUSION_PE,HDC,classification,3,0.449261416,0.487834518,0.531866952,0.442462716,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-01B_run-001,sub-cp008,3,FUSION_PE,HDC,classification,0,0.8120377299999999,0.8182241960000001,0.83240996,0.813333834,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-01B_run-007,sub-cp008,3,FUSION_PE,HDC,classification,0,0.77269027,0.776102168,0.789105514,0.73942878,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,FUSION_PE,HDC,classification,0,0.8108937319999999,0.8011137399999999,0.788615866,0.786065122,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,FUSION_PE,HDC,classification,1,0.723677582,0.771488428,0.761284212,0.754685382,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-02B_run-008,sub-cp008,3,FUSION_PE,HDC,classification,1,0.8225489140000001,0.8320238959999999,0.8242571160000001,0.825058348,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-02B_run-010,sub-cp008,3,FUSION_PE,HDC,classification,1,0.8154911520000001,0.8192952,0.7932171020000001,0.78687136,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-03B_run-002,sub-cp008,3,FUSION_PE,HDC,classification,2,0.7115388859999999,0.744763732,0.73771707,0.73368158,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-03B_run-005,sub-cp008,3,FUSION_PE,HDC,classification,2,0.704588862,0.761666744,0.74624899,0.74136312,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-03B_run-011,sub-cp008,3,FUSION_PE,HDC,classification,2,0.817770292,0.822806248,0.8280897700000001,0.814746936,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-04B_run-004,sub-cp008,3,FUSION_PE,HDC,classification,3,0.698452852,0.764703228,0.75676767,0.758751876,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-04B_run-006,sub-cp008,3,FUSION_PE,HDC,classification,3,0.712771852,0.756904974,0.74370612,0.75057197,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp008_ses-20210503_level-04B_run-009,sub-cp008,3,FUSION_PE,HDC,classification,3,0.729110944,0.7730417079999999,0.73574595,0.754937286,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,FUSION_PE,HDC,classification,0,0.809183926,0.766063806,0.772329562,0.7641159500000001,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,FUSION_PE,HDC,classification,0,0.8502573,0.851042502,0.856700712,0.855655746,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,FUSION_PE,HDC,classification,0,0.862745572,0.8619558279999999,0.86608773,0.8523968759999999,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,FUSION_PE,HDC,classification,1,0.8501403759999999,0.8539380980000001,0.862576116,0.8591344519999999,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,FUSION_PE,HDC,classification,1,0.8613622160000001,0.86488262,0.868394472,0.85935483,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,FUSION_PE,HDC,classification,1,0.856458294,0.863604544,0.8597052679999999,0.867841584,3,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,FUSION_PE,HDC,classification,2,0.84415018,0.8169752320000001,0.82395302,0.816880194,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,FUSION_PE,HDC,classification,2,0.832171604,0.8177295279999999,0.82843857,0.819705598,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,FUSION_PE,HDC,classification,2,0.8593087260000001,0.8678845519999999,0.8732415379999999,0.8561377199999999,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,FUSION_PE,HDC,classification,3,0.799825606,0.796213746,0.792501282,0.7881080739999999,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,FUSION_PE,HDC,classification,3,0.8670633779999999,0.846360054,0.8548235180000001,0.828267514,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,FUSION_PE,HDC,classification,3,0.847089442,0.851529552,0.853269222,0.86770065,3,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-01B_run-001,sub-cp011,1,FUSION_PE,HDC,classification,0,0.833579368,0.806083532,0.80914919,0.817039158,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-01B_run-007,sub-cp011,1,FUSION_PE,HDC,classification,0,0.86851856,0.812964466,0.811326452,0.815377178,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-01B_run-012,sub-cp011,1,FUSION_PE,HDC,classification,0,0.85172373,0.8160502980000001,0.822920654,0.80449234,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-02B_run-003,sub-cp011,1,FUSION_PE,HDC,classification,1,0.791565522,0.790427514,0.776714824,0.796602638,3,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-02B_run-008,sub-cp011,1,FUSION_PE,HDC,classification,1,0.856885726,0.8418434640000001,0.8504660980000001,0.848193166,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-02B_run-010,sub-cp011,1,FUSION_PE,HDC,classification,1,0.8450279359999999,0.8323653199999999,0.828765096,0.8371087879999999,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-03B_run-002,sub-cp011,1,FUSION_PE,HDC,classification,2,0.776537742,0.7760393800000001,0.7734040120000001,0.80250483,3,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-03B_run-005,sub-cp011,1,FUSION_PE,HDC,classification,2,0.8146811679999999,0.810326538,0.816017138,0.8146706979999999,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-03B_run-011,sub-cp011,1,FUSION_PE,HDC,classification,2,0.875316422,0.865468918,0.8661389460000001,0.86240415,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-04B_run-004,sub-cp011,1,FUSION_PE,HDC,classification,3,0.754982186,0.756179264,0.767127288,0.756502188,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-04B_run-006,sub-cp011,1,FUSION_PE,HDC,classification,3,0.7870009760000001,0.786286104,0.772093516,0.8113464199999999,3,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp011_ses-20210408_level-04B_run-009,sub-cp011,1,FUSION_PE,HDC,classification,3,0.8533089180000001,0.83794466,0.825642362,0.8373349320000001,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-01B_run-001,sub-cp012,4,FUSION_PE,HDC,classification,0,0.475161076,0.516949458,0.48638374199999995,0.43406946600000007,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-01B_run-007,sub-cp012,4,FUSION_PE,HDC,classification,0,0.553924286,0.506318928,0.45813349800000003,0.39133087,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-01B_run-012,sub-cp012,4,FUSION_PE,HDC,classification,0,0.577710854,0.500388694,0.452304698,0.384711982,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-02B_run-003,sub-cp012,4,FUSION_PE,HDC,classification,1,0.42284533,0.509990088,0.503561948,0.456324198,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-02B_run-008,sub-cp012,4,FUSION_PE,HDC,classification,1,0.46795520799999996,0.504412078,0.511167696,0.43721422,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-02B_run-010,sub-cp012,4,FUSION_PE,HDC,classification,1,0.46827871400000004,0.5293055879999999,0.49324616799999993,0.440090738,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-03B_run-002,sub-cp012,4,FUSION_PE,HDC,classification,2,0.41920864,0.49254335000000005,0.513388152,0.45459305,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-03B_run-005,sub-cp012,4,FUSION_PE,HDC,classification,2,0.445914904,0.505946784,0.533003052,0.45245645,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-03B_run-011,sub-cp012,4,FUSION_PE,HDC,classification,2,0.44137572599999997,0.496723972,0.531262218,0.464017228,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-04B_run-004,sub-cp012,4,FUSION_PE,HDC,classification,3,0.40729133399999995,0.441459942,0.502494044,0.53318356,3,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-04B_run-006,sub-cp012,4,FUSION_PE,HDC,classification,3,0.410252306,0.487509254,0.518891486,0.5181231079999999,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp012_ses-20210723_level-04B_run-009,sub-cp012,4,FUSION_PE,HDC,classification,3,0.42022918200000003,0.473872942,0.5063683859999999,0.525761174,3,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,FUSION_PE,HDC,classification,0,0.8377481259999999,0.849727938,0.853077732,0.8539062339999999,3,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,FUSION_PE,HDC,classification,0,0.88441004,0.8850968399999999,0.8732485780000001,0.866246346,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,FUSION_PE,HDC,classification,0,0.901516966,0.8876151179999999,0.8832846099999999,0.86462039,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,FUSION_PE,HDC,classification,1,0.87509715,0.8725374200000001,0.8572669359999999,0.860803392,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,FUSION_PE,HDC,classification,1,0.8334925280000001,0.8311409080000001,0.834838062,0.8277012880000001,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,FUSION_PE,HDC,classification,1,0.8378666920000001,0.826386186,0.8254000999999999,0.8215162100000001,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,FUSION_PE,HDC,classification,2,0.82838902,0.8222721419999999,0.8273444440000001,0.8190996,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,FUSION_PE,HDC,classification,2,0.842613686,0.83669486,0.82981222,0.842193748,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,FUSION_PE,HDC,classification,2,0.8887497,0.8708770339999999,0.87136113,0.865563974,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,FUSION_PE,HDC,classification,3,0.85479124,0.8485482660000001,0.835962944,0.837834024,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,FUSION_PE,HDC,classification,3,0.8403079680000001,0.83123238,0.8243607239999999,0.82997701,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,FUSION_PE,HDC,classification,3,0.8416942620000001,0.82542887,0.81983032,0.8193357640000001,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,FUSION_PE,HDC,classification,0,0.8038576940000001,0.807242094,0.7805769619999999,0.773546592,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,FUSION_PE,HDC,classification,0,0.7771595920000001,0.768092974,0.736067586,0.735341458,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,FUSION_PE,HDC,classification,0,0.761195942,0.792526222,0.7504737180000001,0.722936222,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,FUSION_PE,HDC,classification,1,0.7810912959999999,0.775649048,0.764906906,0.745553932,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,FUSION_PE,HDC,classification,1,0.7650078499999999,0.79142817,0.77068147,0.75637273,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,FUSION_PE,HDC,classification,1,0.7711895280000001,0.80559475,0.8128867339999999,0.771612034,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,FUSION_PE,HDC,classification,2,0.75745544,0.7749946,0.774485618,0.758821882,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,FUSION_PE,HDC,classification,2,0.797628648,0.788526406,0.779241448,0.761558172,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,FUSION_PE,HDC,classification,2,0.755265522,0.7708075799999999,0.771237292,0.765098614,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,FUSION_PE,HDC,classification,3,0.801866472,0.791707112,0.789262942,0.772303374,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,FUSION_PE,HDC,classification,3,0.781760354,0.794684304,0.775460908,0.779130668,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,FUSION_PE,HDC,classification,3,0.79141558,0.786846614,0.771970766,0.762764498,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,FUSION_PE,HDC,classification,0,0.8747533539999999,0.853641404,0.844142924,0.829351204,0,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-01B_run-007,sub-cp015,2,FUSION_PE,HDC,classification,0,0.88520757,0.8933630260000001,0.8837340960000001,0.863576774,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-01B_run-012,sub-cp015,2,FUSION_PE,HDC,classification,0,0.8908170459999999,0.898295308,0.8969457179999999,0.8678557,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-02B_run-003,sub-cp015,2,FUSION_PE,HDC,classification,1,0.880165928,0.8889517079999999,0.885465548,0.858066108,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-02B_run-008,sub-cp015,2,FUSION_PE,HDC,classification,1,0.8825007680000001,0.89221544,0.891822524,0.8598596479999999,1,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
sub-cp015_ses-20210504_level-02B_run-010,sub-cp015,2,FUSION_PE,HDC,classification,1,0.857664516,0.8690910519999999,0.873423852,0.85524884,2,MEAN_FIVE_SEEDS,NEW_PHASE08_RUN
