run_key,source_run_path,issue_type,file_path,detail
sub-cp003_ses-20210206_level-02B_run-008,task-ils/sub-cp003/ses-20210206/level-02B_run-008,placeholder_data_with_zero_samples,task-ils/sub-cp003/ses-20210206/level-02B_run-008/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-008_dat.csv,
sub-cp003_ses-20210206_level-02B_run-010,task-ils/sub-cp003/ses-20210206/level-02B_run-010,invalid_effective_rate,task-ils/sub-cp003/ses-20210206/level-02B_run-010/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-010_hea.csv,NaN
sub-cp003_ses-20210206_level-02B_run-010,task-ils/sub-cp003/ses-20210206/level-02B_run-010,invalid_sample_count,task-ils/sub-cp003/ses-20210206/level-02B_run-010/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-010_hea.csv,0
sub-cp003_ses-20210206_level-02B_run-010,task-ils/sub-cp003/ses-20210206/level-02B_run-010,placeholder_data_with_zero_samples,task-ils/sub-cp003/ses-20210206/level-02B_run-010/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-010_dat.csv,
sub-cp003_ses-20210206_level-03B_run-002,task-ils/sub-cp003/ses-20210206/level-03B_run-002,invalid_effective_rate,task-ils/sub-cp003/ses-20210206/level-03B_run-002/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-002_hea.csv,NaN
sub-cp003_ses-20210206_level-03B_run-002,task-ils/sub-cp003/ses-20210206/level-03B_run-002,invalid_sample_count,task-ils/sub-cp003/ses-20210206/level-03B_run-002/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-002_hea.csv,0
sub-cp003_ses-20210206_level-03B_run-002,task-ils/sub-cp003/ses-20210206/level-03B_run-002,placeholder_data_with_zero_samples,task-ils/sub-cp003/ses-20210206/level-03B_run-002/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-002_dat.csv,
sub-cp003_ses-20210206_level-03B_run-005,task-ils/sub-cp003/ses-20210206/level-03B_run-005,invalid_effective_rate,task-ils/sub-cp003/ses-20210206/level-03B_run-005/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-005_hea.csv,NaN
sub-cp003_ses-20210206_level-03B_run-005,task-ils/sub-cp003/ses-20210206/level-03B_run-005,invalid_sample_count,task-ils/sub-cp003/ses-20210206/level-03B_run-005/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-005_hea.csv,0
sub-cp003_ses-20210206_level-03B_run-005,task-ils/sub-cp003/ses-20210206/level-03B_run-005,placeholder_data_with_zero_samples,task-ils/sub-cp003/ses-20210206/level-03B_run-005/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-005_dat.csv,
sub-cp003_ses-20210206_level-03B_run-011,task-ils/sub-cp003/ses-20210206/level-03B_run-011,invalid_effective_rate,task-ils/sub-cp003/ses-20210206/level-03B_run-011/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-011_hea.csv,NaN
sub-cp003_ses-20210206_level-03B_run-011,task-ils/sub-cp003/ses-20210206/level-03B_run-011,invalid_sample_count,task-ils/sub-cp003/ses-20210206/level-03B_run-011/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-011_hea.csv,0
sub-cp003_ses-20210206_level-03B_run-011,task-ils/sub-cp003/ses-20210206/level-03B_run-011,placeholder_data_with_zero_samples,task-ils/sub-cp003/ses-20210206/level-03B_run-011/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-011_dat.csv,
sub-cp003_ses-20210206_level-04B_run-004,task-ils/sub-cp003/ses-20210206/level-04B_run-004,invalid_effective_rate,task-ils/sub-cp003/ses-20210206/level-04B_run-004/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-004_hea.csv,NaN
sub-cp003_ses-20210206_level-04B_run-004,task-ils/sub-cp003/ses-20210206/level-04B_run-004,invalid_sample_count,task-ils/sub-cp003/ses-20210206/level-04B_run-004/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-004_hea.csv,0
sub-cp003_ses-20210206_level-04B_run-004,task-ils/sub-cp003/ses-20210206/level-04B_run-004,placeholder_data_with_zero_samples,task-ils/sub-cp003/ses-20210206/level-04B_run-004/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-004_dat.csv,
sub-cp003_ses-20210206_level-04B_run-006,task-ils/sub-cp003/ses-20210206/level-04B_run-006,invalid_effective_rate,task-ils/sub-cp003/ses-20210206/level-04B_run-006/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-006_hea.csv,NaN
sub-cp003_ses-20210206_level-04B_run-006,task-ils/sub-cp003/ses-20210206/level-04B_run-006,invalid_sample_count,task-ils/sub-cp003/ses-20210206/level-04B_run-006/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-006_hea.csv,0
sub-cp003_ses-20210206_level-04B_run-006,task-ils/sub-cp003/ses-20210206/level-04B_run-006,placeholder_data_with_zero_samples,task-ils/sub-cp003/ses-20210206/level-04B_run-006/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-006_dat.csv,
sub-cp003_ses-20210206_level-04B_run-009,task-ils/sub-cp003/ses-20210206/level-04B_run-009,invalid_effective_rate,task-ils/sub-cp003/ses-20210206/level-04B_run-009/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-009_hea.csv,NaN
sub-cp003_ses-20210206_level-04B_run-009,task-ils/sub-cp003/ses-20210206/level-04B_run-009,invalid_effective_rate,task-ils/sub-cp003/ses-20210206/level-04B_run-009/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcac_feat-chunk_level-04B_run-009_hea.csv,NaN
sub-cp003_ses-20210206_level-04B_run-009,task-ils/sub-cp003/ses-20210206/level-04B_run-009,invalid_effective_rate,task-ils/sub-cp003/ses-20210206/level-04B_run-009/sub-cp003_ses-20210206_task-ils_stream-lslxp11xpcplt_feat-chunk_level-04B_run-009_hea.csv,NaN
sub-cp003_ses-20210206_level-04B_run-009,task-ils/sub-cp003/ses-20210206/level-04B_run-009,invalid_sample_count,task-ils/sub-cp003/ses-20210206/level-04B_run-009/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-009_hea.csv,0
sub-cp003_ses-20210206_level-04B_run-009,task-ils/sub-cp003/ses-20210206/level-04B_run-009,placeholder_data_with_zero_samples,task-ils/sub-cp003/ses-20210206/level-04B_run-009/sub-cp003_ses-20210206_task-ils_stream-lslhtcviveeye_feat-chunk_level-04B_run-009_dat.csv,
sub-cp009_ses-20210129_level-01B_run-001,task-ils/sub-cp009/ses-20210129/level-01B_run-001,invalid_effective_rate,task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_hea.csv,NaN
sub-cp009_ses-20210129_level-01B_run-001,task-ils/sub-cp009/ses-20210129/level-01B_run-001,invalid_effective_rate,task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_hea.csv,NaN
sub-cp009_ses-20210129_level-01B_run-001,task-ils/sub-cp009/ses-20210129/level-01B_run-001,invalid_effective_rate,task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_hea.csv,NaN
sub-cp009_ses-20210129_level-01B_run-001,task-ils/sub-cp009/ses-20210129/level-01B_run-001,invalid_sample_count,task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_hea.csv,0
sub-cp009_ses-20210129_level-01B_run-001,task-ils/sub-cp009/ses-20210129/level-01B_run-001,invalid_sample_count,task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_hea.csv,0
sub-cp009_ses-20210129_level-01B_run-001,task-ils/sub-cp009/ses-20210129/level-01B_run-001,invalid_sample_count,task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_hea.csv,0
sub-cp009_ses-20210129_level-01B_run-001,task-ils/sub-cp009/ses-20210129/level-01B_run-001,placeholder_data_with_zero_samples,task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-001_dat.csv,
sub-cp009_ses-20210129_level-01B_run-001,task-ils/sub-cp009/ses-20210129/level-01B_run-001,placeholder_data_with_zero_samples,task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-001_dat.csv,
sub-cp009_ses-20210129_level-01B_run-001,task-ils/sub-cp009/ses-20210129/level-01B_run-001,placeholder_data_with_zero_samples,task-ils/sub-cp009/ses-20210129/level-01B_run-001/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-001_dat.csv,
sub-cp009_ses-20210129_level-02B_run-003,task-ils/sub-cp009/ses-20210129/level-02B_run-003,invalid_effective_rate,task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_hea.csv,NaN
sub-cp009_ses-20210129_level-02B_run-003,task-ils/sub-cp009/ses-20210129/level-02B_run-003,invalid_effective_rate,task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_hea.csv,NaN
sub-cp009_ses-20210129_level-02B_run-003,task-ils/sub-cp009/ses-20210129/level-02B_run-003,invalid_effective_rate,task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_hea.csv,NaN
sub-cp009_ses-20210129_level-02B_run-003,task-ils/sub-cp009/ses-20210129/level-02B_run-003,invalid_sample_count,task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_hea.csv,0
sub-cp009_ses-20210129_level-02B_run-003,task-ils/sub-cp009/ses-20210129/level-02B_run-003,invalid_sample_count,task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_hea.csv,0
sub-cp009_ses-20210129_level-02B_run-003,task-ils/sub-cp009/ses-20210129/level-02B_run-003,invalid_sample_count,task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_hea.csv,0
sub-cp009_ses-20210129_level-02B_run-003,task-ils/sub-cp009/ses-20210129/level-02B_run-003,placeholder_data_with_zero_samples,task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv,
sub-cp009_ses-20210129_level-02B_run-003,task-ils/sub-cp009/ses-20210129/level-02B_run-003,placeholder_data_with_zero_samples,task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv,
sub-cp009_ses-20210129_level-02B_run-003,task-ils/sub-cp009/ses-20210129/level-02B_run-003,placeholder_data_with_zero_samples,task-ils/sub-cp009/ses-20210129/level-02B_run-003/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv,
sub-cp009_ses-20210129_level-03B_run-002,task-ils/sub-cp009/ses-20210129/level-03B_run-002,invalid_effective_rate,task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_hea.csv,NaN
sub-cp009_ses-20210129_level-03B_run-002,task-ils/sub-cp009/ses-20210129/level-03B_run-002,invalid_effective_rate,task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_hea.csv,NaN
sub-cp009_ses-20210129_level-03B_run-002,task-ils/sub-cp009/ses-20210129/level-03B_run-002,invalid_effective_rate,task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_hea.csv,NaN
sub-cp009_ses-20210129_level-03B_run-002,task-ils/sub-cp009/ses-20210129/level-03B_run-002,invalid_sample_count,task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_hea.csv,0
sub-cp009_ses-20210129_level-03B_run-002,task-ils/sub-cp009/ses-20210129/level-03B_run-002,invalid_sample_count,task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_hea.csv,0
sub-cp009_ses-20210129_level-03B_run-002,task-ils/sub-cp009/ses-20210129/level-03B_run-002,invalid_sample_count,task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_hea.csv,0
sub-cp009_ses-20210129_level-03B_run-002,task-ils/sub-cp009/ses-20210129/level-03B_run-002,placeholder_data_with_zero_samples,task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-03B_run-002_dat.csv,
sub-cp009_ses-20210129_level-03B_run-002,task-ils/sub-cp009/ses-20210129/level-03B_run-002,placeholder_data_with_zero_samples,task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-03B_run-002_dat.csv,
sub-cp009_ses-20210129_level-03B_run-002,task-ils/sub-cp009/ses-20210129/level-03B_run-002,placeholder_data_with_zero_samples,task-ils/sub-cp009/ses-20210129/level-03B_run-002/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-03B_run-002_dat.csv,
sub-cp009_ses-20210129_level-04B_run-004,task-ils/sub-cp009/ses-20210129/level-04B_run-004,invalid_effective_rate,task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_hea.csv,NaN
sub-cp009_ses-20210129_level-04B_run-004,task-ils/sub-cp009/ses-20210129/level-04B_run-004,invalid_effective_rate,task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_hea.csv,NaN
sub-cp009_ses-20210129_level-04B_run-004,task-ils/sub-cp009/ses-20210129/level-04B_run-004,invalid_effective_rate,task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_hea.csv,NaN
sub-cp009_ses-20210129_level-04B_run-004,task-ils/sub-cp009/ses-20210129/level-04B_run-004,invalid_sample_count,task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_hea.csv,0
sub-cp009_ses-20210129_level-04B_run-004,task-ils/sub-cp009/ses-20210129/level-04B_run-004,invalid_sample_count,task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_hea.csv,0
sub-cp009_ses-20210129_level-04B_run-004,task-ils/sub-cp009/ses-20210129/level-04B_run-004,invalid_sample_count,task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_hea.csv,0
sub-cp009_ses-20210129_level-04B_run-004,task-ils/sub-cp009/ses-20210129/level-04B_run-004,placeholder_data_with_zero_samples,task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerecg_feat-chunk_level-04B_run-004_dat.csv,
sub-cp009_ses-20210129_level-04B_run-004,task-ils/sub-cp009/ses-20210129/level-04B_run-004,placeholder_data_with_zero_samples,task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmereda_feat-chunk_level-04B_run-004_dat.csv,
sub-cp009_ses-20210129_level-04B_run-004,task-ils/sub-cp009/ses-20210129/level-04B_run-004,placeholder_data_with_zero_samples,task-ils/sub-cp009/ses-20210129/level-04B_run-004/sub-cp009_ses-20210129_task-ils_stream-lslshimmerresp_feat-chunk_level-04B_run-004_dat.csv,
sub-cp027_ses-20210722_level-01B_run-001,task-ils/sub-cp027/ses-20210722/level-01B_run-001,invalid_effective_rate,task-ils/sub-cp027/ses-20210722/level-01B_run-001/sub-cp027_ses-20210722_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_hea.csv,NaN
sub-cp027_ses-20210722_level-01B_run-001,task-ils/sub-cp027/ses-20210722/level-01B_run-001,invalid_sample_count,task-ils/sub-cp027/ses-20210722/level-01B_run-001/sub-cp027_ses-20210722_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_hea.csv,0
sub-cp027_ses-20210722_level-01B_run-001,task-ils/sub-cp027/ses-20210722/level-01B_run-001,placeholder_data_with_zero_samples,task-ils/sub-cp027/ses-20210722/level-01B_run-001/sub-cp027_ses-20210722_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-001_dat.csv,
sub-cp027_ses-20210722_level-03B_run-002,task-ils/sub-cp027/ses-20210722/level-03B_run-002,invalid_effective_rate,task-ils/sub-cp027/ses-20210722/level-03B_run-002/sub-cp027_ses-20210722_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-002_hea.csv,NaN
sub-cp027_ses-20210722_level-03B_run-002,task-ils/sub-cp027/ses-20210722/level-03B_run-002,invalid_sample_count,task-ils/sub-cp027/ses-20210722/level-03B_run-002/sub-cp027_ses-20210722_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-002_hea.csv,0
sub-cp027_ses-20210722_level-03B_run-002,task-ils/sub-cp027/ses-20210722/level-03B_run-002,placeholder_data_with_zero_samples,task-ils/sub-cp027/ses-20210722/level-03B_run-002/sub-cp027_ses-20210722_task-ils_stream-lslhtcviveeye_feat-chunk_level-03B_run-002_dat.csv,
sub-cp028_ses-20211214_level-01B_run-012,task-ils/sub-cp028/ses-20211214/level-01B_run-012,invalid_effective_rate,task-ils/sub-cp028/ses-20211214/level-01B_run-012/sub-cp028_ses-20211214_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_hea.csv,NaN
sub-cp028_ses-20211214_level-01B_run-012,task-ils/sub-cp028/ses-20211214/level-01B_run-012,invalid_sample_count,task-ils/sub-cp028/ses-20211214/level-01B_run-012/sub-cp028_ses-20211214_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_hea.csv,0
sub-cp028_ses-20211214_level-01B_run-012,task-ils/sub-cp028/ses-20211214/level-01B_run-012,placeholder_data_with_zero_samples,task-ils/sub-cp028/ses-20211214/level-01B_run-012/sub-cp028_ses-20211214_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv,
sub-cp003_ses-20210206_level-000_run-001,task-rest/sub-cp003/ses-20210206/level-000_run-001,invalid_effective_rate,task-rest/sub-cp003/ses-20210206/level-000_run-001/sub-cp003_ses-20210206_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_hea.csv,NaN
sub-cp003_ses-20210206_level-000_run-001,task-rest/sub-cp003/ses-20210206/level-000_run-001,invalid_sample_count,task-rest/sub-cp003/ses-20210206/level-000_run-001/sub-cp003_ses-20210206_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_hea.csv,0
sub-cp003_ses-20210206_level-000_run-001,task-rest/sub-cp003/ses-20210206/level-000_run-001,placeholder_data_with_zero_samples,task-rest/sub-cp003/ses-20210206/level-000_run-001/sub-cp003_ses-20210206_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-001_dat.csv,
sub-cp003_ses-20210206_level-000_run-002,task-rest/sub-cp003/ses-20210206/level-000_run-002,invalid_effective_rate,task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-002_hea.csv,NaN
sub-cp003_ses-20210206_level-000_run-002,task-rest/sub-cp003/ses-20210206/level-000_run-002,invalid_sample_count,task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-002_hea.csv,0
sub-cp003_ses-20210206_level-000_run-002,task-rest/sub-cp003/ses-20210206/level-000_run-002,invalid_sample_count,task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslxp11xpcac_feat-chunk_level-000_run-002_hea.csv,0
sub-cp003_ses-20210206_level-000_run-002,task-rest/sub-cp003/ses-20210206/level-000_run-002,invalid_sample_count,task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslxp11xpcplt_feat-chunk_level-000_run-002_hea.csv,0
sub-cp003_ses-20210206_level-000_run-002,task-rest/sub-cp003/ses-20210206/level-000_run-002,placeholder_data_with_zero_samples,task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslhtcviveeye_feat-chunk_level-000_run-002_dat.csv,
sub-cp003_ses-20210206_level-000_run-002,task-rest/sub-cp003/ses-20210206/level-000_run-002,placeholder_data_with_zero_samples,task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslxp11xpcac_feat-chunk_level-000_run-002_dat.csv,
sub-cp003_ses-20210206_level-000_run-002,task-rest/sub-cp003/ses-20210206/level-000_run-002,placeholder_data_with_zero_samples,task-rest/sub-cp003/ses-20210206/level-000_run-002/sub-cp003_ses-20210206_task-rest_stream-lslxp11xpcplt_feat-chunk_level-000_run-002_dat.csv,
